part_id,dayofweek,day,month,year,date,sday_id
2009245800001,7,22,5,2011,2011-05-22,2011.05.22
2009245800002,7,22,5,2011,2011-05-22,2011.05.22
2009245800003,7,22,5,2011,2011-05-22,2011.05.22
2009245800004,7,22,5,2011,2011-05-22,2011.05.22
2009262400001,2,12,4,2011,2011-04-12,2011.04.12
2009262400002,2,12,4,2011,2011-04-12,2011.04.12
2009262400003,2,12,4,2011,2011-04-12,2011.04.12
2009271700001,3,6,4,2011,2011-04-06,2011.04.06
2009271700002,3,6,4,2011,2011-04-06,2011.04.06
2009271700003,3,6,4,2011,2011-04-06,2011.04.06
2009381200001,3,6,4,2011,2011-04-06,2011.04.06
2009381200002,3,6,4,2011,2011-04-06,2011.04.06
3018517700001,3,20,7,2011,2011-07-20,2011.07.20
3018531200001,2,24,5,2011,2011-05-24,2011.05.24
3018531200002,2,24,5,2011,2011-05-24,2011.05.24
3018531200003,2,24,5,2011,2011-05-24,2011.05.24
3018545600001,2,24,5,2011,2011-05-24,2011.05.24
3018545600002,2,24,5,2011,2011-05-24,2011.05.24
3018545600003,2,24,5,2011,2011-05-24,2011.05.24
3018545600004,2,24,5,2011,2011-05-24,2011.05.24
3018548000001,6,28,5,2011,2011-05-28,2011.05.28
3018548000002,6,28,5,2011,2011-05-28,2011.05.28
3018548000003,6,28,5,2011,2011-05-28,2011.05.28
3018551400001,4,26,5,2011,2011-05-26,2011.05.26
3018551400002,4,26,5,2011,2011-05-26,2011.05.26
3018551400003,4,26,5,2011,2011-05-26,2011.05.26
3018574900001,6,28,5,2011,2011-05-28,2011.05.28
3018574900002,6,28,5,2011,2011-05-28,2011.05.28
3018574900003,6,28,5,2011,2011-05-28,2011.05.28
