hh_id,country,hh_size
HH1200101,BE,2
HH1200102,BE,2
HH1200103,BE,2
HH1200104,BE,2
HH1200105,BE,2
HH1200106,BE,2
HH1200107,BE,2
HH1200108,BE,2
HH1200201,BE,3
HH1200202,BE,3
HH1200203,BE,3
HH1200204,BE,3
HH1200205,BE,3
HH1200206,BE,3
HH1200207,BE,3
HH1200208,BE,3
HH1200301,BE,3
HH1200302,BE,3
HH1200303,BE,2
HH1200304,BE,2
HH1200305,BE,2
HH1200306,BE,2
HH1200307,BE,2
HH1200308,BE,2
HH1200401,BE,2
HH1200402,BE,2
HH1200403,BE,2
HH1200404,BE,2
HH1200405,BE,2
HH1200406,BE,2
HH1200408,BE,2
HH1200501,BE,2
HH1200502,BE,2
HH1200503,BE,2
HH1200504,BE,2
HH1200505,BE,2
HH1200506,BE,2
HH1200507,BE,2
HH1200508,BE,2
HH1200601,BE,3
HH1200701,BE,2
HH1200702,BE,2
HH1200703,BE,2
HH1200704,BE,2
HH1200705,BE,2
HH1200706,BE,3
HH1200707,BE,3
HH1200708,BE,2
HH1200801,BE,2
HH1200802,BE,2
HH1200803,BE,2
HH1200804,BE,2
HH1200805,BE,2
HH1200806,BE,2
HH1200807,BE,2
HH1200808,BE,2
HH1200901,BE,1
HH1200902,BE,1
HH1200903,BE,1
HH1200904,BE,1
HH1200905,BE,1
HH1200906,BE,1
HH1200908,BE,1
HH1201001,BE,1
HH1201002,BE,1
HH1201003,BE,1
HH1201004,BE,1
HH1201005,BE,1
HH1201006,BE,1
HH1201007,BE,1
HH1201008,BE,1
HH1201101,BE,2
HH1201102,BE,2
HH1201103,BE,2
HH1201104,BE,2
HH1201105,BE,2
HH1201106,BE,2
HH1201107,BE,2
HH1201108,BE,2
HH1201201,BE,3
HH1201202,BE,2
HH1201203,BE,2
HH1201204,BE,2
HH1201205,BE,3
HH1201206,BE,2
HH1201207,BE,2
HH1201208,BE,2
HH1201301,BE,2
HH1201302,BE,2
HH1201303,BE,2
HH1201304,BE,2
HH1201305,BE,2
HH1201306,BE,2
HH1201307,BE,2
HH1201308,BE,2
HH1201401,BE,2
HH1201402,BE,2
HH1201403,BE,2
HH1201405,BE,2
HH1201501,BE,4
HH1201502,BE,4
HH1201503,BE,4
HH1201504,BE,4
HH1201505,BE,4
HH1201506,BE,4
HH1201507,BE,4
HH1201508,BE,4
HH1201601,BE,2
HH1201602,BE,3
HH1201603,BE,3
HH1201604,BE,3
HH1201605,BE,2
HH1201606,BE,2
HH1201607,BE,2
HH1201608,BE,2
HH1201701,BE,3
HH1201702,BE,2
HH1201703,BE,3
HH1201708,BE,2
HH1201801,BE,2
HH1201802,BE,2
HH1201803,BE,2
HH1201804,BE,2
HH1201805,BE,2
HH1201806,BE,2
HH1201807,BE,2
HH1201808,BE,2
HH1201901,BE,3
HH1201902,BE,3
HH1201903,BE,3
HH1201904,BE,2
HH1201905,BE,2
HH1201906,BE,2
HH1201907,BE,2
HH1201908,BE,2
HH1202001,BE,1
HH1202002,BE,1
HH1202003,BE,1
HH1202004,BE,1
HH1202005,BE,1
HH1202006,BE,1
HH1202007,BE,1
HH1202008,BE,1
HH1202101,BE,2
HH1202102,BE,2
HH1202103,BE,2
HH1202104,BE,2
HH1202105,BE,2
HH1202201,BE,4
HH1202202,BE,4
HH1202203,BE,5
HH1202204,BE,4
HH1202206,BE,4
HH1202207,BE,4
HH1202208,BE,4
HH1202301,BE,2
HH1202302,BE,3
HH1202303,BE,3
HH1202304,BE,2
HH1202305,BE,2
HH1202306,BE,2
HH1202307,BE,2
HH1202308,BE,2
HH1202401,BE,2
HH1202402,BE,2
HH1202403,BE,3
HH1202404,BE,2
HH1202405,BE,3
HH1202406,BE,2
HH1202408,BE,2
HH1202501,BE,1
HH1202601,BE,2
HH1202602,BE,2
HH1202603,BE,2
HH1202604,BE,2
HH1202605,BE,2
HH1202606,BE,2
HH1202607,BE,2
HH1202608,BE,2
HH1202701,BE,4
HH1202702,BE,3
HH1202703,BE,4
HH1202704,BE,4
HH1202705,BE,3
HH1202706,BE,3
HH1202707,BE,3
HH1202708,BE,3
HH1202801,BE,2
HH1202802,BE,3
HH1202803,BE,2
HH1202804,BE,2
HH1202805,BE,2
HH1202806,BE,2
HH1202808,BE,2
HH1202901,BE,1
HH1202902,BE,1
HH1202904,BE,1
HH1202905,BE,1
HH1202908,BE,1
HH1203001,BE,3
HH1203002,BE,2
HH1203003,BE,2
HH1203004,BE,2
HH1203005,BE,2
HH1203006,BE,2
HH1203007,BE,2
HH1203008,BE,2
HH1203101,BE,2
HH1203102,BE,2
HH1203103,BE,2
HH1203104,BE,2
HH1203105,BE,2
HH1203106,BE,2
HH1203107,BE,2
HH1203108,BE,2
HH1203201,BE,2
HH1203202,BE,2
HH1203203,BE,2
HH1203204,BE,3
HH1203205,BE,2
HH1203206,BE,2
HH1203207,BE,2
HH1203208,BE,2
HH1203301,BE,2
HH1203302,BE,2
HH1203303,BE,2
HH1203304,BE,2
HH1203305,BE,2
HH1203306,BE,3
HH1203307,BE,2
HH1203308,BE,2
HH1203401,BE,2
HH1203402,BE,2
HH1203403,BE,2
HH1203404,BE,2
HH1203405,BE,2
HH1203406,BE,2
HH1203407,BE,3
HH1203408,BE,2
HH1203501,BE,1
HH1203502,BE,1
HH1203503,BE,1
HH1203504,BE,1
HH1203505,BE,1
HH1203506,BE,1
HH1203507,BE,1
HH1203508,BE,1
HH1203601,BE,3
HH1203602,BE,3
HH1203603,BE,2
HH1203604,BE,3
HH1203605,BE,2
HH1203606,BE,2
HH1203607,BE,2
HH1203608,BE,2
HH1203701,BE,3
HH1203702,BE,2
HH1203703,BE,3
HH1203704,BE,3
HH1203705,BE,3
HH1203706,BE,3
HH1203707,BE,3
HH1203708,BE,2
HH1203801,BE,2
HH1203802,BE,2
HH1203803,BE,2
HH1203804,BE,2
HH1203806,BE,3
HH1203807,BE,3
HH1203808,BE,3
HH1203901,BE,3
HH1204001,BE,3
HH1204002,BE,2
HH1204003,BE,3
HH1204004,BE,3
HH1204005,BE,3
HH1204006,BE,2
HH1204007,BE,3
HH1204008,BE,2
HH1204101,BE,4
HH1204102,BE,4
HH1204103,BE,4
HH1204104,BE,4
HH1204105,BE,4
HH1204106,BE,4
HH1204107,BE,4
HH1204108,BE,4
HH1204201,BE,4
HH1204202,BE,4
HH1204203,BE,4
HH1204204,BE,4
HH1204205,BE,4
HH1204206,BE,4
HH1204208,BE,5
HH1204301,BE,2
HH1204302,BE,2
HH1204303,BE,2
HH1204304,BE,2
HH1204305,BE,2
HH1204306,BE,2
HH1204307,BE,2
HH1204308,BE,2
HH1204401,BE,3
HH1204402,BE,3
HH1204403,BE,2
HH1204404,BE,2
HH1204405,BE,2
HH1204406,BE,2
HH1204407,BE,1
HH1204408,BE,2
HH1204501,BE,4
HH1204601,BE,5
HH1204602,BE,4
HH1204603,BE,4
HH1204604,BE,4
HH1204606,BE,4
HH1204607,BE,4
HH1204701,BE,2
HH1204702,BE,2
HH1204703,BE,2
HH1204705,BE,2
HH1204706,BE,2
HH1204707,BE,2
HH1204708,BE,2
HH1204801,BE,1
HH1204802,BE,1
HH1204803,BE,1
HH1204804,BE,1
HH1204805,BE,1
HH1204806,BE,1
HH1204901,BE,2
HH1204902,BE,2
HH1204903,BE,2
HH1204904,BE,2
HH1204905,BE,2
HH1204906,BE,3
HH1204907,BE,2
HH1204908,BE,2
HH1205001,BE,1
HH1205101,BE,1
HH1205102,BE,1
HH1205103,BE,1
HH1205104,BE,1
HH1205105,BE,1
HH1205106,BE,1
HH1205107,BE,1
HH1205108,BE,1
HH1205201,BE,2
HH1205202,BE,2
HH1205203,BE,2
HH1205205,BE,3
HH1205207,BE,2
HH1205208,BE,2
HH1205301,BE,1
HH1205302,BE,1
HH1205303,BE,1
HH1205304,BE,1
HH1205305,BE,1
HH1205306,BE,1
HH1205307,BE,1
HH1205308,BE,1
HH1205401,BE,2
HH1205402,BE,2
HH1205403,BE,2
HH1205404,BE,2
HH1205405,BE,2
HH1205501,BE,2
HH1205502,BE,2
HH1205503,BE,2
HH1205505,BE,2
HH1205506,BE,2
HH1205507,BE,2
HH1205508,BE,2
HH1205601,BE,5
HH1205701,BE,3
HH1205702,BE,3
HH1205703,BE,3
HH1205704,BE,3
HH1205706,BE,3
HH1205707,BE,3
HH1205708,BE,3
HH1205801,BE,1
HH1205802,BE,1
HH1205803,BE,1
HH1205804,BE,1
HH1205805,BE,1
HH1205806,BE,1
HH1205807,BE,1
HH1205808,BE,1
HH1205901,BE,1
HH1205902,BE,1
HH1205903,BE,1
HH1205904,BE,1
HH1205905,BE,1
HH1205906,BE,1
HH1205907,BE,1
HH1205908,BE,1
HH1206001,BE,1
HH1206002,BE,1
HH1206003,BE,1
HH1206004,BE,1
HH1206007,BE,1
HH1206008,BE,1
HH1206101,BE,2
HH1206102,BE,2
HH1206103,BE,2
HH1206104,BE,2
HH1206105,BE,2
HH1206106,BE,2
HH1206107,BE,2
HH1206108,BE,2
HH1206201,BE,2
HH1206202,BE,2
HH1206203,BE,2
HH1206204,BE,2
HH1206205,BE,2
HH1206206,BE,2
HH1206207,BE,2
HH1206208,BE,2
HH1206301,BE,3
HH1206401,BE,5
HH1206402,BE,4
HH1206403,BE,4
HH1206404,BE,4
HH1206405,BE,4
HH1206406,BE,4
HH1206407,BE,5
HH1206408,BE,3
HH1206501,BE,3
HH1206502,BE,3
HH1206503,BE,3
HH1206504,BE,3
HH1206505,BE,3
HH1206506,BE,3
HH1206507,BE,3
HH1206601,BE,1
HH1206602,BE,1
HH1206603,BE,1
HH1206605,BE,1
HH1206701,BE,3
HH1206702,BE,3
HH1206703,BE,3
HH1206704,BE,3
HH1206705,BE,3
HH1206706,BE,3
HH1206707,BE,3
HH1206708,BE,3
HH1206801,BE,3
HH1206802,BE,2
HH1206803,BE,2
HH1206804,BE,2
HH1206805,BE,2
HH1206806,BE,2
HH1206808,BE,2
HH1206901,BE,3
HH1206902,BE,3
HH1206903,BE,3
HH1206904,BE,3
HH1206905,BE,3
HH1206906,BE,3
HH1206907,BE,3
HH1206908,BE,3
HH1207001,BE,2
HH1207002,BE,3
HH1207003,BE,2
HH1207004,BE,2
HH1207005,BE,2
HH1207006,BE,2
HH1207007,BE,2
HH1207101,BE,4
HH1207102,BE,3
HH1207103,BE,4
HH1207104,BE,3
HH1207105,BE,4
HH1207106,BE,3
HH1207107,BE,3
HH1207108,BE,3
HH1207201,BE,2
HH1207301,BE,1
HH1207302,BE,1
HH1207303,BE,2
HH1207304,BE,1
HH1207305,BE,1
HH1207306,BE,1
HH1207307,BE,2
HH1207308,BE,1
HH1207401,BE,1
HH1207402,BE,1
HH1207403,BE,1
HH1207404,BE,1
HH1207405,BE,1
HH1207406,BE,1
HH1207407,BE,1
HH1207408,BE,1
HH1207501,BE,2
HH1207502,BE,2
HH1207503,BE,2
HH1207504,BE,2
HH1207505,BE,2
HH1207506,BE,2
HH1207507,BE,2
HH1207508,BE,2
HH1207601,BE,2
HH1207602,BE,2
HH1207603,BE,2
HH1207604,BE,2
HH1207605,BE,2
HH1207606,BE,2
HH1207607,BE,2
HH1207608,BE,2
HH1207701,BE,3
HH1207702,BE,3
HH1207703,BE,3
HH1207704,BE,3
HH1207705,BE,3
HH1207706,BE,3
HH1207707,BE,4
HH1207708,BE,3
HH1207801,BE,1
HH1207802,BE,1
HH1207803,BE,1
HH1207804,BE,1
HH1207805,BE,1
HH1207806,BE,1
HH1207807,BE,1
HH1207808,BE,1
HH1207901,BE,1
HH1207902,BE,1
HH1207903,BE,1
HH1207904,BE,1
HH1207905,BE,1
HH1207906,BE,1
HH1207907,BE,1
HH1207908,BE,1
HH1208001,BE,2
HH1208002,BE,2
HH1208003,BE,2
HH1208004,BE,2
HH1208005,BE,2
HH1208006,BE,2
HH1208007,BE,2
HH1208008,BE,2
HH1208101,BE,2
HH1208102,BE,2
HH1208103,BE,2
HH1208104,BE,1
HH1208105,BE,2
HH1208106,BE,1
HH1208107,BE,2
HH1208108,BE,2
HH1208201,BE,2
HH1208202,BE,2
HH1208203,BE,2
HH1208206,BE,1
HH1208207,BE,2
HH1208301,BE,4
HH1208302,BE,3
HH1208303,BE,3
HH1208304,BE,3
HH1208305,BE,3
HH1208306,BE,3
HH1208307,BE,3
HH1208308,BE,3
HH1208401,BE,5
HH1208402,BE,5
HH1208406,BE,5
HH1208501,BE,1
HH1208502,BE,3
HH1208503,BE,1
HH1208504,BE,1
HH1208505,BE,1
HH1208506,BE,1
HH1208507,BE,1
HH1208508,BE,1
HH1208601,BE,2
HH1208701,BE,5
HH1208702,BE,4
HH1208703,BE,4
HH1208706,BE,4
HH1208708,BE,4
HH1208801,BE,1
HH1208802,BE,1
HH1208803,BE,1
HH1208804,BE,1
HH1208805,BE,2
HH1208807,BE,1
HH1208808,BE,1
HH1208901,BE,2
HH1208902,BE,2
HH1208903,BE,2
HH1208904,BE,2
HH1208905,BE,2
HH1208906,BE,2
HH1208907,BE,2
HH1208908,BE,2
HH1209001,BE,2
HH1209002,BE,3
HH1209003,BE,3
HH1209004,BE,2
HH1209005,BE,2
HH1209006,BE,2
HH1209007,BE,2
HH1209008,BE,2
HH1209101,BE,5
HH1209102,BE,6
HH1209103,BE,5
HH1209104,BE,5
HH1209105,BE,5
HH1209106,BE,5
HH1209107,BE,5
HH1209201,BE,1
HH1209202,BE,1
HH1209203,BE,1
HH1209204,BE,1
HH1209205,BE,1
HH1209206,BE,1
HH1209208,BE,1
HH1209301,BE,2
HH1209302,BE,1
HH1209303,BE,1
HH1209304,BE,1
HH1209305,BE,1
HH1209306,BE,1
HH1209307,BE,1
HH1209308,BE,1
HH1209401,BE,5
HH1209402,BE,4
HH1209403,BE,5
HH1209404,BE,4
HH1209405,BE,3
HH1209406,BE,3
HH1209407,BE,3
HH1209408,BE,3
HH1209501,BE,2
HH1209502,BE,2
HH1209503,BE,2
HH1209504,BE,2
HH1209505,BE,2
HH1209506,BE,2
HH1209507,BE,2
HH1209508,BE,2
HH1209601,BE,1
HH1209602,BE,1
HH1209603,BE,1
HH1209604,BE,1
HH1209605,BE,1
HH1209606,BE,1
HH1209701,BE,2
HH1209801,BE,2
HH1209802,BE,2
HH1209803,BE,2
HH1209804,BE,2
HH1209805,BE,2
HH1209806,BE,2
HH1209807,BE,3
HH1209808,BE,2
HH1209901,BE,3
HH1209902,BE,2
HH1209903,BE,2
HH1209904,BE,2
HH1209906,BE,2
HH1210001,BE,4
HH1210002,BE,3
HH1210003,BE,4
HH1210004,BE,3
HH1210005,BE,3
