"cont_id","cnt_relation","cnt_hospital","collection_period"
"1522_outbreak_1",1,FALSE,"outbreak"
"1522_outbreak_2",1,FALSE,"outbreak"
"1523_baseline_1",NA,NA,"baseline"
"1523_baseline_10",NA,NA,"baseline"
"1523_baseline_11",NA,NA,"baseline"
"1523_baseline_12",NA,NA,"baseline"
"1523_baseline_13",NA,NA,"baseline"
"1523_baseline_14",NA,NA,"baseline"
"1523_baseline_15",NA,NA,"baseline"
"1523_baseline_16",NA,NA,"baseline"
"1523_baseline_17",NA,NA,"baseline"
"1523_baseline_18",NA,NA,"baseline"
"1523_baseline_19",NA,NA,"baseline"
"1523_baseline_2",NA,NA,"baseline"
"1523_baseline_20",NA,NA,"baseline"
"1523_baseline_3",NA,NA,"baseline"
"1523_baseline_4",NA,NA,"baseline"
"1523_baseline_5",NA,NA,"baseline"
"1523_baseline_6",NA,NA,"baseline"
"1523_baseline_7",NA,NA,"baseline"
"1523_baseline_8",NA,NA,"baseline"
"1523_baseline_9",NA,NA,"baseline"
"1523_outbreak_1",3,FALSE,"outbreak"
"1524_baseline_1",NA,NA,"baseline"
"1524_outbreak_1",1,FALSE,"outbreak"
"1525_baseline_1",NA,NA,"baseline"
"1525_outbreak_1",1,FALSE,"outbreak"
"1526_baseline_1",NA,NA,"baseline"
"1526_baseline_10",NA,NA,"baseline"
"1526_baseline_11",NA,NA,"baseline"
"1526_baseline_12",NA,NA,"baseline"
"1526_baseline_13",NA,NA,"baseline"
"1526_baseline_14",NA,NA,"baseline"
"1526_baseline_15",NA,NA,"baseline"
"1526_baseline_16",NA,NA,"baseline"
"1526_baseline_17",NA,NA,"baseline"
"1526_baseline_18",NA,NA,"baseline"
"1526_baseline_19",NA,NA,"baseline"
"1526_baseline_2",NA,NA,"baseline"
"1526_baseline_20",NA,NA,"baseline"
"1526_baseline_21",NA,NA,"baseline"
"1526_baseline_22",NA,NA,"baseline"
"1526_baseline_23",NA,NA,"baseline"
"1526_baseline_24",NA,NA,"baseline"
"1526_baseline_25",NA,NA,"baseline"
"1526_baseline_26",NA,NA,"baseline"
"1526_baseline_27",NA,NA,"baseline"
"1526_baseline_28",NA,NA,"baseline"
"1526_baseline_29",NA,NA,"baseline"
"1526_baseline_3",NA,NA,"baseline"
"1526_baseline_30",NA,NA,"baseline"
"1526_baseline_31",NA,NA,"baseline"
"1526_baseline_32",NA,NA,"baseline"
"1526_baseline_33",NA,NA,"baseline"
"1526_baseline_34",NA,NA,"baseline"
"1526_baseline_35",NA,NA,"baseline"
"1526_baseline_36",NA,NA,"baseline"
"1526_baseline_37",NA,NA,"baseline"
"1526_baseline_38",NA,NA,"baseline"
"1526_baseline_39",NA,NA,"baseline"
"1526_baseline_4",NA,NA,"baseline"
"1526_baseline_40",NA,NA,"baseline"
"1526_baseline_5",NA,NA,"baseline"
"1526_baseline_6",NA,NA,"baseline"
"1526_baseline_7",NA,NA,"baseline"
"1526_baseline_8",NA,NA,"baseline"
"1526_baseline_9",NA,NA,"baseline"
"1526_outbreak_1",1,FALSE,"outbreak"
"1526_outbreak_2",1,FALSE,"outbreak"
"1527_baseline_1",NA,NA,"baseline"
"1527_baseline_2",NA,NA,"baseline"
"1527_baseline_3",NA,NA,"baseline"
"1527_baseline_4",NA,NA,"baseline"
"1527_baseline_5",NA,NA,"baseline"
"1527_baseline_6",NA,NA,"baseline"
"1527_outbreak_1",3,FALSE,"outbreak"
"1528_baseline_1",NA,NA,"baseline"
"1528_baseline_2",NA,NA,"baseline"
"1528_baseline_3",NA,NA,"baseline"
"1528_outbreak_1",1,FALSE,"outbreak"
"1528_outbreak_2",1,NA,"outbreak"
"1529_baseline_1",NA,NA,"baseline"
"1529_baseline_10",NA,NA,"baseline"
"1529_baseline_11",NA,NA,"baseline"
"1529_baseline_2",NA,NA,"baseline"
"1529_baseline_3",NA,NA,"baseline"
"1529_baseline_4",NA,NA,"baseline"
"1529_baseline_5",NA,NA,"baseline"
"1529_baseline_6",NA,NA,"baseline"
"1529_baseline_7",NA,NA,"baseline"
"1529_baseline_8",NA,NA,"baseline"
"1529_baseline_9",NA,NA,"baseline"
"1529_outbreak_1",1,FALSE,"outbreak"
"1529_outbreak_2",1,FALSE,"outbreak"
"1529_outbreak_3",1,FALSE,"outbreak"
"1530_baseline_1",NA,NA,"baseline"
"1530_baseline_2",NA,NA,"baseline"
"1530_baseline_3",NA,NA,"baseline"
"1530_baseline_4",NA,NA,"baseline"
"1530_baseline_5",NA,NA,"baseline"
"1530_outbreak_1",1,FALSE,"outbreak"
"1531_baseline_1",NA,NA,"baseline"
"1531_baseline_10",NA,NA,"baseline"
"1531_baseline_2",NA,NA,"baseline"
"1531_baseline_3",NA,NA,"baseline"
"1531_baseline_4",NA,NA,"baseline"
"1531_baseline_5",NA,NA,"baseline"
"1531_baseline_6",NA,NA,"baseline"
"1531_baseline_7",NA,NA,"baseline"
"1531_baseline_8",NA,NA,"baseline"
"1531_baseline_9",NA,NA,"baseline"
"1531_outbreak_1",1,FALSE,"outbreak"
"1531_outbreak_2",1,FALSE,"outbreak"
"1532_baseline_1",NA,NA,"baseline"
"1532_baseline_10",NA,NA,"baseline"
"1532_baseline_100",NA,NA,"baseline"
"1532_baseline_11",NA,NA,"baseline"
"1532_baseline_12",NA,NA,"baseline"
"1532_baseline_13",NA,NA,"baseline"
"1532_baseline_14",NA,NA,"baseline"
"1532_baseline_15",NA,NA,"baseline"
"1532_baseline_16",NA,NA,"baseline"
"1532_baseline_17",NA,NA,"baseline"
"1532_baseline_18",NA,NA,"baseline"
"1532_baseline_19",NA,NA,"baseline"
"1532_baseline_2",NA,NA,"baseline"
"1532_baseline_20",NA,NA,"baseline"
"1532_baseline_21",NA,NA,"baseline"
"1532_baseline_22",NA,NA,"baseline"
"1532_baseline_23",NA,NA,"baseline"
"1532_baseline_24",NA,NA,"baseline"
"1532_baseline_25",NA,NA,"baseline"
"1532_baseline_26",NA,NA,"baseline"
"1532_baseline_27",NA,NA,"baseline"
"1532_baseline_28",NA,NA,"baseline"
"1532_baseline_29",NA,NA,"baseline"
"1532_baseline_3",NA,NA,"baseline"
"1532_baseline_30",NA,NA,"baseline"
"1532_baseline_31",NA,NA,"baseline"
"1532_baseline_32",NA,NA,"baseline"
"1532_baseline_33",NA,NA,"baseline"
"1532_baseline_34",NA,NA,"baseline"
"1532_baseline_35",NA,NA,"baseline"
"1532_baseline_36",NA,NA,"baseline"
"1532_baseline_37",NA,NA,"baseline"
"1532_baseline_38",NA,NA,"baseline"
"1532_baseline_39",NA,NA,"baseline"
"1532_baseline_4",NA,NA,"baseline"
"1532_baseline_40",NA,NA,"baseline"
"1532_baseline_41",NA,NA,"baseline"
"1532_baseline_42",NA,NA,"baseline"
"1532_baseline_43",NA,NA,"baseline"
"1532_baseline_44",NA,NA,"baseline"
"1532_baseline_45",NA,NA,"baseline"
"1532_baseline_46",NA,NA,"baseline"
"1532_baseline_47",NA,NA,"baseline"
"1532_baseline_48",NA,NA,"baseline"
"1532_baseline_49",NA,NA,"baseline"
"1532_baseline_5",NA,NA,"baseline"
"1532_baseline_50",NA,NA,"baseline"
"1532_baseline_51",NA,NA,"baseline"
"1532_baseline_52",NA,NA,"baseline"
"1532_baseline_53",NA,NA,"baseline"
"1532_baseline_54",NA,NA,"baseline"
"1532_baseline_55",NA,NA,"baseline"
"1532_baseline_56",NA,NA,"baseline"
"1532_baseline_57",NA,NA,"baseline"
"1532_baseline_58",NA,NA,"baseline"
"1532_baseline_59",NA,NA,"baseline"
"1532_baseline_6",NA,NA,"baseline"
"1532_baseline_60",NA,NA,"baseline"
"1532_baseline_61",NA,NA,"baseline"
"1532_baseline_62",NA,NA,"baseline"
"1532_baseline_63",NA,NA,"baseline"
"1532_baseline_64",NA,NA,"baseline"
"1532_baseline_65",NA,NA,"baseline"
"1532_baseline_66",NA,NA,"baseline"
"1532_baseline_67",NA,NA,"baseline"
"1532_baseline_68",NA,NA,"baseline"
"1532_baseline_69",NA,NA,"baseline"
"1532_baseline_7",NA,NA,"baseline"
"1532_baseline_70",NA,NA,"baseline"
"1532_baseline_71",NA,NA,"baseline"
"1532_baseline_72",NA,NA,"baseline"
"1532_baseline_73",NA,NA,"baseline"
"1532_baseline_74",NA,NA,"baseline"
"1532_baseline_75",NA,NA,"baseline"
"1532_baseline_76",NA,NA,"baseline"
"1532_baseline_77",NA,NA,"baseline"
"1532_baseline_78",NA,NA,"baseline"
"1532_baseline_79",NA,NA,"baseline"
"1532_baseline_8",NA,NA,"baseline"
"1532_baseline_80",NA,NA,"baseline"
"1532_baseline_81",NA,NA,"baseline"
"1532_baseline_82",NA,NA,"baseline"
"1532_baseline_83",NA,NA,"baseline"
"1532_baseline_84",NA,NA,"baseline"
"1532_baseline_85",NA,NA,"baseline"
"1532_baseline_86",NA,NA,"baseline"
"1532_baseline_87",NA,NA,"baseline"
"1532_baseline_88",NA,NA,"baseline"
"1532_baseline_89",NA,NA,"baseline"
"1532_baseline_9",NA,NA,"baseline"
"1532_baseline_90",NA,NA,"baseline"
"1532_baseline_91",NA,NA,"baseline"
"1532_baseline_92",NA,NA,"baseline"
"1532_baseline_93",NA,NA,"baseline"
"1532_baseline_94",NA,NA,"baseline"
"1532_baseline_95",NA,NA,"baseline"
"1532_baseline_96",NA,NA,"baseline"
"1532_baseline_97",NA,NA,"baseline"
"1532_baseline_98",NA,NA,"baseline"
"1532_baseline_99",NA,NA,"baseline"
"1533_baseline_1",NA,NA,"baseline"
"1533_baseline_10",NA,NA,"baseline"
"1533_baseline_11",NA,NA,"baseline"
"1533_baseline_12",NA,NA,"baseline"
"1533_baseline_13",NA,NA,"baseline"
"1533_baseline_14",NA,NA,"baseline"
"1533_baseline_15",NA,NA,"baseline"
"1533_baseline_16",NA,NA,"baseline"
"1533_baseline_17",NA,NA,"baseline"
"1533_baseline_18",NA,NA,"baseline"
"1533_baseline_19",NA,NA,"baseline"
"1533_baseline_2",NA,NA,"baseline"
"1533_baseline_20",NA,NA,"baseline"
"1533_baseline_3",NA,NA,"baseline"
"1533_baseline_4",NA,NA,"baseline"
"1533_baseline_5",NA,NA,"baseline"
"1533_baseline_6",NA,NA,"baseline"
"1533_baseline_7",NA,NA,"baseline"
"1533_baseline_8",NA,NA,"baseline"
"1533_baseline_9",NA,NA,"baseline"
"1533_outbreak_1",1,FALSE,"outbreak"
"1533_outbreak_2",1,FALSE,"outbreak"
"1534_baseline_1",NA,NA,"baseline"
"1534_baseline_10",NA,NA,"baseline"
"1534_baseline_11",NA,NA,"baseline"
"1534_baseline_2",NA,NA,"baseline"
"1534_baseline_3",NA,NA,"baseline"
"1534_baseline_4",NA,NA,"baseline"
"1534_baseline_5",NA,NA,"baseline"
"1534_baseline_6",NA,NA,"baseline"
"1534_baseline_7",NA,NA,"baseline"
"1534_baseline_8",NA,NA,"baseline"
"1534_baseline_9",NA,NA,"baseline"
"1534_outbreak_1",1,FALSE,"outbreak"
"1535_baseline_1",NA,NA,"baseline"
"1535_baseline_10",NA,NA,"baseline"
"1535_baseline_11",NA,NA,"baseline"
"1535_baseline_12",NA,NA,"baseline"
"1535_baseline_13",NA,NA,"baseline"
"1535_baseline_14",NA,NA,"baseline"
"1535_baseline_15",NA,NA,"baseline"
"1535_baseline_16",NA,NA,"baseline"
"1535_baseline_17",NA,NA,"baseline"
"1535_baseline_18",NA,NA,"baseline"
"1535_baseline_19",NA,NA,"baseline"
"1535_baseline_2",NA,NA,"baseline"
"1535_baseline_20",NA,NA,"baseline"
"1535_baseline_21",NA,NA,"baseline"
"1535_baseline_22",NA,NA,"baseline"
"1535_baseline_3",NA,NA,"baseline"
"1535_baseline_4",NA,NA,"baseline"
"1535_baseline_5",NA,NA,"baseline"
"1535_baseline_6",NA,NA,"baseline"
"1535_baseline_7",NA,NA,"baseline"
"1535_baseline_8",NA,NA,"baseline"
"1535_baseline_9",NA,NA,"baseline"
"1535_outbreak_1",1,FALSE,"outbreak"
"1536_baseline_1",NA,NA,"baseline"
"1536_baseline_10",NA,NA,"baseline"
"1536_baseline_11",NA,NA,"baseline"
"1536_baseline_12",NA,NA,"baseline"
"1536_baseline_2",NA,NA,"baseline"
"1536_baseline_3",NA,NA,"baseline"
"1536_baseline_4",NA,NA,"baseline"
"1536_baseline_5",NA,NA,"baseline"
"1536_baseline_6",NA,NA,"baseline"
"1536_baseline_7",NA,NA,"baseline"
"1536_baseline_8",NA,NA,"baseline"
"1536_baseline_9",NA,NA,"baseline"
"1536_outbreak_1",1,FALSE,"outbreak"
"1537_baseline_1",NA,NA,"baseline"
"1537_baseline_2",NA,NA,"baseline"
"1537_baseline_3",NA,NA,"baseline"
"1538_baseline_1",NA,NA,"baseline"
"1538_baseline_10",NA,NA,"baseline"
"1538_baseline_11",NA,NA,"baseline"
"1538_baseline_12",NA,NA,"baseline"
"1538_baseline_13",NA,NA,"baseline"
"1538_baseline_14",NA,NA,"baseline"
"1538_baseline_15",NA,NA,"baseline"
"1538_baseline_16",NA,NA,"baseline"
"1538_baseline_17",NA,NA,"baseline"
"1538_baseline_18",NA,NA,"baseline"
"1538_baseline_19",NA,NA,"baseline"
"1538_baseline_2",NA,NA,"baseline"
"1538_baseline_20",NA,NA,"baseline"
"1538_baseline_21",NA,NA,"baseline"
"1538_baseline_22",NA,NA,"baseline"
"1538_baseline_23",NA,NA,"baseline"
"1538_baseline_24",NA,NA,"baseline"
"1538_baseline_25",NA,NA,"baseline"
"1538_baseline_26",NA,NA,"baseline"
"1538_baseline_27",NA,NA,"baseline"
"1538_baseline_28",NA,NA,"baseline"
"1538_baseline_29",NA,NA,"baseline"
"1538_baseline_3",NA,NA,"baseline"
"1538_baseline_30",NA,NA,"baseline"
"1538_baseline_31",NA,NA,"baseline"
"1538_baseline_32",NA,NA,"baseline"
"1538_baseline_33",NA,NA,"baseline"
"1538_baseline_34",NA,NA,"baseline"
"1538_baseline_35",NA,NA,"baseline"
"1538_baseline_36",NA,NA,"baseline"
"1538_baseline_37",NA,NA,"baseline"
"1538_baseline_38",NA,NA,"baseline"
"1538_baseline_39",NA,NA,"baseline"
"1538_baseline_4",NA,NA,"baseline"
"1538_baseline_40",NA,NA,"baseline"
"1538_baseline_5",NA,NA,"baseline"
"1538_baseline_6",NA,NA,"baseline"
"1538_baseline_7",NA,NA,"baseline"
"1538_baseline_8",NA,NA,"baseline"
"1538_baseline_9",NA,NA,"baseline"
"1538_outbreak_1",1,FALSE,"outbreak"
"1538_outbreak_2",1,FALSE,"outbreak"
"1538_outbreak_3",1,FALSE,"outbreak"
"1539_baseline_1",NA,NA,"baseline"
"1539_baseline_2",NA,NA,"baseline"
"1539_outbreak_1",3,FALSE,"outbreak"
"1540_baseline_1",NA,NA,"baseline"
"1540_baseline_10",NA,NA,"baseline"
"1540_baseline_11",NA,NA,"baseline"
"1540_baseline_12",NA,NA,"baseline"
"1540_baseline_13",NA,NA,"baseline"
"1540_baseline_14",NA,NA,"baseline"
"1540_baseline_15",NA,NA,"baseline"
"1540_baseline_16",NA,NA,"baseline"
"1540_baseline_17",NA,NA,"baseline"
"1540_baseline_18",NA,NA,"baseline"
"1540_baseline_19",NA,NA,"baseline"
"1540_baseline_2",NA,NA,"baseline"
"1540_baseline_20",NA,NA,"baseline"
"1540_baseline_21",NA,NA,"baseline"
"1540_baseline_22",NA,NA,"baseline"
"1540_baseline_23",NA,NA,"baseline"
"1540_baseline_24",NA,NA,"baseline"
"1540_baseline_25",NA,NA,"baseline"
"1540_baseline_26",NA,NA,"baseline"
"1540_baseline_27",NA,NA,"baseline"
"1540_baseline_28",NA,NA,"baseline"
"1540_baseline_29",NA,NA,"baseline"
"1540_baseline_3",NA,NA,"baseline"
"1540_baseline_30",NA,NA,"baseline"
"1540_baseline_31",NA,NA,"baseline"
"1540_baseline_32",NA,NA,"baseline"
"1540_baseline_33",NA,NA,"baseline"
"1540_baseline_34",NA,NA,"baseline"
"1540_baseline_35",NA,NA,"baseline"
"1540_baseline_36",NA,NA,"baseline"
"1540_baseline_37",NA,NA,"baseline"
"1540_baseline_38",NA,NA,"baseline"
"1540_baseline_39",NA,NA,"baseline"
"1540_baseline_4",NA,NA,"baseline"
"1540_baseline_40",NA,NA,"baseline"
"1540_baseline_41",NA,NA,"baseline"
"1540_baseline_42",NA,NA,"baseline"
"1540_baseline_43",NA,NA,"baseline"
"1540_baseline_44",NA,NA,"baseline"
"1540_baseline_45",NA,NA,"baseline"
"1540_baseline_46",NA,NA,"baseline"
"1540_baseline_47",NA,NA,"baseline"
"1540_baseline_48",NA,NA,"baseline"
"1540_baseline_49",NA,NA,"baseline"
"1540_baseline_5",NA,NA,"baseline"
"1540_baseline_50",NA,NA,"baseline"
"1540_baseline_51",NA,NA,"baseline"
"1540_baseline_52",NA,NA,"baseline"
"1540_baseline_53",NA,NA,"baseline"
"1540_baseline_54",NA,NA,"baseline"
"1540_baseline_55",NA,NA,"baseline"
"1540_baseline_56",NA,NA,"baseline"
"1540_baseline_57",NA,NA,"baseline"
"1540_baseline_58",NA,NA,"baseline"
"1540_baseline_59",NA,NA,"baseline"
"1540_baseline_6",NA,NA,"baseline"
"1540_baseline_60",NA,NA,"baseline"
"1540_baseline_61",NA,NA,"baseline"
"1540_baseline_62",NA,NA,"baseline"
"1540_baseline_63",NA,NA,"baseline"
"1540_baseline_64",NA,NA,"baseline"
"1540_baseline_65",NA,NA,"baseline"
"1540_baseline_66",NA,NA,"baseline"
"1540_baseline_67",NA,NA,"baseline"
"1540_baseline_68",NA,NA,"baseline"
"1540_baseline_69",NA,NA,"baseline"
"1540_baseline_7",NA,NA,"baseline"
"1540_baseline_70",NA,NA,"baseline"
"1540_baseline_8",NA,NA,"baseline"
"1540_baseline_9",NA,NA,"baseline"
"1540_outbreak_1",1,FALSE,"outbreak"
"1541_baseline_1",NA,NA,"baseline"
"1541_baseline_2",NA,NA,"baseline"
"1541_outbreak_1",1,FALSE,"outbreak"
"1541_outbreak_2",1,FALSE,"outbreak"
"1542_baseline_1",NA,NA,"baseline"
"1542_baseline_2",NA,NA,"baseline"
"1542_baseline_3",NA,NA,"baseline"
"1542_baseline_4",NA,NA,"baseline"
"1542_baseline_5",NA,NA,"baseline"
"1542_baseline_6",NA,NA,"baseline"
"1542_baseline_7",NA,NA,"baseline"
"1542_baseline_8",NA,NA,"baseline"
"1542_outbreak_1",1,FALSE,"outbreak"
"1543_baseline_1",NA,NA,"baseline"
"1543_baseline_2",NA,NA,"baseline"
"1543_baseline_3",NA,NA,"baseline"
"1543_outbreak_1",1,FALSE,"outbreak"
"1543_outbreak_2",1,FALSE,"outbreak"
"1544_baseline_1",NA,NA,"baseline"
"1544_baseline_2",NA,NA,"baseline"
"1544_outbreak_1",1,FALSE,"outbreak"
"1544_outbreak_2",1,FALSE,"outbreak"
"1546_baseline_1",NA,NA,"baseline"
"1546_baseline_10",NA,NA,"baseline"
"1546_baseline_11",NA,NA,"baseline"
"1546_baseline_12",NA,NA,"baseline"
"1546_baseline_2",NA,NA,"baseline"
"1546_baseline_3",NA,NA,"baseline"
"1546_baseline_4",NA,NA,"baseline"
"1546_baseline_5",NA,NA,"baseline"
"1546_baseline_6",NA,NA,"baseline"
"1546_baseline_7",NA,NA,"baseline"
"1546_baseline_8",NA,NA,"baseline"
"1546_baseline_9",NA,NA,"baseline"
"1546_outbreak_1",1,FALSE,"outbreak"
"1546_outbreak_2",1,FALSE,"outbreak"
"1547_outbreak_1",1,FALSE,"outbreak"
"1547_outbreak_2",1,FALSE,"outbreak"
"1547_outbreak_3",1,FALSE,"outbreak"
"1547_outbreak_4",1,FALSE,"outbreak"
"1549_baseline_1",NA,NA,"baseline"
"1549_baseline_10",NA,NA,"baseline"
"1549_baseline_11",NA,NA,"baseline"
"1549_baseline_12",NA,NA,"baseline"
"1549_baseline_13",NA,NA,"baseline"
"1549_baseline_14",NA,NA,"baseline"
"1549_baseline_15",NA,NA,"baseline"
"1549_baseline_16",NA,NA,"baseline"
"1549_baseline_17",NA,NA,"baseline"
"1549_baseline_18",NA,NA,"baseline"
"1549_baseline_19",NA,NA,"baseline"
"1549_baseline_2",NA,NA,"baseline"
"1549_baseline_20",NA,NA,"baseline"
"1549_baseline_21",NA,NA,"baseline"
"1549_baseline_22",NA,NA,"baseline"
"1549_baseline_23",NA,NA,"baseline"
"1549_baseline_24",NA,NA,"baseline"
"1549_baseline_25",NA,NA,"baseline"
"1549_baseline_26",NA,NA,"baseline"
"1549_baseline_27",NA,NA,"baseline"
"1549_baseline_28",NA,NA,"baseline"
"1549_baseline_29",NA,NA,"baseline"
"1549_baseline_3",NA,NA,"baseline"
"1549_baseline_30",NA,NA,"baseline"
"1549_baseline_4",NA,NA,"baseline"
"1549_baseline_5",NA,NA,"baseline"
"1549_baseline_6",NA,NA,"baseline"
"1549_baseline_7",NA,NA,"baseline"
"1549_baseline_8",NA,NA,"baseline"
"1549_baseline_9",NA,NA,"baseline"
"1549_outbreak_1",1,FALSE,"outbreak"
"1550_baseline_1",NA,NA,"baseline"
"1550_baseline_2",NA,NA,"baseline"
"1550_outbreak_1",1,FALSE,"outbreak"
"1550_outbreak_2",1,FALSE,"outbreak"
"1551_baseline_1",NA,NA,"baseline"
"1551_baseline_10",NA,NA,"baseline"
"1551_baseline_11",NA,NA,"baseline"
"1551_baseline_12",NA,NA,"baseline"
"1551_baseline_2",NA,NA,"baseline"
"1551_baseline_3",NA,NA,"baseline"
"1551_baseline_4",NA,NA,"baseline"
"1551_baseline_5",NA,NA,"baseline"
"1551_baseline_6",NA,NA,"baseline"
"1551_baseline_7",NA,NA,"baseline"
"1551_baseline_8",NA,NA,"baseline"
"1551_baseline_9",NA,NA,"baseline"
"1551_outbreak_1",1,FALSE,"outbreak"
"1551_outbreak_2",1,FALSE,"outbreak"
"1552_baseline_1",NA,NA,"baseline"
"1552_baseline_10",NA,NA,"baseline"
"1552_baseline_2",NA,NA,"baseline"
"1552_baseline_3",NA,NA,"baseline"
"1552_baseline_4",NA,NA,"baseline"
"1552_baseline_5",NA,NA,"baseline"
"1552_baseline_6",NA,NA,"baseline"
"1552_baseline_7",NA,NA,"baseline"
"1552_baseline_8",NA,NA,"baseline"
"1552_baseline_9",NA,NA,"baseline"
"1552_outbreak_1",1,FALSE,"outbreak"
"1552_outbreak_2",1,FALSE,"outbreak"
"1553_baseline_1",NA,NA,"baseline"
"1553_baseline_2",NA,NA,"baseline"
"1553_baseline_3",NA,NA,"baseline"
"1553_outbreak_1",1,FALSE,"outbreak"
"1554_baseline_1",NA,NA,"baseline"
"1554_baseline_10",NA,NA,"baseline"
"1554_baseline_11",NA,NA,"baseline"
"1554_baseline_12",NA,NA,"baseline"
"1554_baseline_13",NA,NA,"baseline"
"1554_baseline_14",NA,NA,"baseline"
"1554_baseline_15",NA,NA,"baseline"
"1554_baseline_16",NA,NA,"baseline"
"1554_baseline_17",NA,NA,"baseline"
"1554_baseline_18",NA,NA,"baseline"
"1554_baseline_19",NA,NA,"baseline"
"1554_baseline_2",NA,NA,"baseline"
"1554_baseline_20",NA,NA,"baseline"
"1554_baseline_21",NA,NA,"baseline"
"1554_baseline_22",NA,NA,"baseline"
"1554_baseline_23",NA,NA,"baseline"
"1554_baseline_24",NA,NA,"baseline"
"1554_baseline_25",NA,NA,"baseline"
"1554_baseline_26",NA,NA,"baseline"
"1554_baseline_27",NA,NA,"baseline"
"1554_baseline_28",NA,NA,"baseline"
"1554_baseline_29",NA,NA,"baseline"
"1554_baseline_3",NA,NA,"baseline"
"1554_baseline_30",NA,NA,"baseline"
"1554_baseline_31",NA,NA,"baseline"
"1554_baseline_32",NA,NA,"baseline"
"1554_baseline_33",NA,NA,"baseline"
"1554_baseline_34",NA,NA,"baseline"
"1554_baseline_35",NA,NA,"baseline"
"1554_baseline_36",NA,NA,"baseline"
"1554_baseline_37",NA,NA,"baseline"
"1554_baseline_38",NA,NA,"baseline"
"1554_baseline_39",NA,NA,"baseline"
"1554_baseline_4",NA,NA,"baseline"
"1554_baseline_40",NA,NA,"baseline"
"1554_baseline_41",NA,NA,"baseline"
"1554_baseline_42",NA,NA,"baseline"
"1554_baseline_43",NA,NA,"baseline"
"1554_baseline_44",NA,NA,"baseline"
"1554_baseline_45",NA,NA,"baseline"
"1554_baseline_46",NA,NA,"baseline"
"1554_baseline_47",NA,NA,"baseline"
"1554_baseline_5",NA,NA,"baseline"
"1554_baseline_6",NA,NA,"baseline"
"1554_baseline_7",NA,NA,"baseline"
"1554_baseline_8",NA,NA,"baseline"
"1554_baseline_9",NA,NA,"baseline"
"1554_outbreak_1",1,FALSE,"outbreak"
"1555_baseline_1",NA,NA,"baseline"
"1555_baseline_2",NA,NA,"baseline"
"1555_baseline_3",NA,NA,"baseline"
"1555_baseline_4",NA,NA,"baseline"
"1555_baseline_5",NA,NA,"baseline"
"1555_outbreak_1",1,FALSE,"outbreak"
"1555_outbreak_2",1,FALSE,"outbreak"
"1556_baseline_1",NA,NA,"baseline"
"1556_baseline_10",NA,NA,"baseline"
"1556_baseline_11",NA,NA,"baseline"
"1556_baseline_12",NA,NA,"baseline"
"1556_baseline_13",NA,NA,"baseline"
"1556_baseline_14",NA,NA,"baseline"
"1556_baseline_15",NA,NA,"baseline"
"1556_baseline_16",NA,NA,"baseline"
"1556_baseline_17",NA,NA,"baseline"
"1556_baseline_18",NA,NA,"baseline"
"1556_baseline_19",NA,NA,"baseline"
"1556_baseline_2",NA,NA,"baseline"
"1556_baseline_20",NA,NA,"baseline"
"1556_baseline_21",NA,NA,"baseline"
"1556_baseline_22",NA,NA,"baseline"
"1556_baseline_23",NA,NA,"baseline"
"1556_baseline_24",NA,NA,"baseline"
"1556_baseline_25",NA,NA,"baseline"
"1556_baseline_26",NA,NA,"baseline"
"1556_baseline_27",NA,NA,"baseline"
"1556_baseline_28",NA,NA,"baseline"
"1556_baseline_29",NA,NA,"baseline"
"1556_baseline_3",NA,NA,"baseline"
"1556_baseline_30",NA,NA,"baseline"
"1556_baseline_31",NA,NA,"baseline"
"1556_baseline_32",NA,NA,"baseline"
"1556_baseline_4",NA,NA,"baseline"
"1556_baseline_5",NA,NA,"baseline"
"1556_baseline_6",NA,NA,"baseline"
"1556_baseline_7",NA,NA,"baseline"
"1556_baseline_8",NA,NA,"baseline"
"1556_baseline_9",NA,NA,"baseline"
"1556_outbreak_1",1,FALSE,"outbreak"
"1556_outbreak_2",1,FALSE,"outbreak"
"1557_baseline_1",NA,NA,"baseline"
"1557_baseline_10",NA,NA,"baseline"
"1557_baseline_2",NA,NA,"baseline"
"1557_baseline_3",NA,NA,"baseline"
"1557_baseline_4",NA,NA,"baseline"
"1557_baseline_5",NA,NA,"baseline"
"1557_baseline_6",NA,NA,"baseline"
"1557_baseline_7",NA,NA,"baseline"
"1557_baseline_8",NA,NA,"baseline"
"1557_baseline_9",NA,NA,"baseline"
"1557_outbreak_1",1,FALSE,"outbreak"
"1557_outbreak_2",1,FALSE,"outbreak"
"1557_outbreak_3",1,FALSE,"outbreak"
"1557_outbreak_4",1,FALSE,"outbreak"
"1558_baseline_1",NA,NA,"baseline"
"1558_baseline_10",NA,NA,"baseline"
"1558_baseline_11",NA,NA,"baseline"
"1558_baseline_12",NA,NA,"baseline"
"1558_baseline_13",NA,NA,"baseline"
"1558_baseline_2",NA,NA,"baseline"
"1558_baseline_3",NA,NA,"baseline"
"1558_baseline_4",NA,NA,"baseline"
"1558_baseline_5",NA,NA,"baseline"
"1558_baseline_6",NA,NA,"baseline"
"1558_baseline_7",NA,NA,"baseline"
"1558_baseline_8",NA,NA,"baseline"
"1558_baseline_9",NA,NA,"baseline"
"1558_outbreak_1",1,FALSE,"outbreak"
"1558_outbreak_2",1,FALSE,"outbreak"
"1559_baseline_1",NA,NA,"baseline"
