"cont_id","cnt_relation","cnt_hospital","collection_period"
"1199_outbreak_1",1,FALSE,"outbreak"
"1199_outbreak_2",1,FALSE,"outbreak"
"1200_baseline_1",NA,NA,"baseline"
"1200_baseline_10",NA,NA,"baseline"
"1200_baseline_2",NA,NA,"baseline"
"1200_baseline_3",NA,NA,"baseline"
"1200_baseline_4",NA,NA,"baseline"
"1200_baseline_5",NA,NA,"baseline"
"1200_baseline_6",NA,NA,"baseline"
"1200_baseline_7",NA,NA,"baseline"
"1200_baseline_8",NA,NA,"baseline"
"1200_baseline_9",NA,NA,"baseline"
"1200_outbreak_1",1,FALSE,"outbreak"
"1200_outbreak_2",1,FALSE,"outbreak"
"1200_outbreak_3",1,FALSE,"outbreak"
"1201_baseline_1",NA,NA,"baseline"
"1201_outbreak_1",1,FALSE,"outbreak"
"1202_baseline_1",NA,NA,"baseline"
"1202_baseline_2",NA,NA,"baseline"
"1202_outbreak_1",1,FALSE,"outbreak"
"1203_baseline_1",NA,NA,"baseline"
"1203_baseline_10",NA,NA,"baseline"
"1203_baseline_11",NA,NA,"baseline"
"1203_baseline_12",NA,NA,"baseline"
"1203_baseline_13",NA,NA,"baseline"
"1203_baseline_14",NA,NA,"baseline"
"1203_baseline_15",NA,NA,"baseline"
"1203_baseline_16",NA,NA,"baseline"
"1203_baseline_17",NA,NA,"baseline"
"1203_baseline_18",NA,NA,"baseline"
"1203_baseline_19",NA,NA,"baseline"
"1203_baseline_2",NA,NA,"baseline"
"1203_baseline_20",NA,NA,"baseline"
"1203_baseline_21",NA,NA,"baseline"
"1203_baseline_22",NA,NA,"baseline"
"1203_baseline_23",NA,NA,"baseline"
"1203_baseline_24",NA,NA,"baseline"
"1203_baseline_25",NA,NA,"baseline"
"1203_baseline_26",NA,NA,"baseline"
"1203_baseline_27",NA,NA,"baseline"
"1203_baseline_28",NA,NA,"baseline"
"1203_baseline_29",NA,NA,"baseline"
"1203_baseline_3",NA,NA,"baseline"
"1203_baseline_30",NA,NA,"baseline"
"1203_baseline_31",NA,NA,"baseline"
"1203_baseline_32",NA,NA,"baseline"
"1203_baseline_33",NA,NA,"baseline"
"1203_baseline_34",NA,NA,"baseline"
"1203_baseline_35",NA,NA,"baseline"
"1203_baseline_36",NA,NA,"baseline"
"1203_baseline_37",NA,NA,"baseline"
"1203_baseline_38",NA,NA,"baseline"
"1203_baseline_39",NA,NA,"baseline"
"1203_baseline_4",NA,NA,"baseline"
"1203_baseline_40",NA,NA,"baseline"
"1203_baseline_41",NA,NA,"baseline"
"1203_baseline_42",NA,NA,"baseline"
"1203_baseline_43",NA,NA,"baseline"
"1203_baseline_44",NA,NA,"baseline"
"1203_baseline_45",NA,NA,"baseline"
"1203_baseline_46",NA,NA,"baseline"
"1203_baseline_47",NA,NA,"baseline"
"1203_baseline_48",NA,NA,"baseline"
"1203_baseline_49",NA,NA,"baseline"
"1203_baseline_5",NA,NA,"baseline"
"1203_baseline_50",NA,NA,"baseline"
"1203_baseline_51",NA,NA,"baseline"
"1203_baseline_52",NA,NA,"baseline"
"1203_baseline_53",NA,NA,"baseline"
"1203_baseline_54",NA,NA,"baseline"
"1203_baseline_55",NA,NA,"baseline"
"1203_baseline_56",NA,NA,"baseline"
"1203_baseline_6",NA,NA,"baseline"
"1203_baseline_7",NA,NA,"baseline"
"1203_baseline_8",NA,NA,"baseline"
"1203_baseline_9",NA,NA,"baseline"
"1203_outbreak_1",1,FALSE,"outbreak"
"1203_outbreak_2",1,FALSE,"outbreak"
"1203_outbreak_3",1,FALSE,"outbreak"
"1204_baseline_1",NA,NA,"baseline"
"1204_baseline_10",NA,NA,"baseline"
"1204_baseline_11",NA,NA,"baseline"
"1204_baseline_12",NA,NA,"baseline"
"1204_baseline_13",NA,NA,"baseline"
"1204_baseline_14",NA,NA,"baseline"
"1204_baseline_15",NA,NA,"baseline"
"1204_baseline_16",NA,NA,"baseline"
"1204_baseline_17",NA,NA,"baseline"
"1204_baseline_18",NA,NA,"baseline"
"1204_baseline_19",NA,NA,"baseline"
"1204_baseline_2",NA,NA,"baseline"
"1204_baseline_20",NA,NA,"baseline"
"1204_baseline_3",NA,NA,"baseline"
"1204_baseline_4",NA,NA,"baseline"
"1204_baseline_5",NA,NA,"baseline"
"1204_baseline_6",NA,NA,"baseline"
"1204_baseline_7",NA,NA,"baseline"
"1204_baseline_8",NA,NA,"baseline"
"1204_baseline_9",NA,NA,"baseline"
"1204_outbreak_1",1,FALSE,"outbreak"
"1205_baseline_1",NA,NA,"baseline"
"1205_baseline_10",NA,NA,"baseline"
"1205_baseline_11",NA,NA,"baseline"
"1205_baseline_12",NA,NA,"baseline"
"1205_baseline_13",NA,NA,"baseline"
"1205_baseline_14",NA,NA,"baseline"
"1205_baseline_15",NA,NA,"baseline"
"1205_baseline_16",NA,NA,"baseline"
"1205_baseline_17",NA,NA,"baseline"
"1205_baseline_18",NA,NA,"baseline"
"1205_baseline_19",NA,NA,"baseline"
"1205_baseline_2",NA,NA,"baseline"
"1205_baseline_20",NA,NA,"baseline"
"1205_baseline_21",NA,NA,"baseline"
"1205_baseline_22",NA,NA,"baseline"
"1205_baseline_23",NA,NA,"baseline"
"1205_baseline_24",NA,NA,"baseline"
"1205_baseline_25",NA,NA,"baseline"
"1205_baseline_26",NA,NA,"baseline"
"1205_baseline_27",NA,NA,"baseline"
"1205_baseline_28",NA,NA,"baseline"
"1205_baseline_29",NA,NA,"baseline"
"1205_baseline_3",NA,NA,"baseline"
"1205_baseline_30",NA,NA,"baseline"
"1205_baseline_31",NA,NA,"baseline"
"1205_baseline_32",NA,NA,"baseline"
"1205_baseline_33",NA,NA,"baseline"
"1205_baseline_34",NA,NA,"baseline"
"1205_baseline_35",NA,NA,"baseline"
"1205_baseline_36",NA,NA,"baseline"
"1205_baseline_37",NA,NA,"baseline"
"1205_baseline_38",NA,NA,"baseline"
"1205_baseline_39",NA,NA,"baseline"
"1205_baseline_4",NA,NA,"baseline"
"1205_baseline_40",NA,NA,"baseline"
"1205_baseline_41",NA,NA,"baseline"
"1205_baseline_42",NA,NA,"baseline"
"1205_baseline_43",NA,NA,"baseline"
"1205_baseline_44",NA,NA,"baseline"
"1205_baseline_45",NA,NA,"baseline"
"1205_baseline_46",NA,NA,"baseline"
"1205_baseline_47",NA,NA,"baseline"
"1205_baseline_48",NA,NA,"baseline"
"1205_baseline_49",NA,NA,"baseline"
"1205_baseline_5",NA,NA,"baseline"
"1205_baseline_50",NA,NA,"baseline"
"1205_baseline_6",NA,NA,"baseline"
"1205_baseline_7",NA,NA,"baseline"
"1205_baseline_8",NA,NA,"baseline"
"1205_baseline_9",NA,NA,"baseline"
"1205_outbreak_1",1,FALSE,"outbreak"
"1205_outbreak_2",1,FALSE,"outbreak"
"1206_baseline_1",NA,NA,"baseline"
"1206_baseline_2",NA,NA,"baseline"
"1206_outbreak_1",1,FALSE,"outbreak"
"1206_outbreak_2",1,FALSE,"outbreak"
"1207_baseline_1",NA,NA,"baseline"
"1207_baseline_2",NA,NA,"baseline"
"1207_baseline_3",NA,NA,"baseline"
"1207_baseline_4",NA,NA,"baseline"
"1207_baseline_5",NA,NA,"baseline"
"1207_baseline_6",NA,NA,"baseline"
"1207_outbreak_1",1,FALSE,"outbreak"
"1208_baseline_1",NA,NA,"baseline"
"1208_baseline_10",NA,NA,"baseline"
"1208_baseline_11",NA,NA,"baseline"
"1208_baseline_12",NA,NA,"baseline"
"1208_baseline_13",NA,NA,"baseline"
"1208_baseline_14",NA,NA,"baseline"
"1208_baseline_15",NA,NA,"baseline"
"1208_baseline_16",NA,NA,"baseline"
"1208_baseline_17",NA,NA,"baseline"
"1208_baseline_18",NA,NA,"baseline"
"1208_baseline_19",NA,NA,"baseline"
"1208_baseline_2",NA,NA,"baseline"
"1208_baseline_20",NA,NA,"baseline"
"1208_baseline_21",NA,NA,"baseline"
"1208_baseline_22",NA,NA,"baseline"
"1208_baseline_23",NA,NA,"baseline"
"1208_baseline_24",NA,NA,"baseline"
"1208_baseline_25",NA,NA,"baseline"
"1208_baseline_26",NA,NA,"baseline"
"1208_baseline_27",NA,NA,"baseline"
"1208_baseline_28",NA,NA,"baseline"
"1208_baseline_29",NA,NA,"baseline"
"1208_baseline_3",NA,NA,"baseline"
"1208_baseline_30",NA,NA,"baseline"
"1208_baseline_31",NA,NA,"baseline"
"1208_baseline_32",NA,NA,"baseline"
"1208_baseline_33",NA,NA,"baseline"
"1208_baseline_34",NA,NA,"baseline"
"1208_baseline_35",NA,NA,"baseline"
"1208_baseline_36",NA,NA,"baseline"
"1208_baseline_37",NA,NA,"baseline"
"1208_baseline_38",NA,NA,"baseline"
"1208_baseline_39",NA,NA,"baseline"
"1208_baseline_4",NA,NA,"baseline"
"1208_baseline_40",NA,NA,"baseline"
"1208_baseline_41",NA,NA,"baseline"
"1208_baseline_42",NA,NA,"baseline"
"1208_baseline_43",NA,NA,"baseline"
"1208_baseline_44",NA,NA,"baseline"
"1208_baseline_45",NA,NA,"baseline"
"1208_baseline_46",NA,NA,"baseline"
"1208_baseline_47",NA,NA,"baseline"
"1208_baseline_48",NA,NA,"baseline"
"1208_baseline_49",NA,NA,"baseline"
"1208_baseline_5",NA,NA,"baseline"
"1208_baseline_50",NA,NA,"baseline"
"1208_baseline_51",NA,NA,"baseline"
"1208_baseline_52",NA,NA,"baseline"
"1208_baseline_53",NA,NA,"baseline"
"1208_baseline_54",NA,NA,"baseline"
"1208_baseline_55",NA,NA,"baseline"
"1208_baseline_56",NA,NA,"baseline"
"1208_baseline_57",NA,NA,"baseline"
"1208_baseline_58",NA,NA,"baseline"
"1208_baseline_59",NA,NA,"baseline"
"1208_baseline_6",NA,NA,"baseline"
"1208_baseline_60",NA,NA,"baseline"
"1208_baseline_7",NA,NA,"baseline"
"1208_baseline_8",NA,NA,"baseline"
"1208_baseline_9",NA,NA,"baseline"
"1208_outbreak_1",1,FALSE,"outbreak"
"1208_outbreak_2",1,FALSE,"outbreak"
"1208_outbreak_3",1,FALSE,"outbreak"
"1208_outbreak_4",1,FALSE,"outbreak"
"1209_baseline_1",NA,NA,"baseline"
"1209_baseline_2",NA,NA,"baseline"
"1209_baseline_3",NA,NA,"baseline"
"1209_baseline_4",NA,NA,"baseline"
"1209_outbreak_1",1,FALSE,"outbreak"
"1210_baseline_1",NA,NA,"baseline"
"1210_baseline_2",NA,NA,"baseline"
"1210_outbreak_1",1,NA,"outbreak"
"1211_baseline_1",NA,NA,"baseline"
"1211_outbreak_1",1,FALSE,"outbreak"
"1211_outbreak_2",1,FALSE,"outbreak"
"1212_baseline_1",NA,NA,"baseline"
"1212_baseline_2",NA,NA,"baseline"
"1212_baseline_3",NA,NA,"baseline"
"1212_baseline_4",NA,NA,"baseline"
"1212_baseline_5",NA,NA,"baseline"
"1212_baseline_6",NA,NA,"baseline"
"1212_outbreak_1",1,FALSE,"outbreak"
"1212_outbreak_2",1,FALSE,"outbreak"
"1212_outbreak_3",1,FALSE,"outbreak"
"1213_baseline_1",NA,NA,"baseline"
"1213_baseline_10",NA,NA,"baseline"
"1213_baseline_11",NA,NA,"baseline"
"1213_baseline_12",NA,NA,"baseline"
"1213_baseline_13",NA,NA,"baseline"
"1213_baseline_14",NA,NA,"baseline"
"1213_baseline_15",NA,NA,"baseline"
"1213_baseline_16",NA,NA,"baseline"
"1213_baseline_17",NA,NA,"baseline"
"1213_baseline_18",NA,NA,"baseline"
"1213_baseline_19",NA,NA,"baseline"
"1213_baseline_2",NA,NA,"baseline"
"1213_baseline_20",NA,NA,"baseline"
"1213_baseline_21",NA,NA,"baseline"
"1213_baseline_22",NA,NA,"baseline"
"1213_baseline_23",NA,NA,"baseline"
"1213_baseline_24",NA,NA,"baseline"
"1213_baseline_25",NA,NA,"baseline"
"1213_baseline_26",NA,NA,"baseline"
"1213_baseline_3",NA,NA,"baseline"
"1213_baseline_4",NA,NA,"baseline"
"1213_baseline_5",NA,NA,"baseline"
"1213_baseline_6",NA,NA,"baseline"
"1213_baseline_7",NA,NA,"baseline"
"1213_baseline_8",NA,NA,"baseline"
"1213_baseline_9",NA,NA,"baseline"
"1213_outbreak_1",1,FALSE,"outbreak"
"1213_outbreak_2",1,FALSE,"outbreak"
"1213_outbreak_3",1,FALSE,"outbreak"
"1213_outbreak_4",1,FALSE,"outbreak"
"1213_outbreak_5",1,FALSE,"outbreak"
"1214_outbreak_1",1,FALSE,"outbreak"
"1214_outbreak_2",1,FALSE,"outbreak"
"1214_outbreak_3",1,FALSE,"outbreak"
"1214_outbreak_4",1,FALSE,"outbreak"
"1215_baseline_1",NA,NA,"baseline"
"1215_baseline_10",NA,NA,"baseline"
"1215_baseline_11",NA,NA,"baseline"
"1215_baseline_12",NA,NA,"baseline"
"1215_baseline_13",NA,NA,"baseline"
"1215_baseline_14",NA,NA,"baseline"
"1215_baseline_15",NA,NA,"baseline"
"1215_baseline_16",NA,NA,"baseline"
"1215_baseline_17",NA,NA,"baseline"
"1215_baseline_18",NA,NA,"baseline"
"1215_baseline_19",NA,NA,"baseline"
"1215_baseline_2",NA,NA,"baseline"
"1215_baseline_20",NA,NA,"baseline"
"1215_baseline_21",NA,NA,"baseline"
"1215_baseline_3",NA,NA,"baseline"
"1215_baseline_4",NA,NA,"baseline"
"1215_baseline_5",NA,NA,"baseline"
"1215_baseline_6",NA,NA,"baseline"
"1215_baseline_7",NA,NA,"baseline"
"1215_baseline_8",NA,NA,"baseline"
"1215_baseline_9",NA,NA,"baseline"
"1215_outbreak_1",1,FALSE,"outbreak"
"1215_outbreak_2",1,FALSE,"outbreak"
"1216_baseline_1",NA,NA,"baseline"
"1216_baseline_10",NA,NA,"baseline"
"1216_baseline_2",NA,NA,"baseline"
"1216_baseline_3",NA,NA,"baseline"
"1216_baseline_4",NA,NA,"baseline"
"1216_baseline_5",NA,NA,"baseline"
"1216_baseline_6",NA,NA,"baseline"
"1216_baseline_7",NA,NA,"baseline"
"1216_baseline_8",NA,NA,"baseline"
"1216_baseline_9",NA,NA,"baseline"
"1216_outbreak_1",1,FALSE,"outbreak"
"1217_baseline_1",NA,NA,"baseline"
"1217_baseline_2",NA,NA,"baseline"
"1217_baseline_3",NA,NA,"baseline"
"1217_baseline_4",NA,NA,"baseline"
"1217_baseline_5",NA,NA,"baseline"
"1217_baseline_6",NA,NA,"baseline"
"1217_outbreak_1",1,FALSE,"outbreak"
"1217_outbreak_2",1,FALSE,"outbreak"
"1218_baseline_1",NA,NA,"baseline"
"1218_baseline_2",NA,NA,"baseline"
"1218_baseline_3",NA,NA,"baseline"
"1218_baseline_4",NA,NA,"baseline"
"1218_baseline_5",NA,NA,"baseline"
"1218_baseline_6",NA,NA,"baseline"
"1218_baseline_7",NA,NA,"baseline"
"1218_baseline_8",NA,NA,"baseline"
"1218_baseline_9",NA,NA,"baseline"
"1218_outbreak_1",1,NA,"outbreak"
"1218_outbreak_2",1,NA,"outbreak"
"1219_baseline_1",NA,NA,"baseline"
"1219_baseline_10",NA,NA,"baseline"
"1219_baseline_11",NA,NA,"baseline"
"1219_baseline_12",NA,NA,"baseline"
"1219_baseline_13",NA,NA,"baseline"
"1219_baseline_14",NA,NA,"baseline"
"1219_baseline_15",NA,NA,"baseline"
"1219_baseline_16",NA,NA,"baseline"
"1219_baseline_17",NA,NA,"baseline"
"1219_baseline_18",NA,NA,"baseline"
"1219_baseline_19",NA,NA,"baseline"
"1219_baseline_2",NA,NA,"baseline"
"1219_baseline_20",NA,NA,"baseline"
"1219_baseline_21",NA,NA,"baseline"
"1219_baseline_22",NA,NA,"baseline"
"1219_baseline_23",NA,NA,"baseline"
"1219_baseline_24",NA,NA,"baseline"
"1219_baseline_25",NA,NA,"baseline"
"1219_baseline_26",NA,NA,"baseline"
"1219_baseline_27",NA,NA,"baseline"
"1219_baseline_28",NA,NA,"baseline"
"1219_baseline_29",NA,NA,"baseline"
"1219_baseline_3",NA,NA,"baseline"
"1219_baseline_30",NA,NA,"baseline"
"1219_baseline_31",NA,NA,"baseline"
"1219_baseline_32",NA,NA,"baseline"
"1219_baseline_33",NA,NA,"baseline"
"1219_baseline_34",NA,NA,"baseline"
"1219_baseline_35",NA,NA,"baseline"
"1219_baseline_36",NA,NA,"baseline"
"1219_baseline_37",NA,NA,"baseline"
"1219_baseline_38",NA,NA,"baseline"
"1219_baseline_39",NA,NA,"baseline"
"1219_baseline_4",NA,NA,"baseline"
"1219_baseline_40",NA,NA,"baseline"
"1219_baseline_5",NA,NA,"baseline"
"1219_baseline_6",NA,NA,"baseline"
"1219_baseline_7",NA,NA,"baseline"
"1219_baseline_8",NA,NA,"baseline"
"1219_baseline_9",NA,NA,"baseline"
"1219_outbreak_1",1,FALSE,"outbreak"
"1219_outbreak_2",1,FALSE,"outbreak"
"1220_baseline_1",NA,NA,"baseline"
"1220_baseline_2",NA,NA,"baseline"
"1220_baseline_3",NA,NA,"baseline"
"1220_baseline_4",NA,NA,"baseline"
"1220_baseline_5",NA,NA,"baseline"
"1220_baseline_6",NA,NA,"baseline"
"1220_baseline_7",NA,NA,"baseline"
"1220_baseline_8",NA,NA,"baseline"
"1221_baseline_1",NA,NA,"baseline"
"1221_baseline_2",NA,NA,"baseline"
"1221_baseline_3",NA,NA,"baseline"
"1221_outbreak_1",1,FALSE,"outbreak"
"1221_outbreak_2",1,FALSE,"outbreak"
"1221_outbreak_3",1,FALSE,"outbreak"
"1222_baseline_1",NA,NA,"baseline"
"1222_baseline_10",NA,NA,"baseline"
"1222_baseline_2",NA,NA,"baseline"
"1222_baseline_3",NA,NA,"baseline"
"1222_baseline_4",NA,NA,"baseline"
"1222_baseline_5",NA,NA,"baseline"
"1222_baseline_6",NA,NA,"baseline"
"1222_baseline_7",NA,NA,"baseline"
"1222_baseline_8",NA,NA,"baseline"
"1222_baseline_9",NA,NA,"baseline"
"1222_outbreak_1",1,FALSE,"outbreak"
"1222_outbreak_2",1,FALSE,"outbreak"
"1222_outbreak_3",1,FALSE,"outbreak"
"1223_baseline_1",NA,NA,"baseline"
"1223_baseline_2",NA,NA,"baseline"
"1223_baseline_3",NA,NA,"baseline"
"1223_baseline_4",NA,NA,"baseline"
"1223_baseline_5",NA,NA,"baseline"
"1223_baseline_6",NA,NA,"baseline"
"1223_baseline_7",NA,NA,"baseline"
"1223_baseline_8",NA,NA,"baseline"
"1223_baseline_9",NA,NA,"baseline"
"1223_outbreak_1",1,FALSE,"outbreak"
"1223_outbreak_2",1,FALSE,"outbreak"
"1223_outbreak_3",1,FALSE,"outbreak"
"1223_outbreak_4",1,FALSE,"outbreak"
"1224_baseline_1",NA,NA,"baseline"
"1224_baseline_10",NA,NA,"baseline"
"1224_baseline_11",NA,NA,"baseline"
"1224_baseline_12",NA,NA,"baseline"
"1224_baseline_2",NA,NA,"baseline"
"1224_baseline_3",NA,NA,"baseline"
"1224_baseline_4",NA,NA,"baseline"
"1224_baseline_5",NA,NA,"baseline"
"1224_baseline_6",NA,NA,"baseline"
"1224_baseline_7",NA,NA,"baseline"
"1224_baseline_8",NA,NA,"baseline"
"1224_baseline_9",NA,NA,"baseline"
"1224_outbreak_1",1,FALSE,"outbreak"
"1224_outbreak_2",1,FALSE,"outbreak"
"1225_baseline_1",NA,NA,"baseline"
"1225_baseline_10",NA,NA,"baseline"
"1225_baseline_11",NA,NA,"baseline"
"1225_baseline_12",NA,NA,"baseline"
"1225_baseline_13",NA,NA,"baseline"
"1225_baseline_14",NA,NA,"baseline"
"1225_baseline_15",NA,NA,"baseline"
"1225_baseline_16",NA,NA,"baseline"
"1225_baseline_17",NA,NA,"baseline"
"1225_baseline_18",NA,NA,"baseline"
"1225_baseline_19",NA,NA,"baseline"
"1225_baseline_2",NA,NA,"baseline"
"1225_baseline_20",NA,NA,"baseline"
"1225_baseline_21",NA,NA,"baseline"
"1225_baseline_22",NA,NA,"baseline"
"1225_baseline_23",NA,NA,"baseline"
"1225_baseline_24",NA,NA,"baseline"
"1225_baseline_25",NA,NA,"baseline"
"1225_baseline_3",NA,NA,"baseline"
"1225_baseline_4",NA,NA,"baseline"
"1225_baseline_5",NA,NA,"baseline"
"1225_baseline_6",NA,NA,"baseline"
"1225_baseline_7",NA,NA,"baseline"
"1225_baseline_8",NA,NA,"baseline"
"1225_baseline_9",NA,NA,"baseline"
"1225_outbreak_1",3,FALSE,"outbreak"
"1226_baseline_1",NA,NA,"baseline"
"1226_baseline_2",NA,NA,"baseline"
"1226_baseline_3",NA,NA,"baseline"
"1226_baseline_4",NA,NA,"baseline"
"1226_outbreak_1",1,FALSE,"outbreak"
"1226_outbreak_2",1,FALSE,"outbreak"
"1227_baseline_1",NA,NA,"baseline"
"1227_baseline_2",NA,NA,"baseline"
"1227_baseline_3",NA,NA,"baseline"
"1227_outbreak_1",1,FALSE,"outbreak"
"1227_outbreak_2",1,FALSE,"outbreak"
"1228_baseline_1",NA,NA,"baseline"
"1228_outbreak_1",3,FALSE,"outbreak"
"1229_baseline_1",NA,NA,"baseline"
"1229_baseline_10",NA,NA,"baseline"
"1229_baseline_11",NA,NA,"baseline"
"1229_baseline_2",NA,NA,"baseline"
"1229_baseline_3",NA,NA,"baseline"
"1229_baseline_4",NA,NA,"baseline"
"1229_baseline_5",NA,NA,"baseline"
"1229_baseline_6",NA,NA,"baseline"
"1229_baseline_7",NA,NA,"baseline"
"1229_baseline_8",NA,NA,"baseline"
"1229_baseline_9",NA,NA,"baseline"
"1229_outbreak_1",3,FALSE,"outbreak"
"1229_outbreak_2",1,FALSE,"outbreak"
"1230_baseline_1",NA,NA,"baseline"
"1230_baseline_2",NA,NA,"baseline"
"1230_baseline_3",NA,NA,"baseline"
"1230_baseline_4",NA,NA,"baseline"
"1230_baseline_5",NA,NA,"baseline"
"1230_outbreak_1",1,FALSE,"outbreak"
"1230_outbreak_2",1,FALSE,"outbreak"
"1230_outbreak_3",1,FALSE,"outbreak"
"1230_outbreak_4",1,FALSE,"outbreak"
"1231_baseline_1",NA,NA,"baseline"
"1231_baseline_10",NA,NA,"baseline"
"1231_baseline_11",NA,NA,"baseline"
"1231_baseline_12",NA,NA,"baseline"
"1231_baseline_13",NA,NA,"baseline"
"1231_baseline_14",NA,NA,"baseline"
"1231_baseline_15",NA,NA,"baseline"
"1231_baseline_16",NA,NA,"baseline"
"1231_baseline_17",NA,NA,"baseline"
"1231_baseline_18",NA,NA,"baseline"
"1231_baseline_19",NA,NA,"baseline"
"1231_baseline_2",NA,NA,"baseline"
"1231_baseline_20",NA,NA,"baseline"
"1231_baseline_21",NA,NA,"baseline"
"1231_baseline_22",NA,NA,"baseline"
"1231_baseline_3",NA,NA,"baseline"
"1231_baseline_4",NA,NA,"baseline"
"1231_baseline_5",NA,NA,"baseline"
"1231_baseline_6",NA,NA,"baseline"
"1231_baseline_7",NA,NA,"baseline"
"1231_baseline_8",NA,NA,"baseline"
"1231_baseline_9",NA,NA,"baseline"
"1231_outbreak_1",1,FALSE,"outbreak"
"1231_outbreak_2",1,FALSE,"outbreak"
"1231_outbreak_3",1,FALSE,"outbreak"
"1232_baseline_1",NA,NA,"baseline"
"1232_baseline_10",NA,NA,"baseline"
"1232_baseline_11",NA,NA,"baseline"
"1232_baseline_12",NA,NA,"baseline"
"1232_baseline_13",NA,NA,"baseline"
"1232_baseline_14",NA,NA,"baseline"
"1232_baseline_15",NA,NA,"baseline"
"1232_baseline_16",NA,NA,"baseline"
"1232_baseline_17",NA,NA,"baseline"
"1232_baseline_18",NA,NA,"baseline"
"1232_baseline_19",NA,NA,"baseline"
"1232_baseline_2",NA,NA,"baseline"
"1232_baseline_20",NA,NA,"baseline"
"1232_baseline_3",NA,NA,"baseline"
"1232_baseline_4",NA,NA,"baseline"
"1232_baseline_5",NA,NA,"baseline"
"1232_baseline_6",NA,NA,"baseline"
"1232_baseline_7",NA,NA,"baseline"
"1232_baseline_8",NA,NA,"baseline"
"1232_baseline_9",NA,NA,"baseline"
"1232_outbreak_1",1,FALSE,"outbreak"
"1232_outbreak_2",1,FALSE,"outbreak"
"1233_baseline_1",NA,NA,"baseline"
"1233_baseline_2",NA,NA,"baseline"
"1234_baseline_1",NA,NA,"baseline"
"1234_baseline_10",NA,NA,"baseline"
"1234_baseline_11",NA,NA,"baseline"
"1234_baseline_12",NA,NA,"baseline"
"1234_baseline_13",NA,NA,"baseline"
"1234_baseline_2",NA,NA,"baseline"
"1234_baseline_3",NA,NA,"baseline"
"1234_baseline_4",NA,NA,"baseline"
"1234_baseline_5",NA,NA,"baseline"
"1234_baseline_6",NA,NA,"baseline"
"1234_baseline_7",NA,NA,"baseline"
"1234_baseline_8",NA,NA,"baseline"
"1234_baseline_9",NA,NA,"baseline"
"1234_outbreak_1",1,FALSE,"outbreak"
"1234_outbreak_2",1,FALSE,"outbreak"
"1234_outbreak_3",1,FALSE,"outbreak"
"1234_outbreak_4",1,FALSE,"outbreak"
"1235_baseline_1",NA,NA,"baseline"
"1235_baseline_2",NA,NA,"baseline"
"1235_baseline_3",NA,NA,"baseline"
"1235_baseline_4",NA,NA,"baseline"
"1235_outbreak_1",1,FALSE,"outbreak"
"1236_baseline_1",NA,NA,"baseline"
"1236_outbreak_1",1,FALSE,"outbreak"
"1237_baseline_1",NA,NA,"baseline"
"1237_baseline_10",NA,NA,"baseline"
"1237_baseline_11",NA,NA,"baseline"
"1237_baseline_12",NA,NA,"baseline"
"1237_baseline_13",NA,NA,"baseline"
"1237_baseline_14",NA,NA,"baseline"
"1237_baseline_15",NA,NA,"baseline"
"1237_baseline_16",NA,NA,"baseline"
"1237_baseline_17",NA,NA,"baseline"
"1237_baseline_18",NA,NA,"baseline"
"1237_baseline_2",NA,NA,"baseline"
"1237_baseline_3",NA,NA,"baseline"
"1237_baseline_4",NA,NA,"baseline"
"1237_baseline_5",NA,NA,"baseline"
"1237_baseline_6",NA,NA,"baseline"
"1237_baseline_7",NA,NA,"baseline"
"1237_baseline_8",NA,NA,"baseline"
"1237_baseline_9",NA,NA,"baseline"
"1237_outbreak_1",1,FALSE,"outbreak"
"1237_outbreak_2",1,FALSE,"outbreak"
"1238_baseline_1",NA,NA,"baseline"
"1238_baseline_10",NA,NA,"baseline"
"1238_baseline_11",NA,NA,"baseline"
"1238_baseline_12",NA,NA,"baseline"
"1238_baseline_13",NA,NA,"baseline"
"1238_baseline_14",NA,NA,"baseline"
"1238_baseline_15",NA,NA,"baseline"
"1238_baseline_16",NA,NA,"baseline"
"1238_baseline_17",NA,NA,"baseline"
"1238_baseline_18",NA,NA,"baseline"
"1238_baseline_19",NA,NA,"baseline"
"1238_baseline_2",NA,NA,"baseline"
"1238_baseline_20",NA,NA,"baseline"
"1238_baseline_3",NA,NA,"baseline"
"1238_baseline_4",NA,NA,"baseline"
"1238_baseline_5",NA,NA,"baseline"
"1238_baseline_6",NA,NA,"baseline"
"1238_baseline_7",NA,NA,"baseline"
"1238_baseline_8",NA,NA,"baseline"
"1238_baseline_9",NA,NA,"baseline"
"1239_baseline_1",NA,NA,"baseline"
"1239_baseline_10",NA,NA,"baseline"
"1239_baseline_11",NA,NA,"baseline"
"1239_baseline_12",NA,NA,"baseline"
"1239_baseline_13",NA,NA,"baseline"
"1239_baseline_14",NA,NA,"baseline"
"1239_baseline_15",NA,NA,"baseline"
"1239_baseline_2",NA,NA,"baseline"
"1239_baseline_3",NA,NA,"baseline"
"1239_baseline_4",NA,NA,"baseline"
"1239_baseline_5",NA,NA,"baseline"
"1239_baseline_6",NA,NA,"baseline"
"1239_baseline_7",NA,NA,"baseline"
"1239_baseline_8",NA,NA,"baseline"
"1239_baseline_9",NA,NA,"baseline"
"1240_baseline_1",NA,NA,"baseline"
"1240_baseline_10",NA,NA,"baseline"
"1240_baseline_100",NA,NA,"baseline"
"1240_baseline_11",NA,NA,"baseline"
