hh_id,country,hh_size,hh_size_reported
HH2950710,NL,2,2
HH2950802,NL,2,2
HH2950803,NL,2,2
HH2950804,NL,2,2
HH2950805,NL,2,2
HH2951602,NL,2,2
HH2951603,NL,2,2
HH2951604,NL,2,2
HH2951605,NL,2,2
HH2951606,NL,2,2
HH2951607,NL,2,2
HH2951608,NL,2,2
HH2951609,NL,2,2
HH2951610,NL,2,2
HH2952402,NL,3,3
HH2952403,NL,3,3
HH2952404,NL,3,3
HH2952405,NL,3,3
HH2952406,NL,3,3
HH2952407,NL,3,3
HH2952408,NL,3,3
HH2952409,NL,3,3
HH2952410,NL,5,5
HH2955306,NL,2,2
HH2955307,NL,2,2
HH2955308,NL,2,2
HH2955309,NL,2,2
HH2955310,NL,2,2
HH2956406,NL,3,3
HH2956407,NL,3,3
HH2956606,NL,4,4
HH2956607,NL,4,4
HH2956608,NL,4,4
HH2956609,NL,4,4
HH2956610,NL,4,4
HH2956802,NL,1,1
HH2956803,NL,1,1
HH2956804,NL,1,1
HH2956805,NL,1,1
HH2956806,NL,1,1
HH2956807,NL,1,1
HH2956808,NL,1,1
HH2956809,NL,1,1
HH2956810,NL,1,1
HH2956906,NL,4,4
HH2956907,NL,4,4
HH2956908,NL,4,4
HH2956909,NL,3,3
HH2956910,NL,2,2
HH2957200,NL,3,3
HH2957201,NL,7,NA
HH2957300,NL,3,3
HH2957301,NL,5,NA
HH2957302,NL,5,5
HH2957303,NL,2,2
HH2957304,NL,2,2
HH2957305,NL,2,2
HH2957307,NL,1,1
HH2957309,NL,2,2
HH2957310,NL,2,2
HH2957406,NL,5,5
HH2957407,NL,5,5
HH2957408,NL,5,5
HH2957409,NL,5,5
HH2957410,NL,5,5
HH2958306,NL,1,1
HH2958307,NL,1,1
HH2959002,NL,3,3
HH2959003,NL,3,3
HH2959004,NL,2,2
HH2959005,NL,2,2
HH2959006,NL,2,2
HH2959007,NL,2,2
HH2959008,NL,1,2
HH2959009,NL,2,2
HH2959010,NL,2,2
HH2959800,NL,4,4
HH2959801,NL,4,NA
HH2959802,NL,4,4
HH2959803,NL,5,5
HH2959804,NL,4,4
HH2959805,NL,4,4
HH2959806,NL,4,4
HH2959808,NL,3,3
HH2959809,NL,3,3
HH2959810,NL,4,4
HH2960006,NL,2,2
HH2960007,NL,2,3
HH2960008,NL,2,2
HH2960009,NL,2,2
HH2960010,NL,2,2
HH2960203,NL,2,2
HH2960204,NL,2,2
HH2960205,NL,2,2
HH2960206,NL,2,2
HH2960207,NL,2,2
HH2960208,NL,2,2
HH2960209,NL,2,2
HH2960210,NL,2,2
HH2960400,NL,2,2
HH2960401,NL,2,NA
HH2960402,NL,2,2
HH2960403,NL,2,2
HH2960404,NL,2,2
HH2960405,NL,2,2
HH2960406,NL,2,2
HH2960407,NL,2,2
HH2960408,NL,2,2
HH2960409,NL,2,2
HH2960410,NL,2,2
HH2960706,NL,2,2
HH2960707,NL,2,2
HH2960708,NL,2,2
HH2960709,NL,2,2
HH2960710,NL,2,2
HH2961002,NL,3,3
HH2961003,NL,2,2
HH2961004,NL,2,2
HH2961306,NL,2,2
HH2961502,NL,2,2
HH2961503,NL,2,2
HH2961504,NL,2,2
HH2961505,NL,2,2
HH2961506,NL,2,2
HH2961702,NL,2,2
HH2961703,NL,2,2
HH2961704,NL,2,2
HH2961705,NL,2,2
HH2961706,NL,2,2
HH2961707,NL,2,2
HH2961708,NL,2,2
HH2961709,NL,2,2
HH2961710,NL,2,2
HH2962502,NL,5,5
HH2962503,NL,5,5
HH2962504,NL,5,5
HH2962505,NL,5,5
HH2962506,NL,5,5
HH2962507,NL,5,5
HH2962508,NL,5,5
HH2962509,NL,5,5
HH2962510,NL,5,5
HH2962606,NL,1,1
HH2962607,NL,1,1
HH2962608,NL,1,1
HH2962609,NL,1,1
HH2962610,NL,1,1
HH2966902,NL,2,2
HH2966903,NL,2,2
HH2966904,NL,2,2
HH2966905,NL,2,2
HH2966906,NL,2,2
HH2966907,NL,2,3
HH2966908,NL,2,2
HH2966909,NL,2,2
HH2966910,NL,2,2
HH2967500,NL,3,3
HH2967501,NL,4,NA
HH2967502,NL,4,4
HH2967503,NL,4,4
HH2967504,NL,4,4
HH2967505,NL,4,4
HH2967606,NL,5,5
HH2967607,NL,5,5
HH2967608,NL,5,5
HH2968006,NL,4,4
HH2968007,NL,3,3
HH2968008,NL,3,3
HH2968009,NL,2,2
HH2968010,NL,2,2
HH2968500,NL,2,2
HH2968501,NL,2,NA
HH2968502,NL,2,2
HH2968503,NL,2,2
HH2968504,NL,2,2
HH2968505,NL,2,2
HH2968506,NL,2,2
HH2968507,NL,2,2
HH2968508,NL,2,2
HH2968509,NL,2,2
HH2968510,NL,2,2
HH2968802,NL,3,3
HH2968803,NL,2,2
HH2968804,NL,2,2
HH2968805,NL,2,2
HH2968806,NL,2,2
HH2968807,NL,2,2
HH2968808,NL,2,2
HH2968809,NL,2,2
HH2968810,NL,2,2
HH2968902,NL,4,4
HH2968903,NL,4,4
HH2968904,NL,4,4
HH2968905,NL,4,4
HH2968906,NL,4,4
HH2969402,NL,5,5
HH2969403,NL,5,5
HH2969404,NL,5,5
HH2969405,NL,5,5
HH2969802,NL,2,2
HH2969803,NL,2,2
HH2970000,NL,2,2
HH2970001,NL,2,NA
HH2970002,NL,2,2
HH2970003,NL,2,2
HH2970004,NL,2,2
HH2970005,NL,2,2
HH2970006,NL,2,2
HH2970007,NL,2,2
HH2970008,NL,2,2
HH2970009,NL,2,2
HH2970010,NL,2,2
HH2971302,NL,2,2
HH2971303,NL,2,2
HH2971304,NL,2,2
HH2971305,NL,2,2
HH2971306,NL,2,2
HH2971308,NL,2,2
HH2971309,NL,2,2
HH2971310,NL,2,2
HH2971900,NL,2,4
HH2971901,NL,5,NA
HH2971902,NL,5,5
HH2971903,NL,5,5
HH2971904,NL,5,5
HH2971905,NL,5,5
HH2971906,NL,5,5
HH2971907,NL,5,5
HH2971908,NL,5,5
HH2971909,NL,6,6
HH2971910,NL,5,5
HH2973000,NL,3,3
HH2973001,NL,4,NA
HH2973002,NL,4,4
HH2973003,NL,5,5
HH2973004,NL,5,5
HH2973005,NL,5,5
HH2974606,NL,4,4
HH2974607,NL,4,4
HH2976306,NL,2,2
HH2976400,NL,3,3
HH2976401,NL,4,NA
HH2976402,NL,4,4
HH2976404,NL,4,4
HH2976405,NL,4,4
HH2976406,NL,4,4
HH2978506,NL,2,2
HH2978507,NL,2,2
HH2978508,NL,2,2
HH2978509,NL,2,2
HH2978510,NL,2,2
HH2980702,NL,2,2
HH2980705,NL,2,2
HH2980706,NL,2,2
HH2981000,NL,1,1
HH2981001,NL,2,NA
HH2981002,NL,2,2
HH2981004,NL,2,2
HH2981005,NL,2,2
HH2981006,NL,2,2
HH2981200,NL,3,3
HH2981201,NL,3,NA
HH2981202,NL,3,3
HH2981203,NL,3,3
HH2981204,NL,3,3
HH2981205,NL,3,3
HH2981206,NL,3,3
HH2981207,NL,3,3
HH2981208,NL,3,3
HH2981209,NL,3,3
HH2981210,NL,3,3
HH2981302,NL,3,3
HH2981303,NL,3,3
HH2981304,NL,3,3
HH2981305,NL,3,3
HH2981306,NL,3,3
HH2981307,NL,3,3
HH2981308,NL,3,3
HH2981309,NL,2,2
HH2981310,NL,2,2
HH2981802,NL,2,2
HH2981803,NL,2,2
HH2981804,NL,2,2
HH2981805,NL,2,2
HH2981806,NL,2,2
HH2981902,NL,4,4
HH2981903,NL,4,4
HH2981904,NL,4,4
HH2981905,NL,4,4
HH2981906,NL,4,4
HH2981907,NL,3,3
HH2981908,NL,3,3
HH2981909,NL,3,3
HH2981910,NL,3,3
HH2982102,NL,2,2
HH2982103,NL,2,2
HH2982104,NL,2,2
HH2982105,NL,2,2
HH2982106,NL,2,2
HH2982107,NL,2,2
HH2983506,NL,6,6
HH2983507,NL,6,6
HH2983508,NL,6,6
HH2983509,NL,6,6
HH2983510,NL,6,6
HH2985106,NL,6,6
HH2985107,NL,4,4
HH2985206,NL,1,1
HH2985207,NL,1,1
HH2985208,NL,1,1
HH2985209,NL,1,1
HH2985210,NL,1,1
HH2986602,NL,2,2
HH2986603,NL,2,2
HH2986604,NL,2,2
HH2986605,NL,2,2
HH2986606,NL,2,2
HH2986607,NL,2,2
HH2986608,NL,2,2
HH2986609,NL,2,2
HH2986610,NL,2,2
HH2987302,NL,3,3
HH2987303,NL,3,3
HH2987304,NL,1,1
HH2987305,NL,2,2
HH2987306,NL,2,2
HH2987307,NL,1,1
HH2987308,NL,1,1
HH2987309,NL,1,1
HH2987310,NL,1,1
HH2988200,NL,4,4
HH2988201,NL,4,NA
HH2988202,NL,4,4
HH2988203,NL,4,4
HH2988204,NL,4,4
HH2988205,NL,4,4
HH2988206,NL,4,4
HH2988207,NL,4,4
HH2988208,NL,4,4
HH2988209,NL,4,4
HH2988402,NL,6,6
HH2988403,NL,6,6
HH2988404,NL,5,6
HH2988405,NL,6,6
HH2988406,NL,6,6
HH2988407,NL,6,6
HH2988408,NL,6,6
HH2988409,NL,6,6
HH2988410,NL,6,6
HH2989302,NL,3,3
HH2989303,NL,3,3
HH2989304,NL,3,3
HH2989305,NL,4,4
HH2989306,NL,4,4
HH2989307,NL,4,4
HH2989308,NL,4,4
HH2989309,NL,4,4
HH2989310,NL,4,4
HH2990406,NL,1,1
HH2990407,NL,1,1
HH2990408,NL,1,1
HH2990602,NL,1,1
HH2990603,NL,1,1
HH2990604,NL,1,1
HH2990605,NL,1,1
HH2990606,NL,1,1
HH2990607,NL,1,1
HH2990608,NL,1,1
HH2990609,NL,1,1
HH2990610,NL,1,1
HH2991502,NL,2,2
HH2991503,NL,2,2
HH2991504,NL,2,2
HH2991505,NL,2,2
HH2991506,NL,2,2
HH2992102,NL,3,3
HH2992103,NL,3,3
HH2992104,NL,3,3
HH2992105,NL,3,3
HH2993006,NL,3,3
HH2993007,NL,3,3
HH2993008,NL,3,3
HH2993009,NL,3,3
HH2993010,NL,3,3
HH2993202,NL,4,4
HH2993203,NL,4,4
HH2993204,NL,4,4
HH2993205,NL,4,4
HH2993206,NL,4,4
HH2993208,NL,4,4
HH2995302,NL,2,2
HH2995303,NL,2,2
HH2995304,NL,2,2
HH2996102,NL,5,5
HH2996103,NL,5,5
HH2996104,NL,5,5
HH2996105,NL,6,6
HH2996302,NL,2,2
HH2996303,NL,2,2
HH2996304,NL,2,2
HH2996305,NL,2,2
HH2996306,NL,2,2
HH2996307,NL,2,2
HH2996308,NL,2,2
HH2996309,NL,2,2
HH2996310,NL,2,2
HH2998402,NL,2,2
HH2998403,NL,2,2
HH2998404,NL,2,2
HH2998405,NL,2,2
HH2998406,NL,2,2
HH2998407,NL,2,2
HH2998408,NL,2,2
HH2998409,NL,2,2
HH2998410,NL,2,2
HH2999302,NL,1,1
HH2999303,NL,1,1
HH2999304,NL,1,1
HH2999305,NL,1,1
HH2999406,NL,2,2
HH3001500,NL,2,2
HH3001501,NL,2,NA
HH3001502,NL,2,2
HH3001503,NL,2,2
HH3001504,NL,2,2
HH3001505,NL,2,2
HH3001506,NL,2,2
HH3001507,NL,2,2
HH3001508,NL,2,2
HH3001509,NL,2,2
HH3001510,NL,2,2
HH3001906,NL,2,2
HH3001907,NL,2,2
HH3001908,NL,2,2
HH3001909,NL,2,2
HH3001910,NL,2,2
HH3002300,NL,2,2
HH3002301,NL,1,NA
HH3002602,NL,2,2
HH3002603,NL,2,2
HH3002604,NL,2,2
HH3002605,NL,2,2
HH3002606,NL,2,2
HH3002607,NL,2,2
HH3002608,NL,2,2
HH3002609,NL,2,2
HH3002610,NL,2,2
HH3002700,NL,4,4
HH3002701,NL,4,NA
HH3002703,NL,6,6
HH3002704,NL,5,5
HH3002806,NL,4,4
HH3002807,NL,4,4
HH3002808,NL,4,4
HH3002809,NL,4,4
HH3002810,NL,4,4
HH3004102,NL,4,4
HH3004103,NL,4,4
HH3004104,NL,4,4
HH3004105,NL,4,4
HH3004106,NL,4,4
HH3004107,NL,5,5
HH3004109,NL,4,4
HH3005102,NL,3,3
HH3005502,NL,4,4
HH3005503,NL,4,4
HH3005504,NL,4,4
HH3005505,NL,4,4
HH3005506,NL,4,4
HH3005507,NL,4,4
HH3005508,NL,4,4
HH3005509,NL,4,4
HH3007100,NL,2,3
HH3007101,NL,2,NA
HH3007102,NL,2,2
HH3007103,NL,2,2
HH3007104,NL,2,2
HH3007105,NL,2,2
HH3007106,NL,2,2
HH3007107,NL,2,2
HH3007108,NL,2,2
HH3007109,NL,2,2
HH3007110,NL,2,2
HH3008302,NL,1,1
HH3008303,NL,1,1
HH3008304,NL,1,1
HH3008305,NL,1,1
HH3008306,NL,1,1
HH3008307,NL,1,1
HH3008308,NL,1,1
HH3008309,NL,1,1
HH3008402,NL,2,2
HH3008403,NL,2,2
HH3008404,NL,2,2
HH3008405,NL,2,2
HH3008406,NL,2,2
HH3010002,NL,1,1
HH3010003,NL,1,1
HH3010004,NL,1,1
HH3010005,NL,1,1
HH3010006,NL,1,1
HH3010007,NL,1,1
HH3010009,NL,1,1
HH3010010,NL,1,1
HH3011202,NL,5,5
HH3011203,NL,3,3
HH3011204,NL,5,5
HH3011205,NL,4,4
HH3011206,NL,3,3
HH3011207,NL,4,4
HH3011208,NL,4,4
HH3011209,NL,4,4
HH3011210,NL,4,4
HH3011602,NL,2,2
HH3011603,NL,2,2
HH3011604,NL,2,2
HH3011605,NL,2,2
HH3011606,NL,3,3
HH3013402,NL,7,7
HH3013403,NL,7,7
HH3013404,NL,7,7
HH3013405,NL,7,7
HH3013600,NL,2,2
HH3013601,NL,2,NA
HH3013602,NL,2,2
HH3013603,NL,2,2
HH3013604,NL,2,2
HH3013605,NL,2,2
HH3013606,NL,2,2
HH3013607,NL,2,2
HH3013608,NL,2,2
HH3013609,NL,2,2
HH3013610,NL,2,2
HH3014306,NL,4,4
HH3014307,NL,4,4
HH3014308,NL,4,4
HH3014706,NL,5,5
HH3016206,NL,2,2
HH3016209,NL,2,2
HH3016210,NL,2,2
HH3016506,NL,5,5
HH3017500,NL,1,2
HH3017501,NL,2,NA
HH3017502,NL,2,2
HH3017503,NL,2,2
HH3017504,NL,2,2
HH3017505,NL,2,2
HH3017506,NL,2,2
HH3017507,NL,2,2
HH3017508,NL,2,2
HH3017509,NL,2,2
HH3017510,NL,2,2
HH3018406,NL,2,2
HH3018407,NL,2,2
HH3018408,NL,2,2
HH3020906,NL,3,3
HH3020907,NL,3,3
HH3020908,NL,3,3
HH3023303,NL,2,2
HH3023306,NL,2,2
HH3024701,NL,2,NA
HH3024702,NL,1,2
HH3024703,NL,2,2
HH3024704,NL,2,2
HH3024705,NL,2,2
HH3024706,NL,2,2
HH3026100,NL,3,3
HH3026101,NL,2,NA
HH3026102,NL,3,3
HH3026103,NL,3,3
HH3026104,NL,3,3
HH3026105,NL,3,3
HH3026106,NL,3,3
HH3026107,NL,3,3
HH3026108,NL,3,3
HH3028002,NL,4,4
HH3028003,NL,4,4
HH3028004,NL,4,4
HH3028005,NL,4,4
HH3028006,NL,4,4
HH3028007,NL,4,4
HH3028008,NL,4,4
HH3028009,NL,4,4
HH3028010,NL,4,4
HH3028501,NL,2,NA
HH3028502,NL,2,2
HH3028503,NL,2,2
HH3028504,NL,1,1
HH3028505,NL,1,1
HH3028506,NL,2,2
HH3028508,NL,2,2
HH3028509,NL,2,2
HH3029003,NL,1,1
HH3029004,NL,1,1
HH3029005,NL,1,1
HH3029102,NL,4,4
HH3029206,NL,3,3
HH3029207,NL,3,3
HH3029210,NL,3,3
HH3030302,NL,1,1
HH3030303,NL,1,1
HH3030304,NL,1,1
HH3030305,NL,1,1
HH3030306,NL,1,1
HH3030307,NL,1,1
HH3030308,NL,1,1
HH3030309,NL,1,1
HH3030310,NL,1,1
HH3032001,NL,1,NA
HH3032003,NL,1,1
HH3032004,NL,2,2
HH3032005,NL,2,2
HH3032006,NL,1,1
HH3032007,NL,1,1
HH3032008,NL,1,1
HH3032009,NL,1,1
HH3032010,NL,1,1
HH3033202,NL,3,3
HH3033203,NL,3,3
HH3033204,NL,3,3
HH3033205,NL,4,4
HH3033206,NL,4,4
HH3033207,NL,4,4
HH3033208,NL,4,4
HH3033209,NL,4,4
HH3033210,NL,4,4
HH3034302,NL,4,4
HH3034303,NL,4,4
HH3034304,NL,3,3
HH3034305,NL,3,3
HH3034902,NL,5,5
HH3034903,NL,5,5
HH3035502,NL,1,1
HH3035503,NL,1,1
HH3035504,NL,1,1
HH3035505,NL,1,1
HH3035802,NL,4,4
HH3035803,NL,4,4
HH3035804,NL,4,4
HH3035805,NL,4,4
HH3035806,NL,4,4
HH3035807,NL,4,4
HH3035808,NL,4,4
HH3035809,NL,4,4
HH3035810,NL,4,4
HH3036000,NL,3,3
HH3036001,NL,3,NA
HH3036002,NL,3,3
HH3036003,NL,3,3
HH3036004,NL,3,3
HH3036005,NL,3,3
HH3036006,NL,3,3
HH3036007,NL,3,3
HH3036008,NL,3,3
HH3036009,NL,3,3
HH3036010,NL,3,3
HH3036100,NL,2,2
HH3036101,NL,2,NA
HH3036102,NL,2,2
HH3036103,NL,2,2
HH3036105,NL,2,2
HH3036106,NL,2,2
HH3036107,NL,2,2
HH3036108,NL,3,3
HH3036110,NL,3,3
HH3037102,NL,1,1
HH3037103,NL,1,1
HH3037104,NL,1,1
HH3037105,NL,1,1
HH3037106,NL,1,1
HH3037107,NL,1,1
HH3037108,NL,1,1
HH3037109,NL,1,1
HH3037110,NL,1,1
HH3038802,NL,2,2
HH3038803,NL,2,2
HH3038804,NL,2,2
HH3038805,NL,2,2
HH3038806,NL,2,2
HH3040306,NL,4,4
HH3040307,NL,4,4
HH3040308,NL,4,4
HH3040309,NL,4,4
HH3041000,NL,2,4
HH3041001,NL,2,NA
HH3041002,NL,2,2
HH3041003,NL,2,2
HH3041004,NL,2,2
HH3041005,NL,2,2
HH3041006,NL,2,2
HH3041007,NL,2,2
HH3041008,NL,2,2
HH3041009,NL,2,2
HH3041010,NL,2,2
HH3041200,NL,6,5
HH3041201,NL,3,NA
HH3041202,NL,3,3
HH3041203,NL,3,3
HH3041204,NL,3,3
HH3041205,NL,3,3
HH3041206,NL,3,3
HH3041207,NL,3,3
HH3041208,NL,3,3
HH3041209,NL,2,2
HH3041210,NL,2,2
HH3041602,NL,10,10
HH3041604,NL,10,10
HH3042002,NL,4,4
HH3042003,NL,4,4
HH3042004,NL,4,4
HH3042005,NL,4,4
HH3042006,NL,4,4
HH3042007,NL,4,4
HH3042008,NL,4,4
HH3042009,NL,4,4
HH3042010,NL,4,4
HH3042402,NL,5,5
HH3042403,NL,5,5
HH3042404,NL,5,5
HH3042405,NL,5,5
HH3043300,NL,2,3
HH3043301,NL,1,NA
HH3043302,NL,1,1
HH3043303,NL,1,1
HH3043304,NL,3,3
HH3043700,NL,2,2
HH3043701,NL,2,NA
HH3043702,NL,3,3
HH3043703,NL,2,2
HH3043704,NL,3,3
HH3043705,NL,2,2
HH3043706,NL,2,2
HH3043707,NL,2,2
HH3043708,NL,2,2
HH3043709,NL,2,2
HH3043710,NL,2,2
HH3044602,NL,2,2
HH3044603,NL,2,2
HH3044604,NL,2,2
HH3044605,NL,2,2
HH3044606,NL,2,2
HH3044607,NL,2,2
HH3044608,NL,2,2
HH3044609,NL,2,2
HH3044610,NL,2,2
HH3044700,NL,3,3
HH3044701,NL,3,NA
HH3044702,NL,3,3
HH3044703,NL,3,3
HH3044704,NL,3,3
HH3044705,NL,3,3
HH3044706,NL,3,3
HH3044707,NL,3,3
HH3044708,NL,3,3
HH3044709,NL,3,3
HH3044710,NL,3,3
HH3045200,NL,2,2
HH3045201,NL,2,NA
HH3045202,NL,2,2
HH3045203,NL,2,2
HH3045204,NL,2,2
HH3045205,NL,2,2
HH3045206,NL,2,2
HH3045207,NL,2,2
HH3045208,NL,2,2
HH3045209,NL,2,2
HH3045210,NL,2,2
HH3045400,NL,1,2
HH3045401,NL,2,NA
HH3045402,NL,2,2
HH3045403,NL,2,2
HH3045404,NL,2,2
HH3045405,NL,2,2
HH3045406,NL,2,2
HH3045407,NL,2,2
HH3045408,NL,2,2
HH3045409,NL,2,2
HH3045410,NL,2,2
HH3045806,NL,4,4
HH3045807,NL,4,4
HH3048506,NL,2,2
HH3048507,NL,2,2
HH3048508,NL,2,2
HH3048509,NL,2,2
HH3048510,NL,2,2
HH3048606,NL,2,2
HH3048607,NL,2,2
HH3048608,NL,2,2
HH3048609,NL,2,2
HH3049900,NL,4,4
HH3049901,NL,3,NA
HH3049902,NL,3,3
HH3049903,NL,3,3
HH3049904,NL,3,3
HH3049905,NL,3,3
HH3049906,NL,3,3
HH3049907,NL,3,3
HH3049908,NL,3,3
HH3049909,NL,3,3
HH3049910,NL,3,3
HH3050606,NL,4,4
HH3050607,NL,4,4
HH3050608,NL,4,4
HH3050609,NL,4,4
HH3050610,NL,4,4
HH3051902,NL,4,4
HH3051903,NL,4,4
HH3051904,NL,4,4
HH3051905,NL,4,4
HH3051906,NL,4,4
HH3051907,NL,4,4
HH3051908,NL,4,4
HH3051909,NL,4,4
HH3051910,NL,4,4
HH3053106,NL,2,2
HH3053107,NL,2,2
HH3053108,NL,2,2
HH3053109,NL,2,2
HH3053110,NL,2,2
HH3054900,NL,2,2
HH3054901,NL,2,NA
HH3054902,NL,2,2
HH3054903,NL,2,2
HH3054904,NL,2,2
HH3054905,NL,2,2
HH3054906,NL,2,2
HH3054907,NL,2,2
HH3054908,NL,2,2
HH3054909,NL,2,2
HH3054910,NL,2,2
HH3056406,NL,5,5
HH3056408,NL,5,5
HH3056502,NL,2,2
HH3056503,NL,2,2
HH3056504,NL,2,2
HH3056505,NL,2,2
HH3056506,NL,2,2
HH3056507,NL,2,2
HH3056508,NL,2,2
HH3056509,NL,2,2
HH3056510,NL,2,2
HH3058102,NL,1,1
HH3058103,NL,1,1
HH3058104,NL,1,1
HH3058105,NL,1,1
HH3058106,NL,1,1
HH3058107,NL,1,1
HH3058108,NL,1,1
HH3058109,NL,1,1
HH3058110,NL,1,1
HH3059702,NL,3,3
HH3059703,NL,3,3
HH3059704,NL,2,2
HH3060802,NL,2,2
HH3060803,NL,2,2
HH3060804,NL,2,2
HH3060805,NL,2,2
HH3061600,NL,3,3
HH3061601,NL,2,NA
HH3061602,NL,2,2
HH3061603,NL,2,2
HH3061604,NL,2,2
HH3061605,NL,2,2
HH3061606,NL,2,2
HH3061607,NL,2,2
HH3061608,NL,2,2
HH3061609,NL,2,2
HH3061610,NL,2,2
HH3062400,NL,4,47
HH3062401,NL,4,NA
HH3062402,NL,4,4
HH3062403,NL,4,4
HH3062404,NL,4,4
HH3062405,NL,4,4
HH3062406,NL,5,5
HH3062407,NL,4,4
HH3062408,NL,4,4
HH3062409,NL,4,4
HH3062410,NL,4,4
HH3063106,NL,1,1
HH3063107,NL,1,1
HH3063108,NL,1,1
HH3063109,NL,1,1
HH3063110,NL,1,1
HH3063602,NL,1,1
HH3063603,NL,1,1
HH3063604,NL,1,1
HH3063605,NL,1,1
HH3063606,NL,1,1
HH3063609,NL,1,1
HH3063700,NL,4,4
HH3063701,NL,3,NA
HH3063702,NL,4,4
HH3063703,NL,3,3
HH3063704,NL,3,3
HH3064400,NL,1,3
HH3064401,NL,5,NA
HH3066000,NL,4,4
HH3066001,NL,4,NA
HH3066002,NL,4,4
HH3066003,NL,4,4
HH3066004,NL,4,4
HH3066005,NL,4,4
HH3066006,NL,4,4
HH3066007,NL,4,4
HH3066008,NL,4,4
HH3066009,NL,4,4
HH3066406,NL,2,2
HH3068400,NL,3,3
HH3068403,NL,2,2
HH3069002,NL,2,2
HH3069003,NL,2,2
HH3069004,NL,2,2
HH3069005,NL,2,2
HH3069006,NL,2,2
HH3069007,NL,2,2
HH3069008,NL,2,2
HH3069009,NL,2,2
HH3069010,NL,1,1
HH3069602,NL,4,4
HH3069603,NL,4,4
HH3069604,NL,4,4
HH3069605,NL,4,4
HH3070402,NL,3,3
HH3071100,NL,4,4
HH3071101,NL,4,NA
HH3072000,NL,1,NA
HH3072001,NL,4,NA
HH3072003,NL,4,4
HH3072106,NL,2,2
HH3072107,NL,2,2
HH3072108,NL,2,2
HH3072109,NL,2,2
HH3072110,NL,2,2
HH3072506,NL,5,5
HH3072507,NL,5,5
HH3072508,NL,5,5
HH3072509,NL,5,5
HH3072510,NL,5,5
HH3074100,NL,2,41
HH3074101,NL,3,NA
HH3074102,NL,2,2
HH3074103,NL,2,2
HH3074104,NL,2,2
HH3074105,NL,2,2
HH3074106,NL,2,2
HH3074107,NL,2,2
HH3074108,NL,2,2
HH3074110,NL,1,1
HH3076300,NL,2,2
HH3076301,NL,2,NA
HH3076302,NL,2,2
HH3076304,NL,2,2
HH3076305,NL,2,2
HH3076306,NL,2,2
HH3076307,NL,2,2
HH3076308,NL,2,2
HH3076309,NL,3,3
HH3077106,NL,4,4
HH3077502,NL,4,4
HH3077503,NL,4,4
HH3077504,NL,4,4
HH3078300,NL,2,NA
HH3078301,NL,2,NA
HH3078302,NL,2,2
HH3078303,NL,2,2
HH3078304,NL,2,2
HH3078305,NL,2,2
HH3079302,NL,2,2
HH3079303,NL,2,2
HH3079304,NL,2,2
HH3079305,NL,2,2
HH3081206,NL,4,4
HH3081207,NL,4,4
HH3084006,NL,2,2
HH3084007,NL,1,1
HH3084008,NL,1,1
HH3084009,NL,1,1
HH3084010,NL,1,1
HH3084902,NL,4,4
HH3084903,NL,4,4
HH3084904,NL,4,4
HH3084905,NL,4,4
HH3084906,NL,4,4
HH3084907,NL,4,4
HH3084908,NL,4,4
HH3084909,NL,4,4
HH3084910,NL,4,4
HH3085006,NL,1,1
HH3085602,NL,5,5
HH3085603,NL,5,5
HH3085604,NL,5,5
HH3085605,NL,5,5
HH3085706,NL,2,2
HH3085708,NL,2,2
HH3085802,NL,5,5
HH3086206,NL,1,1
HH3086207,NL,1,1
HH3086208,NL,1,1
HH3086402,NL,4,4
HH3086403,NL,3,3
HH3086404,NL,3,3
HH3086405,NL,4,4
HH3086406,NL,3,3
HH3086500,NL,2,2
HH3086501,NL,2,NA
HH3086502,NL,2,2
HH3086503,NL,2,2
HH3086504,NL,3,3
HH3086505,NL,2,2
HH3086506,NL,2,2
HH3086507,NL,2,2
HH3086508,NL,2,2
HH3086509,NL,2,2
HH3086510,NL,2,2
HH3087902,NL,6,6
HH3087903,NL,6,6
HH3089302,NL,3,3
HH3089303,NL,3,3
HH3089304,NL,3,3
HH3089305,NL,3,3
HH3089306,NL,4,4
HH3089403,NL,3,3
HH3089404,NL,2,2
HH3089405,NL,2,2
HH3089406,NL,2,2
HH3089606,NL,1,1
HH3089607,NL,1,1
HH3091002,NL,3,3
HH3091003,NL,3,3
HH3091004,NL,3,3
HH3091005,NL,3,3
HH3091006,NL,3,3
HH3091007,NL,3,3
HH3091008,NL,3,3
HH3091009,NL,3,3
HH3091010,NL,3,3
HH3091106,NL,4,4
HH3091107,NL,4,4
HH3091108,NL,4,4
HH3091109,NL,4,4
HH3091110,NL,4,4
HH3091706,NL,4,4
HH3091707,NL,4,4
HH3091708,NL,4,4
HH3091709,NL,4,4
HH3094606,NL,3,3
HH3094607,NL,3,3
HH3094608,NL,3,3
HH3094609,NL,3,3
HH3094800,NL,4,4
HH3094801,NL,4,NA
HH3094802,NL,4,4
HH3097406,NL,2,2
HH3097407,NL,2,2
HH3097408,NL,2,2
HH3097409,NL,2,2
HH3097410,NL,2,2
HH3097702,NL,3,3
HH3097703,NL,5,5
HH3097704,NL,2,2
HH3097706,NL,4,4
HH3097707,NL,4,4
HH3097708,NL,4,4
HH3097709,NL,4,4
HH3097710,NL,4,4
HH3098602,NL,1,1
HH3098603,NL,1,1
HH3098604,NL,1,1
HH3098605,NL,1,1
HH3098702,NL,2,2
