hh_id,country,hh_size,hh_size_reported
HH5094708,NL,2,2
HH5094709,NL,2,2
HH5094710,NL,2,2
HH5095702,NL,5,5
HH5095703,NL,5,5
HH5095704,NL,5,5
HH5095705,NL,5,5
HH5095706,NL,5,5
HH5095707,NL,5,5
HH5096502,NL,2,2
HH5096503,NL,2,2
HH5096504,NL,2,2
HH5096505,NL,2,2
HH5096506,NL,1,1
HH5096507,NL,1,1
HH5096508,NL,1,1
HH5096509,NL,1,1
HH5096510,NL,1,1
HH5096706,NL,5,5
HH5096707,NL,5,5
HH5096708,NL,5,5
HH5096709,NL,5,5
HH5096710,NL,5,5
HH5096902,NL,2,2
HH5096903,NL,2,2
HH5096904,NL,2,2
HH5096905,NL,2,2
HH5096906,NL,2,2
HH5096907,NL,2,2
HH5096908,NL,2,2
HH5096909,NL,2,2
HH5096910,NL,1,1
HH5097302,NL,1,1
HH5097303,NL,1,1
HH5097304,NL,1,1
HH5097305,NL,1,1
HH5097306,NL,1,1
HH5097307,NL,1,1
HH5097308,NL,1,1
HH5097309,NL,1,1
HH5097310,NL,1,1
HH5098401,NL,1,NA
HH5098402,NL,1,1
HH5098403,NL,1,1
HH5098404,NL,1,1
HH5101906,NL,4,4
HH5101907,NL,4,4
HH5101908,NL,4,4
HH5101909,NL,4,4
HH5101910,NL,4,4
HH5103506,NL,4,4
HH5103507,NL,4,4
HH5104106,NL,1,1
HH5104107,NL,1,1
HH5104108,NL,1,1
HH5104109,NL,2,2
HH5104110,NL,1,1
HH5104702,NL,3,3
HH5104703,NL,3,3
HH5104704,NL,3,3
HH5104705,NL,3,3
HH5104706,NL,3,3
HH5104900,NL,2,2
HH5104901,NL,1,NA
HH5104902,NL,2,2
HH5104903,NL,2,2
HH5104904,NL,2,2
HH5104905,NL,2,2
HH5104906,NL,2,2
HH5104907,NL,2,2
HH5104908,NL,2,2
HH5104909,NL,2,2
HH5104910,NL,2,2
HH5105202,NL,2,2
HH5105203,NL,2,2
HH5105204,NL,2,2
HH5105205,NL,2,2
HH5105206,NL,2,2
HH5105207,NL,2,2
HH5105208,NL,2,2
HH5105209,NL,2,2
HH5105210,NL,2,2
HH5107100,NL,3,3
HH5107101,NL,4,NA
HH5107102,NL,4,4
HH5107103,NL,4,4
HH5107104,NL,4,4
HH5107406,NL,2,2
HH5107407,NL,2,2
HH5107408,NL,2,2
HH5108002,NL,4,4
HH5108003,NL,4,4
HH5108004,NL,4,4
HH5108005,NL,4,4
HH5108006,NL,4,4
HH5108007,NL,4,4
HH5108008,NL,4,4
HH5108009,NL,4,4
HH5108010,NL,4,4
HH5108106,NL,2,2
HH5108107,NL,3,3
HH5108108,NL,2,2
HH5108109,NL,2,2
HH5108110,NL,1,1
HH5109200,NL,2,2
HH5109201,NL,2,NA
HH5109202,NL,2,2
HH5109204,NL,2,2
HH5109205,NL,2,2
HH5110306,NL,3,3
HH5110307,NL,3,3
HH5110308,NL,3,3
HH5110309,NL,3,3
HH5110310,NL,3,3
HH5110802,NL,1,1
HH5110803,NL,1,1
HH5110804,NL,1,1
HH5110805,NL,1,1
HH5110806,NL,1,1
HH5110808,NL,1,1
HH5110809,NL,1,1
HH5110810,NL,1,1
HH5111206,NL,1,1
HH5111209,NL,3,3
HH5112506,NL,2,2
HH5112507,NL,2,2
HH5112508,NL,2,2
HH5112509,NL,2,2
HH5113402,NL,2,2
HH5113403,NL,2,2
HH5113404,NL,2,2
HH5113405,NL,2,2
HH5113406,NL,2,2
HH5113407,NL,2,2
HH5113408,NL,2,2
HH5113409,NL,2,2
HH5116300,NL,4,4
HH5116301,NL,3,NA
HH5116302,NL,3,3
HH5116303,NL,3,3
HH5116304,NL,3,3
HH5116305,NL,3,3
HH5116306,NL,1,1
HH5116307,NL,1,1
HH5116308,NL,1,1
HH5116309,NL,1,1
HH5116310,NL,1,1
HH5116402,NL,1,1
HH5116403,NL,2,2
HH5116404,NL,1,1
HH5116405,NL,2,2
HH5116406,NL,2,2
HH5116407,NL,2,2
HH5116409,NL,2,2
HH5116410,NL,2,2
HH5116506,NL,1,1
HH5116507,NL,1,1
HH5117302,NL,2,2
HH5117303,NL,2,2
HH5117304,NL,2,2
HH5117305,NL,2,2
HH5117306,NL,2,2
HH5117307,NL,2,2
HH5117308,NL,2,2
HH5117309,NL,2,2
HH5117310,NL,2,2
HH5117702,NL,5,5
HH5117703,NL,5,5
HH5118002,NL,4,4
HH5118003,NL,4,4
HH5118004,NL,4,4
HH5118005,NL,4,4
HH5118802,NL,3,3
HH5118803,NL,3,3
HH5118804,NL,3,3
HH5119506,NL,1,1
HH5119507,NL,1,1
HH5119508,NL,1,1
HH5119509,NL,1,1
HH5119510,NL,1,1
HH5119706,NL,2,2
HH5121402,NL,2,2
HH5121403,NL,2,2
HH5121404,NL,2,2
HH5121405,NL,2,2
HH5121406,NL,2,2
HH5121407,NL,2,2
HH5121900,NL,1,2
HH5121901,NL,2,NA
HH5121902,NL,2,2
HH5121903,NL,1,1
HH5121904,NL,1,2
HH5123902,NL,2,2
HH5123903,NL,2,2
HH5123904,NL,2,2
HH5123905,NL,2,2
HH5123906,NL,2,2
HH5124200,NL,5,58
HH5124201,NL,5,NA
HH5124202,NL,5,5
HH5124203,NL,5,5
HH5124204,NL,5,5
HH5124205,NL,5,5
HH5124206,NL,5,5
HH5124207,NL,5,5
HH5124208,NL,5,5
HH5124209,NL,5,5
HH5124210,NL,5,5
HH5124500,NL,1,1
HH5124501,NL,1,NA
HH5124502,NL,1,1
HH5124503,NL,1,1
HH5124504,NL,1,1
HH5124505,NL,1,1
HH5124506,NL,1,1
HH5124507,NL,1,1
HH5125202,NL,2,2
HH5125402,NL,2,2
HH5125403,NL,2,2
HH5125404,NL,2,2
HH5125405,NL,2,2
HH5125406,NL,2,2
HH5125408,NL,2,2
HH5125606,NL,2,2
HH5125607,NL,2,2
HH5125608,NL,2,2
HH5125609,NL,2,2
HH5125610,NL,2,2
HH5126100,NL,2,3
HH5126101,NL,3,NA
HH5126102,NL,3,3
HH5126103,NL,3,3
HH5126104,NL,3,3
HH5126105,NL,3,3
HH5126106,NL,3,3
HH5126107,NL,3,3
HH5126108,NL,3,3
HH5126109,NL,3,3
HH5126806,NL,2,2
HH5126807,NL,2,2
HH5126808,NL,2,2
HH5126809,NL,2,2
HH5126810,NL,2,2
HH5127406,NL,1,NA
HH5127407,NL,2,2
HH5128400,NL,1,1
HH5128401,NL,1,NA
HH5128402,NL,1,1
HH5128403,NL,1,1
HH5128404,NL,1,1
HH5128406,NL,1,1
HH5128407,NL,1,1
HH5128408,NL,1,1
HH5128410,NL,2,2
HH5128702,NL,4,4
HH5128703,NL,4,4
HH5128704,NL,3,3
HH5128705,NL,3,3
HH5128706,NL,2,2
HH5128902,NL,4,4
HH5128903,NL,4,4
HH5128906,NL,4,4
HH5130102,NL,2,2
HH5130103,NL,2,2
HH5130104,NL,2,2
HH5130105,NL,2,2
HH5130106,NL,2,2
HH5130302,NL,3,3
HH5130303,NL,3,3
HH5130304,NL,3,3
HH5130306,NL,3,3
HH5130307,NL,3,3
HH5130308,NL,3,3
HH5130309,NL,3,3
HH5130310,NL,3,3
HH5132000,NL,3,3
HH5132001,NL,3,NA
HH5132002,NL,3,3
HH5133106,NL,4,4
HH5133107,NL,4,4
HH5133108,NL,4,4
HH5133109,NL,4,4
HH5133110,NL,4,4
HH5133706,NL,2,2
HH5133707,NL,2,2
HH5133708,NL,2,2
HH5133709,NL,2,2
HH5133710,NL,2,2
HH5134300,NL,2,2
HH5134301,NL,3,NA
HH5134302,NL,3,3
HH5134303,NL,3,3
HH5134304,NL,4,4
HH5134305,NL,4,4
HH5134306,NL,4,4
HH5134307,NL,4,4
HH5134308,NL,4,4
HH5134309,NL,4,4
HH5134310,NL,4,4
HH5135306,NL,2,2
HH5135307,NL,2,2
HH5135308,NL,2,2
HH5135309,NL,2,2
HH5135310,NL,2,2
HH5137502,NL,2,2
HH5137503,NL,2,2
HH5137505,NL,2,2
HH5137506,NL,2,2
HH5137507,NL,2,2
HH5137508,NL,2,2
HH5137509,NL,1,NA
HH5137510,NL,2,2
HH5138100,NL,2,2
HH5138101,NL,2,NA
HH5138102,NL,2,2
HH5138103,NL,2,2
HH5138104,NL,2,2
HH5138105,NL,2,2
HH5138106,NL,3,3
HH5138107,NL,2,2
HH5138108,NL,2,2
HH5138109,NL,2,2
HH5138110,NL,2,2
HH5142806,NL,2,2
HH5142807,NL,2,2
HH5142808,NL,2,2
HH5143302,NL,4,4
HH5143303,NL,4,4
HH5143304,NL,4,4
HH5143305,NL,4,4
HH5143306,NL,4,4
HH5143702,NL,4,4
HH5143703,NL,4,4
HH5143704,NL,4,4
HH5143705,NL,4,4
HH5143706,NL,4,4
HH5143707,NL,4,4
HH5143708,NL,4,4
HH5143709,NL,4,4
HH5143710,NL,4,4
HH5143902,NL,4,4
HH5143903,NL,4,4
HH5143904,NL,4,4
HH5143905,NL,4,4
HH5143906,NL,4,4
HH5143907,NL,4,4
HH5143908,NL,4,4
HH5143909,NL,4,4
HH5143910,NL,4,4
HH5144600,NL,1,1
HH5144601,NL,1,NA
HH5145902,NL,2,2
HH5145903,NL,2,2
HH5145904,NL,2,2
HH5145905,NL,2,2
HH5145906,NL,2,2
HH5145907,NL,2,2
HH5145908,NL,2,2
HH5145909,NL,2,2
HH5145910,NL,2,2
HH5146800,NL,5,5
HH5146801,NL,5,NA
HH5146802,NL,5,5
HH5146803,NL,5,5
HH5146804,NL,5,5
HH5146805,NL,5,5
HH5146806,NL,5,5
HH5146807,NL,5,5
HH5147302,NL,2,2
HH5147303,NL,2,2
HH5147304,NL,2,2
HH5147306,NL,2,2
HH5147308,NL,2,2
HH5147309,NL,2,2
HH5147310,NL,2,NA
HH5148206,NL,2,2
HH5148207,NL,2,2
HH5148208,NL,2,2
HH5148209,NL,2,2
HH5148210,NL,2,2
HH5149100,NL,4,4
HH5149101,NL,4,NA
HH5149102,NL,4,4
HH5149103,NL,4,4
HH5149104,NL,4,4
HH5149105,NL,4,4
HH5149106,NL,4,4
HH5149107,NL,4,4
HH5149108,NL,4,4
HH5149109,NL,4,4
HH5149110,NL,4,4
HH5149802,NL,1,1
HH5149803,NL,1,1
HH5149804,NL,1,1
HH5149805,NL,1,1
HH5149806,NL,1,1
HH5149807,NL,1,1
HH5149808,NL,1,1
HH5149809,NL,1,1
HH5149810,NL,1,1
HH5150102,NL,4,4
HH5150103,NL,4,4
HH5150104,NL,4,4
HH5150105,NL,4,4
HH5150106,NL,4,4
HH5150107,NL,1,1
HH5150108,NL,1,1
HH5150109,NL,1,1
HH5150110,NL,1,1
HH5150401,NL,4,NA
HH5150502,NL,4,4
HH5150503,NL,4,4
HH5150504,NL,4,4
HH5150506,NL,4,4
HH5150507,NL,4,4
HH5150508,NL,4,4
HH5150510,NL,4,4
HH5151602,NL,5,5
HH5151603,NL,5,5
HH5151604,NL,5,5
HH5151605,NL,5,5
HH5151606,NL,5,5
HH5151607,NL,5,5
HH5151608,NL,5,5
HH5151609,NL,4,4
HH5151610,NL,2,2
HH5152302,NL,2,2
HH5152303,NL,2,2
HH5152304,NL,2,2
HH5152305,NL,2,2
HH5152306,NL,2,2
HH5152307,NL,2,2
HH5152308,NL,2,2
HH5152309,NL,2,2
HH5152310,NL,2,2
HH5152800,NL,4,4
HH5152801,NL,4,NA
HH5153202,NL,6,6
HH5153203,NL,6,6
HH5153204,NL,5,6
HH5153205,NL,5,5
HH5153206,NL,5,5
HH5153207,NL,5,5
HH5153208,NL,5,5
HH5153209,NL,5,5
HH5153210,NL,5,5
HH5155100,NL,2,2
HH5155101,NL,3,NA
HH5155102,NL,3,3
HH5155103,NL,3,3
HH5155105,NL,3,3
HH5155106,NL,3,3
HH5155107,NL,3,3
HH5155902,NL,3,3
HH5155903,NL,3,3
HH5155904,NL,3,3
HH5155905,NL,3,3
HH5155906,NL,3,3
HH5156900,NL,9,12
HH5156901,NL,2,NA
HH5156902,NL,10,10
HH5156903,NL,12,12
HH5156904,NL,12,12
HH5156905,NL,12,12
HH5156906,NL,12,12
HH5156907,NL,10,10
HH5156908,NL,9,9
HH5156909,NL,12,12
HH5156910,NL,12,12
HH5157000,NL,1,3
HH5157001,NL,4,NA
HH5157002,NL,4,4
HH5157003,NL,4,4
HH5159502,NL,5,5
HH5159503,NL,5,5
HH5159504,NL,5,5
HH5159505,NL,5,5
HH5159506,NL,5,5
HH5159507,NL,5,5
HH5159508,NL,5,5
HH5159509,NL,5,5
HH5159510,NL,5,5
HH5161106,NL,1,1
HH5161107,NL,1,1
HH5161108,NL,1,1
HH5161109,NL,1,1
HH5161110,NL,1,1
HH5161706,NL,2,2
HH5161707,NL,2,2
HH5161708,NL,2,2
HH5161709,NL,2,2
HH5161710,NL,2,2
HH5162001,NL,4,NA
HH5162002,NL,4,4
HH5162003,NL,4,4
HH5162004,NL,4,4
HH5162005,NL,5,5
HH5162006,NL,5,5
HH5162007,NL,5,5
HH5162008,NL,5,5
HH5162009,NL,3,3
HH5162010,NL,2,2
HH5162506,NL,4,4
HH5162600,NL,2,2
HH5162601,NL,2,NA
HH5162602,NL,2,2
HH5162603,NL,2,2
HH5162902,NL,2,2
HH5162903,NL,2,2
HH5162904,NL,2,2
HH5162905,NL,2,2
HH5162906,NL,2,2
HH5162907,NL,2,2
HH5162908,NL,2,2
HH5162909,NL,2,2
HH5162910,NL,2,2
HH5163806,NL,5,5
HH5163807,NL,5,5
HH5163808,NL,3,3
HH5163810,NL,3,3
HH5164700,NL,2,2
HH5164701,NL,2,NA
HH5164702,NL,2,2
HH5164703,NL,2,2
HH5164704,NL,2,2
HH5164705,NL,2,2
HH5164706,NL,2,2
HH5164707,NL,2,2
HH5164708,NL,2,2
HH5164709,NL,2,2
HH5164710,NL,2,2
HH5165906,NL,1,1
HH5165907,NL,1,1
HH5165908,NL,1,1
HH5165909,NL,1,1
HH5166102,NL,2,2
HH5166103,NL,2,2
HH5166104,NL,2,2
HH5166105,NL,2,2
HH5166106,NL,2,2
HH5166107,NL,2,2
HH5166108,NL,2,2
HH5166109,NL,2,2
HH5166110,NL,2,2
HH5167700,NL,2,4
HH5167701,NL,4,NA
HH5167702,NL,4,4
HH5167703,NL,5,5
HH5167704,NL,3,3
HH5167705,NL,3,3
HH5167706,NL,3,3
HH5168302,NL,2,2
HH5168303,NL,2,2
HH5168304,NL,2,2
HH5168305,NL,2,2
HH5168306,NL,2,2
HH5168307,NL,2,2
HH5168308,NL,2,2
HH5168309,NL,2,2
HH5168310,NL,2,2
HH5169202,NL,2,2
HH5169203,NL,2,2
HH5169204,NL,2,2
HH5169205,NL,2,2
HH5169206,NL,2,2
HH5169207,NL,2,2
HH5169208,NL,2,2
HH5169209,NL,2,2
HH5169210,NL,2,2
HH5170002,NL,2,2
HH5170003,NL,2,2
HH5170004,NL,2,2
HH5170006,NL,2,2
HH5170007,NL,2,2
HH5170008,NL,2,2
HH5170009,NL,2,2
HH5170300,NL,1,2
HH5170301,NL,2,NA
HH5170302,NL,2,2
HH5170303,NL,2,2
HH5170304,NL,2,2
HH5170305,NL,2,2
HH5170306,NL,2,2
HH5170307,NL,2,2
HH5170308,NL,2,2
HH5170309,NL,2,2
HH5170310,NL,2,2
HH5170702,NL,2,2
HH5170703,NL,2,2
HH5170704,NL,2,2
HH5170705,NL,2,2
HH5170706,NL,2,2
HH5170707,NL,2,2
HH5170708,NL,2,2
HH5170709,NL,2,2
HH5170710,NL,2,2
HH5171900,NL,2,2
HH5171901,NL,2,NA
HH5172306,NL,4,4
HH5172307,NL,4,4
HH5172308,NL,4,4
HH5172309,NL,4,4
HH5172310,NL,4,4
HH5172906,NL,2,2
HH5172907,NL,2,2
HH5172908,NL,2,2
HH5172909,NL,2,2
HH5172910,NL,2,2
HH5177102,NL,3,3
HH5177103,NL,2,2
HH5177104,NL,2,2
HH5177105,NL,2,2
HH5177106,NL,2,2
HH5177200,NL,2,2
HH5177201,NL,4,NA
HH5177202,NL,4,4
HH5177203,NL,4,4
HH5177204,NL,4,4
HH5177205,NL,4,4
HH5177206,NL,4,4
HH5177207,NL,4,4
HH5177208,NL,4,4
HH5177209,NL,4,4
HH5177210,NL,4,4
HH5177302,NL,4,4
HH5177303,NL,4,4
HH5177304,NL,4,4
HH5177305,NL,4,4
HH5177306,NL,4,4
HH5177307,NL,4,4
HH5177308,NL,4,4
HH5177309,NL,4,4
HH5177310,NL,4,4
HH5178206,NL,3,3
HH5179502,NL,2,2
HH5179503,NL,2,2
HH5179504,NL,2,2
HH5179505,NL,2,2
HH5179506,NL,2,2
HH5179507,NL,2,2
HH5179508,NL,2,2
HH5179509,NL,2,2
HH5179510,NL,2,2
HH5181302,NL,4,4
HH5181303,NL,4,4
HH5181304,NL,4,4
HH5183002,NL,2,2
HH5183003,NL,2,2
HH5183004,NL,2,2
HH5183005,NL,2,2
HH5183006,NL,2,2
HH5183007,NL,2,2
HH5183008,NL,2,2
HH5183009,NL,2,2
HH5183010,NL,2,2
HH5183306,NL,4,4
HH5183806,NL,4,4
HH5183807,NL,4,4
HH5183808,NL,4,4
HH5183809,NL,4,4
HH5183810,NL,4,4
HH5185200,NL,1,1
HH5185201,NL,2,NA
HH5185202,NL,2,2
HH5185203,NL,2,2
HH5185204,NL,2,2
HH5185206,NL,2,2
HH5186402,NL,2,2
HH5186403,NL,2,2
HH5186404,NL,2,2
HH5186405,NL,2,2
HH5186406,NL,2,2
HH5186407,NL,2,2
HH5186408,NL,2,2
HH5186409,NL,2,2
HH5186500,NL,5,5
HH5186501,NL,5,NA
HH5186502,NL,5,5
HH5186503,NL,5,5
HH5186505,NL,5,5
HH5187102,NL,4,4
HH5187103,NL,4,4
HH5187104,NL,4,4
HH5187105,NL,4,4
HH5187106,NL,4,4
HH5187107,NL,4,4
HH5187108,NL,4,4
HH5187109,NL,4,4
HH5187110,NL,4,4
HH5187202,NL,5,5
HH5187203,NL,5,5
HH5187204,NL,5,5
HH5187206,NL,5,5
HH5187209,NL,5,5
HH5187210,NL,5,5
HH5187806,NL,2,2
HH5187807,NL,2,2
HH5187808,NL,2,2
HH5187809,NL,2,2
HH5187810,NL,2,2
HH5188302,NL,2,2
HH5188303,NL,2,2
HH5188304,NL,2,2
HH5188305,NL,2,2
HH5188306,NL,2,2
HH5188307,NL,2,2
HH5188308,NL,2,2
HH5188309,NL,2,2
HH5188310,NL,2,2
HH5189902,NL,3,3
HH5189903,NL,2,2
HH5189904,NL,2,2
HH5189905,NL,2,2
HH5189906,NL,2,2
HH5189907,NL,2,2
HH5189908,NL,2,2
HH5189910,NL,2,2
HH5190200,NL,2,2
HH5190201,NL,3,NA
HH5190202,NL,3,3
HH5190203,NL,3,3
HH5190204,NL,3,3
HH5190606,NL,4,4
HH5193002,NL,3,3
HH5194106,NL,4,4
HH5194107,NL,4,4
HH5194108,NL,4,4
HH5194109,NL,4,4
HH5194110,NL,4,4
HH5194706,NL,5,5
HH5194707,NL,5,5
HH5194708,NL,5,5
HH5194709,NL,5,5
HH5194710,NL,5,5
HH5195506,NL,4,4
HH5195507,NL,4,4
HH5195508,NL,4,4
HH5195509,NL,4,4
HH5198600,NL,1,NA
HH5198601,NL,6,NA
HH5198603,NL,6,6
HH5198604,NL,6,6
HH5198605,NL,6,6
HH5198606,NL,6,6
HH5198607,NL,6,6
HH5199702,NL,2,2
HH5199703,NL,2,2
HH5199704,NL,2,2
HH5199705,NL,2,2
HH5199706,NL,2,2
HH5199707,NL,2,2
HH5199709,NL,2,2
HH5199710,NL,2,2
HH5200106,NL,7,7
HH5200107,NL,7,7
HH5200108,NL,7,7
HH5200109,NL,7,7
HH5200110,NL,7,7
HH5200906,NL,1,1
HH5200907,NL,1,1
HH5200908,NL,1,1
HH5200909,NL,1,1
HH5200910,NL,1,1
HH5203102,NL,2,2
HH5203103,NL,2,2
HH5203104,NL,2,2
HH5203105,NL,2,2
HH5203106,NL,2,2
HH5203107,NL,2,2
HH5203108,NL,2,2
HH5203109,NL,2,2
HH5203110,NL,2,2
HH5203700,NL,4,4
HH5203701,NL,4,NA
HH5203702,NL,4,4
HH5203703,NL,4,4
HH5203704,NL,4,4
HH5203705,NL,4,4
HH5203706,NL,4,4
HH5203707,NL,4,4
HH5203708,NL,4,4
HH5203709,NL,4,4
HH5203710,NL,4,4
HH5205902,NL,3,3
HH5205903,NL,3,3
HH5206606,NL,1,1
HH5206607,NL,2,1
HH5206609,NL,1,1
HH5208106,NL,2,2
HH5208107,NL,2,2
HH5208108,NL,2,2
HH5208806,NL,5,5
HH5208807,NL,5,5
HH5208808,NL,5,5
HH5209200,NL,2,2
HH5209201,NL,2,NA
HH5209202,NL,2,2
HH5209203,NL,2,2
HH5209205,NL,2,2
HH5209206,NL,2,2
HH5209208,NL,2,2
HH5209800,NL,4,4
HH5209801,NL,4,NA
HH5209802,NL,4,4
HH5209803,NL,4,4
HH5209804,NL,4,4
HH5209805,NL,4,4
HH5209806,NL,4,4
HH5209807,NL,4,4
HH5209809,NL,4,4
HH5209810,NL,4,4
HH5211006,NL,3,3
HH5211007,NL,3,3
HH5211008,NL,3,3
HH5211009,NL,3,3
HH5211010,NL,3,3
HH5211100,NL,2,2
HH5211101,NL,2,NA
HH5211102,NL,2,2
HH5211104,NL,2,2
HH5211105,NL,2,2
HH5211106,NL,2,2
HH5211107,NL,2,2
HH5211108,NL,2,2
HH5211109,NL,2,2
HH5211400,NL,2,3
HH5211401,NL,3,NA
HH5211402,NL,3,3
HH5211405,NL,3,3
HH5211602,NL,2,2
HH5211603,NL,2,2
HH5211604,NL,2,2
HH5211605,NL,2,2
HH5211606,NL,2,2
HH5211607,NL,2,2
HH5211608,NL,2,2
HH5211609,NL,2,2
HH5211610,NL,2,2
HH5212000,NL,5,5
HH5212001,NL,4,NA
HH5212004,NL,5,5
HH5212601,NL,5,NA
HH5212602,NL,3,3
HH5212603,NL,3,3
HH5212604,NL,4,4
HH5212605,NL,4,4
HH5212802,NL,2,2
HH5212803,NL,2,2
HH5212804,NL,3,3
HH5212805,NL,2,2
HH5212806,NL,2,2
HH5212807,NL,2,2
HH5212808,NL,2,2
HH5212809,NL,2,2
HH5212810,NL,2,2
HH5213202,NL,5,5
HH5213203,NL,5,5
HH5213205,NL,6,6
HH5213206,NL,6,6
HH5213207,NL,6,6
HH5213208,NL,6,6
HH5213209,NL,6,6
HH5214100,NL,2,2
HH5214101,NL,2,NA
HH5214102,NL,2,2
HH5214103,NL,2,2
HH5214104,NL,2,2
HH5214105,NL,2,2
HH5214106,NL,2,2
HH5214107,NL,2,2
HH5214108,NL,2,2
HH5214109,NL,2,2
HH5214110,NL,3,3
HH5214300,NL,3,3
HH5214301,NL,4,NA
HH5214302,NL,4,4
HH5214303,NL,4,4
HH5214304,NL,4,4
HH5214305,NL,4,4
HH5214306,NL,4,4
HH5214307,NL,4,4
HH5214308,NL,4,4
HH5214309,NL,4,4
HH5214310,NL,4,4
HH5215402,NL,2,2
HH5215403,NL,2,2
HH5215404,NL,2,2
HH5215405,NL,2,2
HH5215406,NL,2,2
HH5215407,NL,2,2
HH5215408,NL,2,2
HH5215409,NL,2,2
HH5215410,NL,2,2
HH5216502,NL,4,4
HH5216503,NL,4,4
HH5216504,NL,4,4
HH5216505,NL,4,4
HH5216506,NL,4,4
HH5216508,NL,4,4
HH5216509,NL,4,4
HH5216510,NL,4,4
HH5217300,NL,3,2
HH5217301,NL,2,NA
HH5217302,NL,2,2
HH5217303,NL,2,2
HH5217304,NL,2,2
HH5217305,NL,1,1
HH5217306,NL,1,1
HH5217307,NL,1,1
HH5217308,NL,1,1
HH5217309,NL,1,1
HH5217310,NL,1,1
HH5217502,NL,2,2
HH5217600,NL,3,3
HH5217601,NL,1,NA
HH5217602,NL,1,1
HH5217603,NL,1,1
HH5217604,NL,1,1
HH5217605,NL,1,1
HH5217606,NL,1,1
HH5217607,NL,1,1
HH5217608,NL,1,1
HH5217609,NL,1,1
HH5217610,NL,3,3
HH5220306,NL,3,3
HH5220307,NL,3,3
HH5220308,NL,3,3
HH5220309,NL,3,3
HH5220310,NL,3,3
HH5220406,NL,4,4
HH5220802,NL,2,2
HH5220803,NL,2,2
HH5220804,NL,2,2
HH5220805,NL,2,2
HH5220806,NL,2,2
HH5220807,NL,2,2
HH5220808,NL,2,2
HH5220809,NL,2,2
HH5220810,NL,2,2
HH5223302,NL,4,4
HH5223303,NL,4,4
HH5223304,NL,4,4
HH5224506,NL,4,4
HH5224507,NL,4,4
HH5224508,NL,4,4
HH5224509,NL,4,4
HH5224510,NL,4,4
HH5226006,NL,6,6
HH5226007,NL,5,5
HH5226008,NL,5,5
HH5226009,NL,6,6
HH5226010,NL,6,6
HH5227306,NL,2,2
HH5227307,NL,2,2
HH5227308,NL,2,2
HH5227309,NL,2,2
HH5227310,NL,2,2
HH5228406,NL,4,4
HH5228407,NL,4,4
HH5228408,NL,4,4
HH5228409,NL,4,4
HH5228410,NL,4,4
HH5228800,NL,1,NA
HH5228801,NL,2,NA
HH5228802,NL,1,1
HH5228804,NL,1,1
HH5229702,NL,3,3
HH5229703,NL,3,3
HH5229704,NL,3,3
HH5230202,NL,3,3
HH5230203,NL,3,3
HH5230204,NL,3,3
HH5230205,NL,3,3
HH5230206,NL,3,3
HH5230207,NL,3,3
HH5230208,NL,3,3
HH5230209,NL,3,3
HH5230210,NL,3,3
HH5230600,NL,3,3
HH5230601,NL,3,NA
HH5230602,NL,3,3
HH5230603,NL,3,3
HH5230604,NL,3,3
HH5230605,NL,3,3
HH5230606,NL,3,3
HH5231402,NL,2,2
HH5231403,NL,2,2
HH5231404,NL,2,2
HH5231405,NL,2,2
HH5231406,NL,2,2
HH5231407,NL,3,3
HH5231408,NL,2,2
HH5231409,NL,2,2
HH5231410,NL,2,2
HH5231702,NL,2,2
HH5231703,NL,3,3
HH5231704,NL,2,2
HH5231705,NL,3,3
HH5231706,NL,3,3
HH5231707,NL,2,2
HH5231708,NL,2,2
HH5231709,NL,3,3
HH5231710,NL,2,2
HH5232502,NL,1,2
HH5232503,NL,2,2
HH5232504,NL,2,2
HH5232505,NL,2,2
HH5232506,NL,2,2
HH5232507,NL,2,2
HH5232508,NL,2,2
HH5232509,NL,2,2
HH5232510,NL,2,2
HH5232902,NL,1,1
HH5232903,NL,1,1
HH5232904,NL,1,1
HH5232905,NL,1,1
HH5232906,NL,1,1
HH5232907,NL,1,1
HH5232908,NL,1,1
HH5232909,NL,2,2
HH5232910,NL,2,2
HH5233902,NL,2,2
HH5233903,NL,2,2
HH5233904,NL,2,2
HH5233905,NL,2,2
HH5233906,NL,2,2
HH5233907,NL,2,2
HH5233908,NL,2,2
HH5233909,NL,2,2
HH5233910,NL,2,2
HH5234906,NL,4,4
HH5234907,NL,4,4
HH5234908,NL,4,4
HH5234909,NL,4,4
HH5234910,NL,4,4
HH5235002,NL,4,4
HH5235003,NL,4,4
HH5235004,NL,4,4
HH5235005,NL,4,4
HH5235006,NL,4,4
HH5235007,NL,4,4
HH5235008,NL,4,4
HH5235009,NL,4,4
HH5235010,NL,4,4
HH5237202,NL,3,3
HH5237203,NL,3,3
HH5237204,NL,3,3
HH5237205,NL,3,3
HH5237206,NL,3,3
HH5237207,NL,3,3
HH5237208,NL,2,2
HH5237209,NL,2,2
HH5237210,NL,2,2
HH5238102,NL,3,3
HH5238103,NL,3,3
HH5238104,NL,3,3
HH5239106,NL,1,1
HH5239107,NL,1,1
HH5239108,NL,1,1
HH5239109,NL,1,NA
HH5239110,NL,1,1
HH5239300,NL,3,3
HH5239301,NL,2,NA
HH5239302,NL,2,2
HH5239303,NL,2,2
HH5239304,NL,2,2
HH5239305,NL,2,2
HH5239306,NL,2,2
HH5239307,NL,2,2
HH5239308,NL,2,2
HH5239309,NL,2,2
