cont_id,wave,studyDay
3641_1_2_36,1,2
3641_1_2_37,1,2
3641_1_2_38,1,2
3641_1_2_39,1,2
3641_1_2_40,1,2
3654_1_1_1,1,1
3654_1_1_2,1,1
3654_1_1_3,1,1
3654_1_1_4,1,1
3654_1_1_5,1,1
3654_1_1_6,1,1
3654_1_1_7,1,1
3654_1_1_8,1,1
3654_1_1_9,1,1
3654_1_1_10,1,1
3654_1_1_11,1,1
3654_1_2_1,1,2
3654_1_2_2,1,2
3654_1_2_3,1,2
3654_1_2_4,1,2
3654_1_2_5,1,2
3654_1_2_6,1,2
3654_1_2_7,1,2
3654_1_2_8,1,2
3654_1_2_9,1,2
3654_1_2_10,1,2
3654_1_2_11,1,2
3654_1_2_12,1,2
3654_1_2_13,1,2
10755_2_1_1,2,1
10755_2_1_2,2,1
10755_2_1_3,2,1
10755_2_1_4,2,1
10755_2_1_5,2,1
10755_2_1_6,2,1
10755_2_2_1,2,2
10755_2_2_2,2,2
10755_2_2_3,2,2
10755_2_2_4,2,2
10755_2_2_5,2,2
1754_2_1_1,2,1
1754_2_1_2,2,1
1754_2_1_3,2,1
1754_2_1_4,2,1
1754_2_1_5,2,1
1754_2_1_6,2,1
1754_2_1_7,2,1
1754_2_1_8,2,1
1754_2_1_9,2,1
1754_2_1_10,2,1
1754_2_1_11,2,1
1754_2_1_12,2,1
1754_2_1_13,2,1
1754_2_1_14,2,1
1754_2_1_15,2,1
1754_2_1_16,2,1
1754_2_1_17,2,1
1754_2_1_18,2,1
1754_2_1_19,2,1
1754_2_1_20,2,1
1754_2_2_1,2,2
1754_2_2_2,2,2
1754_2_2_3,2,2
1754_2_2_4,2,2
1754_2_2_5,2,2
1754_2_2_6,2,2
1754_2_2_7,2,2
1754_2_2_8,2,2
1754_2_2_9,2,2
1754_2_2_10,2,2
1754_2_2_11,2,2
1754_2_2_12,2,2
1754_2_2_13,2,2
1754_2_2_14,2,2
1754_2_2_15,2,2
1754_2_2_16,2,2
1754_2_2_17,2,2
1754_2_2_18,2,2
9979_2_1_1,2,1
9979_2_1_2,2,1
9979_2_1_3,2,1
9979_2_1_4,2,1
9979_2_1_5,2,1
9979_2_2_1,2,2
9979_2_2_2,2,2
9979_2_2_3,2,2
9979_2_2_4,2,2
9979_2_2_5,2,2
9979_2_2_6,2,2
9979_2_2_7,2,2
9979_2_2_8,2,2
9979_2_2_9,2,2
9979_2_2_10,2,2
9979_2_2_11,2,2
9979_2_2_12,2,2
9979_2_2_13,2,2
9979_2_2_14,2,2
9979_2_2_15,2,2
9979_2_2_16,2,2
9979_2_2_17,2,2
9979_2_2_18,2,2
9979_2_2_19,2,2
9979_2_2_20,2,2
9979_2_2_21,2,2
9979_2_2_22,2,2
9979_2_2_23,2,2
9979_2_2_24,2,2
9979_2_2_25,2,2
9979_2_2_26,2,2
9979_2_2_27,2,2
9979_2_2_28,2,2
9979_2_2_29,2,2
9979_2_2_30,2,2
9979_2_2_31,2,2
9979_2_2_32,2,2
16614_2_1_1,2,1
16614_2_1_2,2,1
16614_2_1_3,2,1
16614_2_1_4,2,1
16614_2_1_5,2,1
16614_2_1_6,2,1
16614_2_1_7,2,1
16614_2_1_8,2,1
16614_2_1_9,2,1
16614_2_2_1,2,2
16614_2_2_2,2,2
16614_2_2_3,2,2
16614_2_2_4,2,2
16614_2_2_5,2,2
16614_2_2_6,2,2
16614_2_2_7,2,2
16614_2_2_8,2,2
16614_2_2_9,2,2
16614_2_2_10,2,2
16614_2_2_11,2,2
16614_2_2_12,2,2
17187_2_1_1,2,1
17187_2_1_2,2,1
17187_2_1_3,2,1
17187_2_1_4,2,1
17187_2_1_5,2,1
17187_2_1_6,2,1
17187_2_2_1,2,2
17187_2_2_2,2,2
17187_2_2_3,2,2
17187_2_2_4,2,2
17187_2_2_5,2,2
17187_2_2_6,2,2
17187_2_2_7,2,2
17187_2_2_8,2,2
17187_2_2_9,2,2
17187_2_2_10,2,2
17187_2_2_11,2,2
17187_2_2_12,2,2
17187_2_2_13,2,2
17187_2_2_14,2,2
17187_2_2_15,2,2
17187_2_2_16,2,2
17187_2_2_17,2,2
17187_2_2_18,2,2
17187_2_2_19,2,2
12116_2_1_1,2,1
12116_2_1_2,2,1
12116_2_1_3,2,1
12116_2_1_4,2,1
12116_2_1_5,2,1
12116_2_1_6,2,1
12116_2_1_7,2,1
12116_2_1_8,2,1
12116_2_1_9,2,1
12116_2_1_10,2,1
12116_2_1_11,2,1
12116_2_1_12,2,1
12116_2_1_13,2,1
12116_2_1_14,2,1
12116_2_1_15,2,1
12116_2_1_16,2,1
12116_2_1_17,2,1
12116_2_1_18,2,1
12116_2_1_19,2,1
12116_2_1_20,2,1
12116_2_1_21,2,1
12116_2_1_22,2,1
12116_2_1_23,2,1
12116_2_1_24,2,1
12116_2_1_25,2,1
12116_2_1_26,2,1
12116_2_2_1,2,2
12116_2_2_2,2,2
12116_2_2_3,2,2
12116_2_2_4,2,2
12116_2_2_5,2,2
12116_2_2_6,2,2
12116_2_2_7,2,2
12116_2_2_8,2,2
12116_2_2_9,2,2
12116_2_2_10,2,2
12116_2_2_11,2,2
12116_2_2_12,2,2
12116_2_2_13,2,2
12116_2_2_14,2,2
12116_2_2_15,2,2
12116_2_2_16,2,2
17548_2_1_1,2,1
17548_2_1_2,2,1
17548_2_2_1,2,2
17548_2_2_2,2,2
4599_2_1_1,2,1
4599_2_1_2,2,1
4599_2_1_3,2,1
4599_2_1_4,2,1
4599_2_1_5,2,1
4599_2_2_1,2,2
4599_2_2_2,2,2
4599_2_2_3,2,2
4599_2_2_4,2,2
4599_2_2_5,2,2
4599_2_2_6,2,2
4599_2_2_7,2,2
17017_2_1_1,2,1
17017_2_1_2,2,1
17017_2_1_3,2,1
17017_2_1_4,2,1
17017_2_1_5,2,1
17017_2_1_6,2,1
17017_2_1_7,2,1
17017_2_1_8,2,1
17017_2_1_9,2,1
17017_2_1_10,2,1
17017_2_1_11,2,1
17017_2_1_12,2,1
17017_2_1_13,2,1
17017_2_1_14,2,1
17017_2_1_15,2,1
17017_2_1_16,2,1
17017_2_1_17,2,1
17017_2_2_1,2,2
17017_2_2_2,2,2
17017_2_2_3,2,2
17017_2_2_4,2,2
17017_2_2_5,2,2
17017_2_2_6,2,2
17017_2_2_7,2,2
17017_2_2_8,2,2
17017_2_2_9,2,2
17017_2_2_10,2,2
17017_2_2_11,2,2
17017_2_2_12,2,2
16317_2_1_1,2,1
16317_2_1_2,2,1
16317_2_1_3,2,1
16317_2_1_4,2,1
16317_2_1_5,2,1
16317_2_1_6,2,1
16317_2_1_7,2,1
16317_2_1_8,2,1
16317_2_1_9,2,1
16317_2_1_10,2,1
16317_2_1_11,2,1
16317_2_1_12,2,1
16317_2_1_13,2,1
16317_2_1_14,2,1
16317_2_1_15,2,1
16317_2_1_16,2,1
16317_2_1_17,2,1
16317_2_1_18,2,1
16317_2_1_19,2,1
16317_2_1_20,2,1
16317_2_1_21,2,1
16317_2_1_22,2,1
16317_2_2_1,2,2
16317_2_2_2,2,2
16317_2_2_3,2,2
16317_2_2_4,2,2
16317_2_2_5,2,2
16317_2_2_6,2,2
16317_2_2_7,2,2
16317_2_2_8,2,2
16317_2_2_9,2,2
16317_2_2_10,2,2
16317_2_2_11,2,2
14438_2_1_1,2,1
14438_2_1_2,2,1
14438_2_1_3,2,1
14438_2_1_4,2,1
14438_2_1_5,2,1
14438_2_1_6,2,1
14438_2_1_7,2,1
14438_2_2_1,2,2
14438_2_2_2,2,2
14438_2_2_3,2,2
14438_2_2_4,2,2
14438_2_2_5,2,2
14438_2_2_6,2,2
14438_2_2_7,2,2
14438_2_2_8,2,2
14438_2_2_9,2,2
14438_2_2_10,2,2
14438_2_2_11,2,2
14438_2_2_12,2,2
14438_2_2_13,2,2
14438_2_2_14,2,2
14438_2_2_15,2,2
14438_2_2_16,2,2
15538_2_1_1,2,1
15538_2_1_2,2,1
15538_2_1_3,2,1
15538_2_1_4,2,1
15538_2_1_5,2,1
15538_2_1_6,2,1
15538_2_1_7,2,1
15538_2_1_8,2,1
15538_2_2_1,2,2
15538_2_2_2,2,2
15538_2_2_3,2,2
15538_2_2_4,2,2
15538_2_2_5,2,2
15538_2_2_6,2,2
15538_2_2_7,2,2
15538_2_2_8,2,2
14768_2_1_1,2,1
14768_2_1_2,2,1
14768_2_1_3,2,1
14768_2_1_4,2,1
14768_2_1_5,2,1
14768_2_1_6,2,1
14768_2_1_7,2,1
14768_2_1_8,2,1
14768_2_1_9,2,1
14768_2_1_10,2,1
14768_2_1_11,2,1
14768_2_1_12,2,1
14768_2_1_13,2,1
14768_2_1_14,2,1
14768_2_1_15,2,1
14768_2_1_16,2,1
14768_2_1_17,2,1
14768_2_1_18,2,1
14768_2_1_19,2,1
14768_2_1_20,2,1
14768_2_1_21,2,1
14768_2_1_22,2,1
14768_2_1_23,2,1
14768_2_1_24,2,1
14768_2_1_25,2,1
14768_2_1_26,2,1
14768_2_1_27,2,1
14768_2_1_28,2,1
14768_2_1_29,2,1
14768_2_1_30,2,1
14768_2_1_31,2,1
14768_2_1_32,2,1
14768_2_1_33,2,1
14768_2_1_34,2,1
14768_2_1_35,2,1
14768_2_1_36,2,1
14768_2_1_37,2,1
14768_2_1_38,2,1
14768_2_1_39,2,1
14768_2_1_40,2,1
14768_2_2_1,2,2
14768_2_2_2,2,2
14768_2_2_3,2,2
14768_2_2_4,2,2
14768_2_2_5,2,2
14768_2_2_6,2,2
14768_2_2_7,2,2
5219_2_1_1,2,1
5219_2_1_2,2,1
5219_2_1_3,2,1
5219_2_2_1,2,2
5219_2_2_2,2,2
5219_2_2_3,2,2
5219_2_2_4,2,2
564_2_1_1,2,1
564_2_1_2,2,1
564_2_1_3,2,1
564_2_1_4,2,1
564_2_1_5,2,1
564_2_1_6,2,1
564_2_1_7,2,1
564_2_1_8,2,1
564_2_1_9,2,1
564_2_1_10,2,1
564_2_1_11,2,1
564_2_1_12,2,1
564_2_1_13,2,1
564_2_1_14,2,1
564_2_1_15,2,1
564_2_1_16,2,1
564_2_1_17,2,1
564_2_1_18,2,1
564_2_1_19,2,1
564_2_1_20,2,1
564_2_1_21,2,1
564_2_2_1,2,2
564_2_2_2,2,2
564_2_2_3,2,2
564_2_2_4,2,2
564_2_2_5,2,2
564_2_2_6,2,2
564_2_2_7,2,2
564_2_2_8,2,2
564_2_2_9,2,2
564_2_2_10,2,2
564_2_2_11,2,2
564_2_2_12,2,2
564_2_2_13,2,2
564_2_2_14,2,2
564_2_2_15,2,2
10564_2_1_1,2,1
10564_2_1_2,2,1
13123_2_1_1,2,1
13123_2_1_2,2,1
13123_2_1_3,2,1
13123_2_1_4,2,1
13123_2_1_5,2,1
13123_2_1_6,2,1
13123_2_1_7,2,1
13123_2_1_8,2,1
13123_2_1_9,2,1
13123_2_1_10,2,1
13123_2_1_11,2,1
13123_2_1_12,2,1
13123_2_1_13,2,1
13123_2_1_14,2,1
13123_2_1_15,2,1
13123_2_1_16,2,1
13123_2_1_17,2,1
13123_2_1_18,2,1
13123_2_1_19,2,1
13123_2_1_20,2,1
13123_2_1_21,2,1
13123_2_1_22,2,1
13123_2_1_23,2,1
13123_2_1_24,2,1
13123_2_1_25,2,1
13123_2_1_26,2,1
13123_2_1_27,2,1
13123_2_1_28,2,1
13123_2_1_29,2,1
13123_2_1_30,2,1
13123_2_1_31,2,1
13123_2_1_32,2,1
13123_2_1_33,2,1
13123_2_1_34,2,1
13123_2_1_35,2,1
13123_2_1_36,2,1
13123_2_1_37,2,1
13123_2_1_38,2,1
13123_2_1_39,2,1
13123_2_1_40,2,1
13123_2_2_1,2,2
13123_2_2_2,2,2
13123_2_2_3,2,2
13123_2_2_4,2,2
13123_2_2_5,2,2
13123_2_2_6,2,2
13123_2_2_7,2,2
13123_2_2_8,2,2
13123_2_2_9,2,2
13123_2_2_10,2,2
13123_2_2_11,2,2
13123_2_2_12,2,2
13123_2_2_13,2,2
13123_2_2_14,2,2
13123_2_2_15,2,2
13123_2_2_16,2,2
13123_2_2_17,2,2
13123_2_2_18,2,2
13123_2_2_19,2,2
13123_2_2_20,2,2
13123_2_2_21,2,2
13123_2_2_22,2,2
13123_2_2_23,2,2
13123_2_2_24,2,2
13123_2_2_25,2,2
13123_2_2_26,2,2
13123_2_2_27,2,2
13123_2_2_28,2,2
13123_2_2_29,2,2
13123_2_2_30,2,2
13123_2_2_31,2,2
13123_2_2_32,2,2
13123_2_2_33,2,2
13123_2_2_34,2,2
13123_2_2_35,2,2
13123_2_2_36,2,2
13123_2_2_37,2,2
13123_2_2_38,2,2
13123_2_2_39,2,2
13123_2_2_40,2,2
6758_2_1_1,2,1
6758_2_1_2,2,1
6758_2_1_3,2,1
6758_2_1_4,2,1
6758_2_1_5,2,1
6758_2_1_6,2,1
6758_2_1_7,2,1
6758_2_1_8,2,1
6758_2_1_9,2,1
6758_2_1_10,2,1
6758_2_1_11,2,1
6758_2_1_12,2,1
6758_2_2_1,2,2
6758_2_2_2,2,2
6758_2_2_3,2,2
6758_2_2_4,2,2
6758_2_2_5,2,2
6758_2_2_6,2,2
6758_2_2_7,2,2
5307_2_1_1,2,1
5307_2_1_2,2,1
5307_2_1_3,2,1
5307_2_1_4,2,1
5307_2_2_1,2,2
5307_2_2_2,2,2
5307_2_2_3,2,2
5307_2_2_4,2,2
10102_2_1_1,2,1
10102_2_1_2,2,1
10102_2_1_3,2,1
10102_2_1_4,2,1
10102_2_1_5,2,1
10102_2_1_6,2,1
10102_2_1_7,2,1
10102_2_1_8,2,1
10102_2_1_9,2,1
10102_2_1_10,2,1
10102_2_1_11,2,1
10102_2_1_12,2,1
10102_2_1_13,2,1
10102_2_1_14,2,1
10102_2_1_15,2,1
10102_2_2_1,2,2
10102_2_2_2,2,2
10102_2_2_3,2,2
10102_2_2_4,2,2
10102_2_2_5,2,2
10102_2_2_6,2,2
10102_2_2_7,2,2
10102_2_2_8,2,2
10102_2_2_9,2,2
10102_2_2_10,2,2
10102_2_2_11,2,2
10102_2_2_12,2,2
10102_2_2_13,2,2
10102_2_2_14,2,2
10102_2_2_15,2,2
10102_2_2_16,2,2
10102_2_2_17,2,2
10102_2_2_18,2,2
10102_2_2_19,2,2
10102_2_2_20,2,2
8953_2_1_1,2,1
8953_2_1_2,2,1
8953_2_1_3,2,1
8953_2_1_4,2,1
8953_2_1_5,2,1
8953_2_1_6,2,1
8953_2_1_7,2,1
8953_2_1_8,2,1
8953_2_1_9,2,1
8953_2_1_10,2,1
8953_2_1_11,2,1
8953_2_1_12,2,1
8953_2_1_13,2,1
8953_2_1_14,2,1
8953_2_1_15,2,1
8953_2_1_16,2,1
8953_2_1_17,2,1
8953_2_1_18,2,1
8953_2_1_19,2,1
8953_2_1_20,2,1
8953_2_1_21,2,1
8953_2_1_22,2,1
8953_2_1_23,2,1
8953_2_1_24,2,1
8953_2_1_25,2,1
8953_2_1_26,2,1
8953_2_1_27,2,1
8953_2_1_28,2,1
8953_2_1_29,2,1
8953_2_1_30,2,1
8953_2_1_31,2,1
8953_2_1_32,2,1
8953_2_1_33,2,1
8953_2_1_34,2,1
8953_2_1_35,2,1
8953_2_2_1,2,2
8953_2_2_2,2,2
8953_2_2_3,2,2
8953_2_2_4,2,2
8953_2_2_5,2,2
8953_2_2_6,2,2
8953_2_2_7,2,2
8953_2_2_8,2,2
8953_2_2_9,2,2
6424_2_1_1,2,1
6424_2_1_2,2,1
6424_2_1_3,2,1
6424_2_1_4,2,1
6424_2_1_5,2,1
6424_2_1_6,2,1
6424_2_1_7,2,1
6424_2_1_8,2,1
6424_2_1_9,2,1
6424_2_1_10,2,1
6424_2_1_11,2,1
6424_2_1_12,2,1
6424_2_1_13,2,1
6424_2_1_14,2,1
6424_2_1_15,2,1
6424_2_1_16,2,1
6424_2_1_17,2,1
6424_2_1_18,2,1
6424_2_1_19,2,1
6424_2_1_20,2,1
6424_2_1_21,2,1
6424_2_1_22,2,1
6424_2_1_23,2,1
6424_2_1_24,2,1
6424_2_1_25,2,1
6424_2_1_26,2,1
6424_2_2_1,2,2
6424_2_2_2,2,2
6424_2_2_3,2,2
6424_2_2_4,2,2
6424_2_2_5,2,2
6424_2_2_6,2,2
6424_2_2_7,2,2
6424_2_2_8,2,2
6424_2_2_9,2,2
6424_2_2_10,2,2
6424_2_2_11,2,2
6424_2_2_12,2,2
6424_2_2_13,2,2
6424_2_2_14,2,2
6424_2_2_15,2,2
6424_2_2_16,2,2
6195_2_1_1,2,1
6195_2_1_2,2,1
6195_2_1_3,2,1
6195_2_1_4,2,1
6195_2_1_5,2,1
6195_2_1_6,2,1
6195_2_1_7,2,1
6195_2_2_1,2,2
6195_2_2_2,2,2
6195_2_2_3,2,2
6195_2_2_4,2,2
6195_2_2_5,2,2
5105_2_1_1,2,1
5105_2_1_2,2,1
5105_2_1_3,2,1
5105_2_1_4,2,1
5105_2_2_1,2,2
5105_2_2_2,2,2
5105_2_2_3,2,2
5105_2_2_4,2,2
17305_2_1_1,2,1
17305_2_1_2,2,1
17305_2_1_3,2,1
17305_2_1_4,2,1
17305_2_1_5,2,1
17305_2_2_1,2,2
6490_2_1_1,2,1
6490_2_1_2,2,1
6490_2_1_3,2,1
6490_2_1_4,2,1
6490_2_1_5,2,1
6490_2_1_6,2,1
6490_2_1_7,2,1
6490_2_2_1,2,2
6490_2_2_2,2,2
6490_2_2_3,2,2
6490_2_2_4,2,2
6490_2_2_5,2,2
6490_2_2_6,2,2
6490_2_2_7,2,2
6490_2_2_8,2,2
10696_2_1_1,2,1
10696_2_1_2,2,1
10696_2_2_1,2,2
10696_2_2_2,2,2
10696_2_2_3,2,2
10696_2_2_4,2,2
10696_2_2_5,2,2
5673_2_1_1,2,1
5673_2_1_2,2,1
5673_2_1_3,2,1
5673_2_1_4,2,1
5673_2_1_5,2,1
5673_2_1_6,2,1
5673_2_1_7,2,1
5673_2_1_8,2,1
5673_2_1_9,2,1
5673_2_1_10,2,1
5673_2_1_11,2,1
5673_2_1_12,2,1
5673_2_1_13,2,1
5673_2_2_1,2,2
5673_2_2_2,2,2
5673_2_2_3,2,2
12510_2_1_1,2,1
12510_2_1_2,2,1
12510_2_1_3,2,1
12510_2_1_4,2,1
12510_2_1_5,2,1
12510_2_1_6,2,1
12510_2_1_7,2,1
12510_2_1_8,2,1
12510_2_1_9,2,1
12510_2_1_10,2,1
12510_2_1_11,2,1
12510_2_2_1,2,2
12510_2_2_2,2,2
12510_2_2_3,2,2
12510_2_2_4,2,2
12510_2_2_5,2,2
12510_2_2_6,2,2
12510_2_2_7,2,2
12510_2_2_8,2,2
12510_2_2_9,2,2
12510_2_2_10,2,2
12510_2_2_11,2,2
12510_2_2_12,2,2
12510_2_2_13,2,2
12510_2_2_14,2,2
12510_2_2_15,2,2
12510_2_2_16,2,2
16667_2_1_1,2,1
16667_2_1_2,2,1
16667_2_1_3,2,1
16667_2_1_4,2,1
16667_2_1_5,2,1
16667_2_1_6,2,1
16667_2_1_7,2,1
16667_2_1_8,2,1
16667_2_1_9,2,1
16667_2_1_10,2,1
16667_2_1_11,2,1
16667_2_1_12,2,1
16667_2_1_13,2,1
16667_2_2_1,2,2
16667_2_2_2,2,2
16667_2_2_3,2,2
16667_2_2_4,2,2
16667_2_2_5,2,2
16667_2_2_6,2,2
16667_2_2_7,2,2
16667_2_2_8,2,2
17963_2_1_1,2,1
17963_2_1_2,2,1
17963_2_1_3,2,1
17963_2_1_4,2,1
17963_2_1_5,2,1
17963_2_1_6,2,1
17963_2_1_7,2,1
17963_2_1_8,2,1
17963_2_1_9,2,1
17963_2_1_10,2,1
17963_2_1_11,2,1
17963_2_1_12,2,1
17963_2_1_13,2,1
17963_2_1_14,2,1
17963_2_1_15,2,1
17963_2_1_16,2,1
17963_2_1_17,2,1
17963_2_1_18,2,1
17963_2_1_19,2,1
17963_2_1_20,2,1
17963_2_1_21,2,1
17963_2_1_22,2,1
17963_2_1_23,2,1
17963_2_1_24,2,1
17963_2_2_1,2,2
17963_2_2_2,2,2
17963_2_2_3,2,2
17963_2_2_4,2,2
17963_2_2_5,2,2
17963_2_2_6,2,2
10303_2_1_1,2,1
10303_2_1_2,2,1
10303_2_1_3,2,1
10303_2_1_4,2,1
10303_2_2_1,2,2
10303_2_2_2,2,2
10303_2_2_3,2,2
10303_2_2_4,2,2
10303_2_2_5,2,2
10303_2_2_6,2,2
10303_2_2_7,2,2
10303_2_2_8,2,2
10303_2_2_9,2,2
10303_2_2_10,2,2
10303_2_2_11,2,2
10303_2_2_12,2,2
10303_2_2_13,2,2
2314_2_1_1,2,1
2314_2_1_2,2,1
2314_2_1_3,2,1
2314_2_1_4,2,1
2314_2_1_5,2,1
2314_2_1_6,2,1
2314_2_1_7,2,1
2314_2_1_8,2,1
2314_2_1_9,2,1
2314_2_2_1,2,2
2314_2_2_2,2,2
2314_2_2_3,2,2
2314_2_2_4,2,2
2314_2_2_5,2,2
13334_2_1_1,2,1
13334_2_1_2,2,1
13334_2_1_3,2,1
13334_2_1_4,2,1
13334_2_1_5,2,1
13334_2_1_6,2,1
13334_2_1_7,2,1
13334_2_1_8,2,1
13334_2_1_9,2,1
13334_2_1_10,2,1
13334_2_1_11,2,1
13334_2_1_12,2,1
13334_2_1_13,2,1
13334_2_1_14,2,1
13334_2_1_15,2,1
13334_2_1_16,2,1
13334_2_1_17,2,1
13334_2_2_1,2,2
13334_2_2_2,2,2
13334_2_2_3,2,2
13334_2_2_4,2,2
13334_2_2_5,2,2
13334_2_2_6,2,2
13334_2_2_7,2,2
13334_2_2_8,2,2
13334_2_2_9,2,2
13334_2_2_10,2,2
13334_2_2_11,2,2
13334_2_2_12,2,2
13334_2_2_13,2,2
13334_2_2_14,2,2
13334_2_2_15,2,2
13334_2_2_16,2,2
13334_2_2_17,2,2
13334_2_2_18,2,2
13334_2_2_19,2,2
13334_2_2_20,2,2
15274_2_1_1,2,1
15274_2_1_2,2,1
15274_2_1_3,2,1
15274_2_1_4,2,1
15274_2_2_1,2,2
15274_2_2_2,2,2
15274_2_2_3,2,2
15274_2_2_4,2,2
15274_2_2_5,2,2
15274_2_2_6,2,2
15274_2_2_7,2,2
15274_2_2_8,2,2
6835_2_1_1,2,1
6835_2_1_2,2,1
6835_2_1_3,2,1
6835_2_1_4,2,1
6835_2_1_5,2,1
6835_2_1_6,2,1
6835_2_1_7,2,1
6835_2_1_8,2,1
6835_2_1_9,2,1
6835_2_1_10,2,1
6835_2_1_11,2,1
6835_2_1_12,2,1
6835_2_1_13,2,1
6835_2_1_14,2,1
6835_2_1_15,2,1
6835_2_1_16,2,1
6835_2_2_1,2,2
6835_2_2_2,2,2
6835_2_2_3,2,2
6835_2_2_4,2,2
6835_2_2_5,2,2
6835_2_2_6,2,2
6835_2_2_7,2,2
6835_2_2_8,2,2
6835_2_2_9,2,2
6835_2_2_10,2,2
6835_2_2_11,2,2
6835_2_2_12,2,2
6835_2_2_13,2,2
6835_2_2_14,2,2
6835_2_2_15,2,2
6835_2_2_16,2,2
6835_2_2_17,2,2
6835_2_2_18,2,2
6835_2_2_19,2,2
3194_1_1_1,1,1
3194_1_1_2,1,1
3194_1_1_3,1,1
3194_1_1_4,1,1
3194_1_1_5,1,1
3194_1_2_1,1,2
3194_1_2_2,1,2
3194_1_2_3,1,2
3194_1_2_4,1,2
3194_1_2_5,1,2
3194_1_2_6,1,2
3794_1_1_1,1,1
3794_1_1_2,1,1
3794_1_1_3,1,1
3794_1_1_4,1,1
3794_1_1_5,1,1
3794_1_1_6,1,1
3794_1_1_7,1,1
3794_1_1_8,1,1
3794_1_1_9,1,1
3794_1_1_10,1,1
3794_1_1_11,1,1
3794_1_1_12,1,1
3794_1_2_1,1,2
3794_1_2_2,1,2
3794_1_2_3,1,2
3794_1_2_4,1,2
3794_1_2_5,1,2
3794_1_2_6,1,2
3794_1_2_7,1,2
4009_2_1_1,2,1
4009_2_1_2,2,1
4009_2_1_3,2,1
4009_2_1_4,2,1
4009_2_1_5,2,1
4009_2_1_6,2,1
4009_2_1_7,2,1
4009_2_2_1,2,2
4009_2_2_2,2,2
4009_2_2_3,2,2
4009_2_2_4,2,2
4009_2_2_5,2,2
4009_2_2_6,2,2
4009_2_2_7,2,2
10230_2_1_1,2,1
10230_2_1_2,2,1
10230_2_1_3,2,1
10230_2_1_4,2,1
10230_2_1_5,2,1
10230_2_1_6,2,1
10230_2_1_7,2,1
10230_2_1_8,2,1
10230_2_1_9,2,1
10230_2_1_10,2,1
10230_2_1_11,2,1
10230_2_1_12,2,1
10230_2_1_13,2,1
10230_2_1_14,2,1
10230_2_1_15,2,1
10230_2_1_16,2,1
10230_2_1_17,2,1
10230_2_1_18,2,1
10230_2_1_19,2,1
10230_2_1_20,2,1
10230_2_1_21,2,1
10230_2_1_22,2,1
10230_2_1_23,2,1
10230_2_1_24,2,1
10230_2_1_25,2,1
10230_2_1_26,2,1
10230_2_1_27,2,1
10230_2_1_28,2,1
10230_2_1_29,2,1
10230_2_1_30,2,1
10230_2_1_31,2,1
10230_2_1_32,2,1
10230_2_1_33,2,1
10230_2_2_1,2,2
10230_2_2_2,2,2
10230_2_2_3,2,2
10230_2_2_4,2,2
10230_2_2_5,2,2
10230_2_2_6,2,2
10230_2_2_7,2,2
10230_2_2_8,2,2
10230_2_2_9,2,2
10230_2_2_10,2,2
10230_2_2_11,2,2
10230_2_2_12,2,2
10230_2_2_13,2,2
10230_2_2_14,2,2
10230_2_2_15,2,2
10230_2_2_16,2,2
10230_2_2_17,2,2
10230_2_2_18,2,2
10230_2_2_19,2,2
10230_2_2_20,2,2
3283_1_1_1,1,1
3283_1_1_2,1,1
3283_1_1_3,1,1
3283_1_1_4,1,1
3283_1_1_5,1,1
3283_1_1_6,1,1
3283_1_1_7,1,1
3283_1_1_8,1,1
3283_1_2_1,1,2
3283_1_2_2,1,2
3283_1_2_3,1,2
3283_1_2_4,1,2
3283_1_2_5,1,2
3283_1_2_6,1,2
3283_1_2_7,1,2
2897_1_1_1,1,1
2897_1_1_2,1,1
2897_1_1_3,1,1
2897_1_1_4,1,1
2897_1_1_5,1,1
2897_1_1_6,1,1
2897_1_1_7,1,1
2897_1_1_8,1,1
2897_1_2_1,1,2
2897_1_2_2,1,2
2771_1_1_1,1,1
2771_1_2_1,1,2
2771_1_2_2,1,2
2771_1_2_3,1,2
2771_1_2_4,1,2
2771_1_2_5,1,2
2771_1_2_6,1,2
2771_1_2_7,1,2
2771_1_2_8,1,2
2771_1_2_9,1,2
2771_1_2_10,1,2
2771_1_2_11,1,2
2771_1_2_12,1,2
2771_1_2_13,1,2
2771_1_2_14,1,2
2771_1_2_15,1,2
2771_1_2_16,1,2
2771_1_2_17,1,2
2771_1_2_18,1,2
2771_1_2_19,1,2
2771_1_2_20,1,2
2771_1_2_21,1,2
2771_1_2_22,1,2
2771_1_2_23,1,2
2771_1_2_24,1,2
2591_1_1_1,1,1
2591_1_1_2,1,1
2591_1_1_3,1,1
2591_1_2_1,1,2
2591_1_2_2,1,2
2591_1_2_3,1,2
2591_1_2_4,1,2
2591_1_2_5,1,2
2591_1_2_6,1,2
1771_1_1_1,1,1
1771_1_1_2,1,1
1771_1_1_3,1,1
1771_1_1_4,1,1
1771_1_1_5,1,1
1771_1_1_6,1,1
1771_1_1_7,1,1
1771_1_1_8,1,1
1771_1_1_9,1,1
1771_1_1_10,1,1
1771_1_1_11,1,1
1771_1_1_12,1,1
1771_1_1_13,1,1
1771_1_1_14,1,1
1771_1_1_15,1,1
1771_1_1_16,1,1
1771_1_2_1,1,2
1771_1_2_2,1,2
1771_1_2_3,1,2
1771_1_2_4,1,2
1771_1_2_5,1,2
2304_2_1_1,2,1
2304_2_1_2,2,1
2304_2_1_3,2,1
2304_2_1_4,2,1
