cont_id,wave,studyDay
2251_1_1_7,1,1
2251_1_1_8,1,1
2251_1_1_9,1,1
2251_1_1_10,1,1
2251_1_1_11,1,1
2251_1_1_12,1,1
2251_1_1_13,1,1
2251_1_1_14,1,1
2251_1_1_15,1,1
2251_1_1_16,1,1
2251_1_1_17,1,1
2251_1_1_18,1,1
2251_1_1_19,1,1
2251_1_1_20,1,1
2251_1_1_21,1,1
2251_1_1_22,1,1
2251_1_1_23,1,1
2251_1_1_24,1,1
2251_1_1_25,1,1
2251_1_1_26,1,1
2251_1_2_1,1,2
2251_1_2_2,1,2
2251_1_2_3,1,2
2251_1_2_4,1,2
2251_1_2_5,1,2
2251_1_2_6,1,2
2251_1_2_7,1,2
2017_1_1_1,1,1
2017_1_1_2,1,1
2017_1_1_3,1,1
2017_1_1_4,1,1
2017_1_1_5,1,1
2017_1_2_1,1,2
2017_1_2_2,1,2
2017_1_2_3,1,2
2017_1_2_4,1,2
2017_1_2_5,1,2
1987_1_1_1,1,1
1987_1_1_2,1,1
1987_1_1_3,1,1
1987_1_1_4,1,1
1987_1_1_5,1,1
1987_1_2_1,1,2
1987_1_2_2,1,2
1987_1_2_3,1,2
1987_1_2_4,1,2
1987_1_2_5,1,2
1987_1_2_6,1,2
1987_1_2_7,1,2
1987_1_2_8,1,2
1987_1_2_9,1,2
1987_1_2_10,1,2
1987_1_2_11,1,2
1987_1_2_12,1,2
1987_1_2_13,1,2
1266_1_1_1,1,1
1266_1_1_2,1,1
1266_1_1_3,1,1
1266_1_1_4,1,1
1266_1_1_5,1,1
1266_1_1_6,1,1
1266_1_1_7,1,1
1266_1_1_8,1,1
1266_1_1_9,1,1
1266_1_2_1,1,2
1266_1_2_2,1,2
1266_1_2_3,1,2
1266_1_2_4,1,2
1266_1_2_5,1,2
1266_1_2_6,1,2
1266_1_2_7,1,2
1266_1_2_8,1,2
1266_1_2_9,1,2
1266_1_2_10,1,2
1266_1_2_11,1,2
1266_1_2_12,1,2
1266_1_2_13,1,2
1266_1_2_14,1,2
1266_1_2_15,1,2
1266_1_2_16,1,2
1266_1_2_17,1,2
1266_1_2_18,1,2
1266_1_2_19,1,2
1266_1_2_20,1,2
1266_1_2_21,1,2
1266_1_2_22,1,2
1266_1_2_23,1,2
1266_1_2_24,1,2
1290_1_1_1,1,1
1290_1_1_2,1,1
1290_1_1_3,1,1
1290_1_1_4,1,1
1290_1_2_1,1,2
1290_1_2_2,1,2
1290_1_2_3,1,2
1237_1_1_1,1,1
1237_1_1_2,1,1
1237_1_1_3,1,1
1237_1_2_1,1,2
1237_1_2_2,1,2
1237_1_2_3,1,2
1237_1_2_4,1,2
1237_1_2_5,1,2
1237_1_2_6,1,2
1578_1_1_1,1,1
1578_1_1_2,1,1
1578_1_1_3,1,1
1578_1_1_4,1,1
1578_1_1_5,1,1
1578_1_1_6,1,1
1578_1_1_7,1,1
1578_1_1_8,1,1
1578_1_1_9,1,1
1578_1_1_10,1,1
1578_1_1_11,1,1
1578_1_1_12,1,1
1578_1_1_13,1,1
1578_1_1_14,1,1
1578_1_2_1,1,2
1578_1_2_2,1,2
1578_1_2_3,1,2
1578_1_2_4,1,2
1578_1_2_5,1,2
1578_1_2_6,1,2
1578_1_2_7,1,2
2047_1_1_1,1,1
2047_1_1_2,1,1
2047_1_1_3,1,1
2047_1_1_4,1,1
2047_1_1_5,1,1
2047_1_1_6,1,1
2047_1_1_7,1,1
2047_1_1_8,1,1
2047_1_1_9,1,1
2047_1_2_1,1,2
2047_1_2_2,1,2
2047_1_2_3,1,2
2047_1_2_4,1,2
2047_1_2_5,1,2
2047_1_2_6,1,2
2047_1_2_7,1,2
2047_1_2_8,1,2
2047_1_2_9,1,2
2047_1_2_10,1,2
2047_1_2_11,1,2
2047_1_2_12,1,2
2047_1_2_13,1,2
2047_1_2_14,1,2
2047_1_2_15,1,2
2047_1_2_16,1,2
2047_1_2_17,1,2
2047_1_2_18,1,2
2047_1_2_19,1,2
2047_1_2_20,1,2
2047_1_2_21,1,2
2047_1_2_22,1,2
2087_1_1_1,1,1
2087_1_1_2,1,1
2087_1_1_3,1,1
2087_1_1_4,1,1
2087_1_2_1,1,2
2087_1_2_2,1,2
2087_1_2_3,1,2
2087_1_2_4,1,2
1889_1_1_1,1,1
1889_1_1_2,1,1
1889_1_1_3,1,1
1889_1_1_4,1,1
1889_1_1_5,1,1
1889_1_1_6,1,1
1889_1_1_7,1,1
1889_1_1_8,1,1
1889_1_1_9,1,1
1889_1_1_10,1,1
1889_1_2_1,1,2
706_1_1_1,1,1
706_1_1_2,1,1
706_1_1_3,1,1
706_1_1_4,1,1
706_1_1_5,1,1
706_1_1_6,1,1
706_1_1_7,1,1
706_1_1_8,1,1
706_1_1_9,1,1
706_1_1_10,1,1
706_1_1_11,1,1
706_1_1_12,1,1
706_1_1_13,1,1
706_1_1_14,1,1
706_1_1_15,1,1
706_1_1_16,1,1
706_1_1_17,1,1
706_1_1_18,1,1
706_1_1_19,1,1
706_1_2_1,1,2
706_1_2_2,1,2
706_1_2_3,1,2
706_1_2_4,1,2
706_1_2_5,1,2
706_1_2_6,1,2
706_1_2_7,1,2
706_1_2_8,1,2
845_1_1_1,1,1
845_1_1_2,1,1
845_1_1_3,1,1
845_1_2_1,1,2
845_1_2_2,1,2
845_1_2_3,1,2
845_1_2_4,1,2
313_1_1_1,1,1
313_1_1_2,1,1
313_1_1_3,1,1
313_1_1_4,1,1
313_1_1_5,1,1
313_1_1_6,1,1
313_1_1_7,1,1
313_1_1_8,1,1
313_1_1_9,1,1
313_1_2_1,1,2
313_1_2_2,1,2
506_1_1_1,1,1
506_1_1_2,1,1
506_1_1_3,1,1
506_1_1_4,1,1
506_1_1_5,1,1
506_1_1_6,1,1
506_1_1_7,1,1
506_1_1_8,1,1
506_1_1_9,1,1
506_1_1_10,1,1
506_1_2_1,1,2
506_1_2_2,1,2
506_1_2_3,1,2
506_1_2_4,1,2
506_1_2_5,1,2
506_1_2_6,1,2
506_1_2_7,1,2
506_1_2_8,1,2
506_1_2_9,1,2
815_1_1_1,1,1
815_1_1_2,1,1
815_1_1_3,1,1
815_1_1_4,1,1
815_1_1_5,1,1
815_1_2_1,1,2
815_1_2_2,1,2
815_1_2_3,1,2
815_1_2_4,1,2
1557_1_1_1,1,1
1557_1_1_2,1,1
1557_1_1_3,1,1
1557_1_1_4,1,1
1557_1_1_5,1,1
1557_1_1_6,1,1
1557_1_1_7,1,1
1557_1_1_8,1,1
1557_1_1_9,1,1
1557_1_1_10,1,1
1557_1_1_11,1,1
1557_1_1_12,1,1
1557_1_1_13,1,1
1557_1_1_14,1,1
1557_1_1_15,1,1
1557_1_1_16,1,1
1557_1_1_17,1,1
1557_1_1_18,1,1
1557_1_2_1,1,2
1557_1_2_2,1,2
1557_1_2_3,1,2
1557_1_2_4,1,2
1557_1_2_5,1,2
1557_1_2_6,1,2
1557_1_2_7,1,2
1557_1_2_8,1,2
1557_1_2_9,1,2
1557_1_2_10,1,2
1557_1_2_11,1,2
1557_1_2_12,1,2
1557_1_2_13,1,2
124_1_1_1,1,1
124_1_1_2,1,1
124_1_2_1,1,2
293_1_1_1,1,1
293_1_1_2,1,1
293_1_1_3,1,1
293_1_1_4,1,1
293_1_1_5,1,1
293_1_1_6,1,1
293_1_2_1,1,2
293_1_2_2,1,2
293_1_2_3,1,2
293_1_2_4,1,2
293_1_2_5,1,2
293_1_2_6,1,2
293_1_2_7,1,2
595_1_1_1,1,1
595_1_1_2,1,1
595_1_1_3,1,1
595_1_1_4,1,1
595_1_1_5,1,1
595_1_1_6,1,1
595_1_1_7,1,1
595_1_1_8,1,1
595_1_1_9,1,1
595_1_2_1,1,2
595_1_2_2,1,2
595_1_2_3,1,2
595_1_2_4,1,2
595_1_2_5,1,2
595_1_2_6,1,2
595_1_2_7,1,2
595_1_2_8,1,2
595_1_2_9,1,2
1901_1_1_1,1,1
1901_1_1_2,1,1
1901_1_2_1,1,2
1901_1_2_2,1,2
1901_1_2_3,1,2
1901_1_2_4,1,2
1901_1_2_5,1,2
1183_1_1_1,1,1
1183_1_1_2,1,1
1183_1_1_3,1,1
1183_1_1_4,1,1
1183_1_1_5,1,1
1183_1_1_6,1,1
1183_1_1_7,1,1
1183_1_1_8,1,1
1183_1_1_9,1,1
1183_1_1_10,1,1
1183_1_1_11,1,1
1183_1_1_12,1,1
1183_1_1_13,1,1
1183_1_1_14,1,1
1183_1_1_15,1,1
152_1_1_1,1,1
152_1_2_1,1,2
152_1_2_2,1,2
152_1_2_3,1,2
152_1_2_4,1,2
152_1_2_5,1,2
152_1_2_6,1,2
152_1_2_7,1,2
152_1_2_8,1,2
152_1_2_9,1,2
152_1_2_10,1,2
152_1_2_11,1,2
1065_1_1_1,1,1
1065_1_1_2,1,1
1065_1_1_3,1,1
1065_1_1_4,1,1
1065_1_1_5,1,1
1065_1_1_6,1,1
1065_1_1_7,1,1
1065_1_2_1,1,2
1065_1_2_2,1,2
1065_1_2_3,1,2
1065_1_2_4,1,2
1065_1_2_5,1,2
1065_1_2_6,1,2
1065_1_2_7,1,2
1065_1_2_8,1,2
1065_1_2_9,1,2
1065_1_2_10,1,2
1065_1_2_11,1,2
1065_1_2_12,1,2
1065_1_2_13,1,2
1065_1_2_14,1,2
1065_1_2_15,1,2
858_1_1_1,1,1
858_1_2_1,1,2
858_1_2_2,1,2
858_1_2_3,1,2
858_1_2_4,1,2
858_1_2_5,1,2
858_1_2_6,1,2
858_1_2_7,1,2
858_1_2_8,1,2
858_1_2_9,1,2
858_1_2_10,1,2
674_1_1_1,1,1
674_1_1_2,1,1
674_1_1_3,1,1
674_1_1_4,1,1
674_1_1_5,1,1
674_1_1_6,1,1
674_1_2_1,1,2
952_1_1_1,1,1
952_1_1_2,1,1
952_1_1_3,1,1
952_1_1_4,1,1
952_1_1_5,1,1
952_1_1_6,1,1
952_1_2_1,1,2
952_1_2_2,1,2
952_1_2_3,1,2
952_1_2_4,1,2
952_1_2_5,1,2
1931_1_1_1,1,1
1931_1_1_2,1,1
1931_1_1_3,1,1
1931_1_1_4,1,1
1931_1_1_5,1,1
1931_1_2_1,1,2
1848_1_1_1,1,1
1848_1_1_2,1,1
1848_1_1_3,1,1
1768_1_1_1,1,1
1768_1_1_2,1,1
1768_1_1_3,1,1
1768_1_1_4,1,1
1768_1_1_5,1,1
1768_1_1_6,1,1
1768_1_1_7,1,1
1768_1_1_8,1,1
1768_1_1_9,1,1
1768_1_1_10,1,1
1768_1_1_11,1,1
1768_1_1_12,1,1
1768_1_1_13,1,1
1768_1_1_14,1,1
1768_1_1_15,1,1
1768_1_1_16,1,1
1768_1_2_1,1,2
1768_1_2_2,1,2
1768_1_2_3,1,2
1768_1_2_4,1,2
1768_1_2_5,1,2
1768_1_2_6,1,2
1768_1_2_7,1,2
1768_1_2_8,1,2
4839_1_1_1,1,1
4839_1_1_2,1,1
4839_1_2_1,1,2
4839_1_2_2,1,2
4839_1_2_3,1,2
4839_1_2_4,1,2
4839_1_2_5,1,2
4354_1_1_1,1,1
4354_1_1_2,1,1
4354_1_1_3,1,1
4354_1_1_4,1,1
4354_1_1_5,1,1
4354_1_1_6,1,1
4354_1_1_7,1,1
4354_1_1_8,1,1
4354_1_1_9,1,1
4354_1_1_10,1,1
4354_1_1_11,1,1
4354_1_1_12,1,1
4354_1_1_13,1,1
4354_1_1_14,1,1
4354_1_1_15,1,1
4354_1_1_16,1,1
4354_1_1_17,1,1
4354_1_2_1,1,2
4354_1_2_2,1,2
4354_1_2_3,1,2
4354_1_2_4,1,2
4354_1_2_5,1,2
4354_1_2_6,1,2
4354_1_2_7,1,2
4354_1_2_8,1,2
4354_1_2_9,1,2
457_1_1_1,1,1
457_1_1_2,1,1
457_1_1_3,1,1
457_1_1_4,1,1
457_1_1_5,1,1
457_1_1_6,1,1
457_1_1_7,1,1
457_1_1_8,1,1
457_1_1_9,1,1
457_1_1_10,1,1
457_1_1_11,1,1
457_1_1_12,1,1
457_1_2_1,1,2
457_1_2_2,1,2
457_1_2_3,1,2
457_1_2_4,1,2
457_1_2_5,1,2
457_1_2_6,1,2
457_1_2_7,1,2
457_1_2_8,1,2
457_1_2_9,1,2
457_1_2_10,1,2
457_1_2_11,1,2
457_1_2_12,1,2
4545_1_1_1,1,1
4545_1_1_2,1,1
4545_1_1_3,1,1
4545_1_1_4,1,1
4545_1_1_5,1,1
4545_1_1_6,1,1
4545_1_1_7,1,1
4545_1_1_8,1,1
4545_1_1_9,1,1
4545_1_1_10,1,1
4545_1_1_11,1,1
4545_1_1_12,1,1
4545_1_2_1,1,2
4545_1_2_2,1,2
4545_1_2_3,1,2
4545_1_2_4,1,2
4545_1_2_5,1,2
4545_1_2_6,1,2
4545_1_2_7,1,2
4545_1_2_8,1,2
4823_1_1_1,1,1
4823_1_2_1,1,2
4823_1_2_2,1,2
4823_1_2_3,1,2
4823_1_2_4,1,2
2306_1_1_1,1,1
2306_1_1_2,1,1
2306_1_1_3,1,1
2306_1_1_4,1,1
2306_1_1_5,1,1
2306_1_2_1,1,2
2306_1_2_2,1,2
2306_1_2_3,1,2
1160_1_1_1,1,1
1160_1_1_2,1,1
1160_1_1_3,1,1
1160_1_1_4,1,1
1160_1_1_5,1,1
1160_1_1_6,1,1
1160_1_1_7,1,1
1160_1_1_8,1,1
1160_1_1_9,1,1
1160_1_1_10,1,1
1160_1_1_11,1,1
1160_1_1_12,1,1
1160_1_1_13,1,1
1160_1_1_14,1,1
1160_1_1_15,1,1
1160_1_1_16,1,1
1160_1_1_17,1,1
1160_1_1_18,1,1
1160_1_1_19,1,1
1160_1_1_20,1,1
1160_1_1_21,1,1
1160_1_1_22,1,1
1160_1_1_23,1,1
1160_1_1_24,1,1
1160_1_1_25,1,1
1160_1_1_26,1,1
1160_1_1_27,1,1
1160_1_1_28,1,1
1160_1_2_1,1,2
1160_1_2_2,1,2
1160_1_2_3,1,2
1160_1_2_4,1,2
1160_1_2_5,1,2
1160_1_2_6,1,2
1160_1_2_7,1,2
1160_1_2_8,1,2
1160_1_2_9,1,2
1160_1_2_10,1,2
1160_1_2_11,1,2
1160_1_2_12,1,2
1160_1_2_13,1,2
1160_1_2_14,1,2
1160_1_2_15,1,2
1160_1_2_16,1,2
1160_1_2_17,1,2
1160_1_2_18,1,2
1160_1_2_19,1,2
1160_1_2_20,1,2
1160_1_2_21,1,2
1160_1_2_22,1,2
1160_1_2_23,1,2
1160_1_2_24,1,2
1160_1_2_25,1,2
1160_1_2_26,1,2
1160_1_2_27,1,2
1160_1_2_28,1,2
1160_1_2_29,1,2
1160_1_2_30,1,2
1160_1_2_31,1,2
1160_1_2_32,1,2
878_1_1_1,1,1
878_1_1_2,1,1
878_1_1_3,1,1
878_1_2_1,1,2
878_1_2_2,1,2
1359_1_1_1,1,1
1359_1_1_2,1,1
1359_1_1_3,1,1
1359_1_1_4,1,1
1359_1_1_5,1,1
1359_1_1_6,1,1
1359_1_1_7,1,1
1359_1_2_1,1,2
1359_1_2_2,1,2
1359_1_2_3,1,2
1359_1_2_4,1,2
1359_1_2_5,1,2
1359_1_2_6,1,2
1359_1_2_7,1,2
1359_1_2_8,1,2
1359_1_2_9,1,2
1135_1_1_1,1,1
1135_1_1_2,1,1
1135_1_1_3,1,1
1135_1_1_4,1,1
1135_1_1_5,1,1
1135_1_1_6,1,1
1135_1_1_7,1,1
1135_1_1_8,1,1
1135_1_1_9,1,1
1135_1_1_10,1,1
1135_1_1_11,1,1
1135_1_1_12,1,1
1135_1_1_13,1,1
1135_1_1_14,1,1
1135_1_1_15,1,1
1135_1_1_16,1,1
1135_1_1_17,1,1
1135_1_1_18,1,1
1135_1_1_19,1,1
1135_1_1_20,1,1
1135_1_1_21,1,1
1135_1_1_22,1,1
1135_1_1_23,1,1
1135_1_1_24,1,1
1135_1_1_25,1,1
1135_1_1_26,1,1
1135_1_1_27,1,1
1135_1_1_28,1,1
1135_1_1_29,1,1
1135_1_1_30,1,1
1135_1_1_31,1,1
1135_1_1_32,1,1
1135_1_1_33,1,1
1135_1_1_34,1,1
1135_1_2_1,1,2
1135_1_2_2,1,2
1135_1_2_3,1,2
1135_1_2_4,1,2
1135_1_2_5,1,2
1135_1_2_6,1,2
1135_1_2_7,1,2
1135_1_2_8,1,2
1135_1_2_9,1,2
1135_1_2_10,1,2
1135_1_2_11,1,2
1135_1_2_12,1,2
1135_1_2_13,1,2
1135_1_2_14,1,2
1135_1_2_15,1,2
1135_1_2_16,1,2
1135_1_2_17,1,2
1135_1_2_18,1,2
1135_1_2_19,1,2
1135_1_2_20,1,2
1135_1_2_21,1,2
1135_1_2_22,1,2
2379_1_1_1,1,1
2379_1_1_2,1,1
2379_1_1_3,1,1
2379_1_2_1,1,2
2379_1_2_2,1,2
2379_1_2_3,1,2
2201_1_1_1,1,1
2201_1_1_2,1,1
2201_1_1_3,1,1
2201_1_1_4,1,1
2201_1_2_1,1,2
2201_1_2_2,1,2
2201_1_2_3,1,2
1221_1_1_1,1,1
1221_1_1_2,1,1
1221_1_1_3,1,1
1221_1_1_4,1,1
1221_1_1_5,1,1
1221_1_1_6,1,1
1221_1_1_7,1,1
1221_1_1_8,1,1
1221_1_2_1,1,2
1221_1_2_2,1,2
1221_1_2_3,1,2
1221_1_2_4,1,2
312_1_1_1,1,1
312_1_1_2,1,1
312_1_1_3,1,1
312_1_1_4,1,1
312_1_2_1,1,2
312_1_2_2,1,2
312_1_2_3,1,2
312_1_2_4,1,2
312_1_2_5,1,2
312_1_2_6,1,2
312_1_2_7,1,2
312_1_2_8,1,2
312_1_2_9,1,2
312_1_2_10,1,2
501_1_1_1,1,1
501_1_1_2,1,1
501_1_1_3,1,1
501_1_1_4,1,1
501_1_1_5,1,1
501_1_1_6,1,1
501_1_1_7,1,1
501_1_1_8,1,1
501_1_2_1,1,2
501_1_2_2,1,2
501_1_2_3,1,2
501_1_2_4,1,2
501_1_2_5,1,2
501_1_2_6,1,2
501_1_2_7,1,2
501_1_2_8,1,2
441_1_1_1,1,1
441_1_1_2,1,1
441_1_1_3,1,1
441_1_1_4,1,1
441_1_2_1,1,2
441_1_2_2,1,2
441_1_2_3,1,2
441_1_2_4,1,2
441_1_2_5,1,2
441_1_2_6,1,2
848_1_1_1,1,1
848_1_1_2,1,1
848_1_1_3,1,1
848_1_1_4,1,1
848_1_1_5,1,1
848_1_1_6,1,1
848_1_1_7,1,1
848_1_1_8,1,1
848_1_1_9,1,1
848_1_1_10,1,1
848_1_1_11,1,1
848_1_1_12,1,1
848_1_1_13,1,1
848_1_1_14,1,1
848_1_1_15,1,1
848_1_1_16,1,1
848_1_1_17,1,1
848_1_1_18,1,1
848_1_1_19,1,1
848_1_1_20,1,1
848_1_1_21,1,1
848_1_1_22,1,1
848_1_1_23,1,1
848_1_1_24,1,1
848_1_1_25,1,1
848_1_1_26,1,1
848_1_1_27,1,1
848_1_1_28,1,1
848_1_1_29,1,1
848_1_1_30,1,1
848_1_1_31,1,1
848_1_1_32,1,1
848_1_1_33,1,1
848_1_1_34,1,1
848_1_1_35,1,1
848_1_1_36,1,1
848_1_1_37,1,1
848_1_1_38,1,1
848_1_2_1,1,2
848_1_2_2,1,2
848_1_2_3,1,2
848_1_2_4,1,2
848_1_2_5,1,2
848_1_2_6,1,2
848_1_2_7,1,2
848_1_2_8,1,2
848_1_2_9,1,2
848_1_2_10,1,2
848_1_2_11,1,2
848_1_2_12,1,2
848_1_2_13,1,2
848_1_2_14,1,2
848_1_2_15,1,2
848_1_2_16,1,2
848_1_2_17,1,2
848_1_2_18,1,2
848_1_2_19,1,2
848_1_2_20,1,2
848_1_2_21,1,2
848_1_2_22,1,2
848_1_2_23,1,2
848_1_2_24,1,2
848_1_2_25,1,2
848_1_2_26,1,2
848_1_2_27,1,2
848_1_2_28,1,2
848_1_2_29,1,2
848_1_2_30,1,2
848_1_2_31,1,2
848_1_2_32,1,2
848_1_2_33,1,2
848_1_2_34,1,2
385_1_1_1,1,1
385_1_1_2,1,1
385_1_1_3,1,1
385_1_1_4,1,1
385_1_1_5,1,1
385_1_1_6,1,1
385_1_1_7,1,1
385_1_1_8,1,1
385_1_2_1,1,2
385_1_2_2,1,2
405_1_1_1,1,1
405_1_1_2,1,1
405_1_1_3,1,1
405_1_1_4,1,1
405_1_1_5,1,1
405_1_2_1,1,2
405_1_2_2,1,2
405_1_2_3,1,2
405_1_2_4,1,2
4845_1_1_1,1,1
4845_1_1_2,1,1
4845_1_1_3,1,1
4845_1_1_4,1,1
4845_1_1_5,1,1
4845_1_1_6,1,1
4845_1_1_7,1,1
4845_1_1_8,1,1
4845_1_1_9,1,1
4845_1_1_10,1,1
4845_1_1_11,1,1
4845_1_1_12,1,1
4845_1_1_13,1,1
4845_1_1_14,1,1
4845_1_1_15,1,1
4845_1_2_1,1,2
4845_1_2_2,1,2
4845_1_2_3,1,2
4845_1_2_4,1,2
4845_1_2_5,1,2
4845_1_2_6,1,2
4845_1_2_7,1,2
4845_1_2_8,1,2
4845_1_2_9,1,2
4845_1_2_10,1,2
4845_1_2_11,1,2
635_1_1_1,1,1
635_1_1_2,1,1
635_1_1_3,1,1
635_1_1_4,1,1
635_1_1_5,1,1
635_1_1_6,1,1
635_1_1_7,1,1
635_1_2_1,1,2
635_1_2_2,1,2
635_1_2_3,1,2
635_1_2_4,1,2
635_1_2_5,1,2
635_1_2_6,1,2
635_1_2_7,1,2
635_1_2_8,1,2
635_1_2_9,1,2
635_1_2_10,1,2
635_1_2_11,1,2
635_1_2_12,1,2
635_1_2_13,1,2
4709_1_1_1,1,1
4709_1_1_2,1,1
4709_1_1_3,1,1
4709_1_1_4,1,1
4709_1_1_5,1,1
4709_1_1_6,1,1
4709_1_1_7,1,1
4709_1_2_1,1,2
4709_1_2_2,1,2
4709_1_2_3,1,2
4709_1_2_4,1,2
4709_1_2_5,1,2
4709_1_2_6,1,2
4709_1_2_7,1,2
4709_1_2_8,1,2
4709_1_2_9,1,2
4391_1_1_1,1,1
4391_1_1_2,1,1
4391_1_1_3,1,1
4391_1_1_4,1,1
4391_1_1_5,1,1
4391_1_1_6,1,1
4391_1_1_7,1,1
4391_1_1_8,1,1
4391_1_2_1,1,2
4391_1_2_2,1,2
4391_1_2_3,1,2
4391_1_2_4,1,2
4391_1_2_5,1,2
4391_1_2_6,1,2
4391_1_2_7,1,2
4391_1_2_8,1,2
1407_1_1_1,1,1
1407_1_1_2,1,1
1407_1_1_3,1,1
1407_1_1_4,1,1
1407_1_1_5,1,1
1407_1_1_6,1,1
1407_1_1_7,1,1
1407_1_1_8,1,1
1407_1_1_9,1,1
1407_1_1_10,1,1
1407_1_2_1,1,2
1407_1_2_2,1,2
1407_1_2_3,1,2
1407_1_2_4,1,2
1407_1_2_5,1,2
1407_1_2_6,1,2
1407_1_2_7,1,2
1407_1_2_8,1,2
1407_1_2_9,1,2
1407_1_2_10,1,2
697_1_1_1,1,1
697_1_1_2,1,1
697_1_1_3,1,1
697_1_1_4,1,1
697_1_1_5,1,1
697_1_1_6,1,1
697_1_1_7,1,1
697_1_1_8,1,1
697_1_2_1,1,2
697_1_2_2,1,2
697_1_2_3,1,2
697_1_2_4,1,2
1563_1_1_1,1,1
1563_1_1_2,1,1
1563_1_1_3,1,1
1563_1_1_4,1,1
1563_1_2_1,1,2
1563_1_2_2,1,2
1563_1_2_3,1,2
1563_1_2_4,1,2
1563_1_2_5,1,2
383_1_1_1,1,1
383_1_1_2,1,1
383_1_1_3,1,1
383_1_1_4,1,1
383_1_2_1,1,2
383_1_2_2,1,2
383_1_2_3,1,2
661_1_1_1,1,1
661_1_1_2,1,1
661_1_2_1,1,2
661_1_2_2,1,2
661_1_2_3,1,2
661_1_2_4,1,2
1050_1_1_1,1,1
1050_1_1_2,1,1
1050_1_1_3,1,1
1050_1_2_1,1,2
1050_1_2_2,1,2
1050_1_2_3,1,2
1050_1_2_4,1,2
936_1_1_1,1,1
936_1_1_2,1,1
936_1_1_3,1,1
936_1_1_4,1,1
936_1_1_5,1,1
936_1_1_6,1,1
936_1_1_7,1,1
936_1_2_1,1,2
936_1_2_2,1,2
936_1_2_3,1,2
936_1_2_4,1,2
936_1_2_5,1,2
936_1_2_6,1,2
936_1_2_7,1,2
936_1_2_8,1,2
936_1_2_9,1,2
936_1_2_10,1,2
936_1_2_11,1,2
936_1_2_12,1,2
936_1_2_13,1,2
936_1_2_14,1,2
936_1_2_15,1,2
936_1_2_16,1,2
936_1_2_17,1,2
936_1_2_18,1,2
936_1_2_19,1,2
936_1_2_20,1,2
936_1_2_21,1,2
936_1_2_22,1,2
936_1_2_23,1,2
936_1_2_24,1,2
936_1_2_25,1,2
936_1_2_26,1,2
936_1_2_27,1,2
936_1_2_28,1,2
936_1_2_29,1,2
936_1_2_30,1,2
936_1_2_31,1,2
936_1_2_32,1,2
4088_1_1_1,1,1
4088_1_1_2,1,1
4088_1_1_3,1,1
4088_1_1_4,1,1
4088_1_1_5,1,1
4088_1_1_6,1,1
4088_1_1_7,1,1
4088_1_2_1,1,2
4088_1_2_2,1,2
4088_1_2_3,1,2
4088_1_2_4,1,2
4088_1_2_5,1,2
4088_1_2_6,1,2
4088_1_2_7,1,2
4201_1_1_1,1,1
4201_1_1_2,1,1
4201_1_1_3,1,1
4201_1_1_4,1,1
4201_1_2_1,1,2
4201_1_2_2,1,2
4201_1_2_3,1,2
4201_1_2_4,1,2
4201_1_2_5,1,2
4201_1_2_6,1,2
3882_1_1_1,1,1
3882_1_1_2,1,1
3882_1_1_3,1,1
3882_1_1_4,1,1
3882_1_1_5,1,1
3882_1_1_6,1,1
3882_1_1_7,1,1
3882_1_1_8,1,1
3882_1_1_9,1,1
3882_1_1_10,1,1
3882_1_1_11,1,1
3882_1_1_12,1,1
3882_1_1_13,1,1
3882_1_1_14,1,1
3882_1_1_15,1,1
3882_1_1_16,1,1
3882_1_1_17,1,1
3882_1_1_18,1,1
3882_1_2_1,1,2
3882_1_2_2,1,2
3882_1_2_3,1,2
3882_1_2_4,1,2
3882_1_2_5,1,2
3882_1_2_6,1,2
3882_1_2_7,1,2
3882_1_2_8,1,2
3882_1_2_9,1,2
3882_1_2_10,1,2
3882_1_2_11,1,2
3882_1_2_12,1,2
3882_1_2_13,1,2
1370_1_1_1,1,1
1370_1_1_2,1,1
1370_1_2_1,1,2
1370_1_2_2,1,2
1370_1_2_3,1,2
1370_1_2_4,1,2
1370_1_2_5,1,2
1370_1_2_6,1,2
1370_1_2_7,1,2
1370_1_2_8,1,2
1370_1_2_9,1,2
1370_1_2_10,1,2
1370_1_2_11,1,2
1370_1_2_12,1,2
1370_1_2_13,1,2
1370_1_2_14,1,2
1370_1_2_15,1,2
1370_1_2_16,1,2
1370_1_2_17,1,2
1370_1_2_18,1,2
1370_1_2_19,1,2
3181_1_1_1,1,1
3181_1_1_2,1,1
3181_1_1_3,1,1
3181_1_1_4,1,1
3181_1_1_5,1,1
3181_1_1_6,1,1
3181_1_1_7,1,1
3181_1_1_8,1,1
3181_1_1_9,1,1
3181_1_1_10,1,1
3181_1_2_1,1,2
3181_1_2_2,1,2
3181_1_2_3,1,2
3181_1_2_4,1,2
4506_1_1_1,1,1
4506_1_1_2,1,1
4506_1_1_3,1,1
4506_1_1_4,1,1
4506_1_1_5,1,1
4506_1_1_6,1,1
4506_1_1_7,1,1
4506_1_1_8,1,1
4506_1_1_9,1,1
4506_1_1_10,1,1
4506_1_1_11,1,1
4506_1_1_12,1,1
4506_1_1_13,1,1
4506_1_1_14,1,1
4506_1_1_15,1,1
4506_1_1_16,1,1
4506_1_1_17,1,1
4506_1_1_18,1,1
4506_1_1_19,1,1
4506_1_1_20,1,1
4506_1_1_21,1,1
4506_1_1_22,1,1
4506_1_1_23,1,1
4506_1_1_24,1,1
