cont_id,cnt_outside_other,cnt_other_house,cnt_worship,cnt_supermarket,cnt_shop,cnt_gender_all,frequency_multi_all,cnt_prec_yn,cnt_prec,cnt_prec_none
be_G1_702766001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702766002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702767001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702770001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702770002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702770003,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702770004,FALSE,TRUE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702771001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702771002,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702771003,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702771004,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702771005,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702771006,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702772001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702773001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702773002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702773003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702773004,FALSE,TRUE,FALSE,FALSE,FALSE,male,3-7 days,1,1,0
be_G1_702775001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702775002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702775003,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702775004,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702775005,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702775006,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702778001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702779001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702780001,FALSE,TRUE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702784001,FALSE,TRUE,FALSE,FALSE,FALSE,female,2-3 weeks,1,1,0
be_G1_702785001,TRUE,FALSE,FALSE,TRUE,FALSE,female,1-2 days,1,1,0
be_G1_702787001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702788001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702788002,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days,1,1,0
be_G1_702788003,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3-7 days,1,1,0
be_G1_702788004,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3-7 days,1,1,0
be_G1_702788005,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days,1,1,0
be_G1_702789001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702789002,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702789003,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702789004,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702790001,FALSE,TRUE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702790002,FALSE,TRUE,FALSE,FALSE,FALSE,female,occasional,1,1,0
be_G1_702790003,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_702790004,NA,NA,NA,NA,NA,NA,NA,0,0,NA
be_G1_702792001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702792002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702792003,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792004,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792005,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792006,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792007,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792008,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792009,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792010,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792011,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792012,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792013,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792014,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792015,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792016,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792017,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792018,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792019,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792020,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792021,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792022,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792023,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792024,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792025,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792026,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792027,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792028,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792029,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792030,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792031,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792032,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792033,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792034,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792035,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792036,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792037,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792038,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792039,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792040,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792041,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792042,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792043,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792044,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792045,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792046,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792047,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792048,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792049,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792050,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792051,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792052,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792053,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792054,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792055,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792056,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792057,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792058,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702792059,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702794001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702794002,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702795001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702795002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702795003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702795004,FALSE,FALSE,FALSE,FALSE,FALSE,other,never met,1,1,0
be_G1_702795005,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702795006,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795007,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795008,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795009,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795010,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795011,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795012,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795013,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795014,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795015,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795016,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795017,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795018,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795019,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795020,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795021,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795022,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795023,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795024,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795025,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795026,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795027,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702795028,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702795029,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702795030,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702796001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702796002,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702796003,FALSE,FALSE,FALSE,FALSE,FALSE,male,3-7 days,1,1,0
be_G1_702796004,FALSE,FALSE,FALSE,FALSE,FALSE,male,occasional,1,1,0
be_G1_702797001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702797002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702797003,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702797004,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702797005,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702797006,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702801001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702801002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702801003,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702801004,TRUE,FALSE,FALSE,FALSE,FALSE,male,3-7 days,1,1,0
be_G1_702801005,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702801006,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702801007,FALSE,FALSE,FALSE,FALSE,FALSE,female,1 month,1,1,0
be_G1_702802001,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,0,0,1
be_G1_702802002,FALSE,FALSE,FALSE,FALSE,FALSE,male,3-7 days,1,1,0
be_G1_702802003,FALSE,FALSE,FALSE,FALSE,FALSE,male,3-7 days,1,1,0
be_G1_702803001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702803002,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702805001,FALSE,FALSE,FALSE,FALSE,FALSE,female,2-3 weeks,0,0,1
be_G1_702805002,FALSE,FALSE,FALSE,FALSE,FALSE,male,never met,1,1,0
be_G1_702807001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702807002,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702807003,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702807004,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702807005,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702808001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702808002,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702808003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702809001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702809002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702811001,FALSE,TRUE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702811002,FALSE,TRUE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702811003,FALSE,TRUE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702814001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702814002,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702814003,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702815001,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702816001,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702817001,FALSE,FALSE,FALSE,FALSE,FALSE,NA,never met,1,1,0
be_G1_702817002,FALSE,FALSE,FALSE,FALSE,FALSE,female,never met,1,1,0
be_G1_702817003,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702817004,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702817005,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702817006,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702817007,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702819001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702819002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702819003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702821001,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1-2 days,1,1,0
be_G1_702822001,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702822002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702822003,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702822004,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702822005,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702824001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702825001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702826001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702827001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,0,0,1
be_G1_702827002,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,0,0,1
be_G1_702827003,FALSE,FALSE,FALSE,TRUE,FALSE,male,never met,0,0,1
be_G1_702827004,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,0,0,1
be_G1_702827005,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,0,0,1
be_G1_702827006,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,0,0,1
be_G1_702828001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702829001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702831001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702831002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702833001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702833002,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702833003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702834001,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,0,0,1
be_G1_702834002,FALSE,FALSE,FALSE,FALSE,FALSE,female,2-3 weeks,0,0,1
be_G1_702834003,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,0,0,1
be_G1_702834004,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3-7 days,1,1,0
be_G1_702834005,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702834006,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702834007,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702834008,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702834009,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702834010,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702834011,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702834012,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702834013,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702834014,NA,NA,NA,NA,NA,NA,NA,1,1,NA
be_G1_702834015,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702834016,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702835001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702835002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702835003,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702835004,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702835005,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702835006,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702835007,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702837001,FALSE,FALSE,FALSE,FALSE,FALSE,other,1-2 days,1,1,0
be_G1_702837002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702838001,TRUE,FALSE,FALSE,FALSE,TRUE,male,occasional,1,1,0
be_G1_702838002,TRUE,FALSE,FALSE,FALSE,TRUE,female,1 month,1,1,0
be_G1_702838003,FALSE,FALSE,FALSE,FALSE,TRUE,female,never met,1,1,0
be_G1_702838004,FALSE,FALSE,FALSE,FALSE,FALSE,female,never met,1,1,0
be_G1_702838005,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702838006,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702838007,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702840001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702840002,FALSE,FALSE,FALSE,FALSE,FALSE,male,3-7 days,1,1,0
be_G1_702840003,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702840004,FALSE,FALSE,FALSE,FALSE,FALSE,male,3-7 days,1,1,0
be_G1_702840005,FALSE,FALSE,FALSE,FALSE,FALSE,male,3-7 days,1,1,0
be_G1_702840006,FALSE,FALSE,FALSE,FALSE,FALSE,female,occasional,1,1,0
be_G1_702842001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702842002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702842003,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702843001,FALSE,FALSE,FALSE,TRUE,TRUE,female,3-7 days,1,1,0
be_G1_702843002,FALSE,FALSE,FALSE,TRUE,FALSE,female,never met,1,1,0
be_G1_702843003,FALSE,FALSE,FALSE,FALSE,FALSE,female,never met,1,1,0
be_G1_702843004,FALSE,FALSE,FALSE,FALSE,TRUE,female,never met,1,1,0
be_G1_702843005,FALSE,FALSE,FALSE,FALSE,TRUE,female,never met,1,1,0
be_G1_702843006,FALSE,FALSE,FALSE,FALSE,TRUE,female,never met,1,1,0
be_G1_702844001,FALSE,FALSE,FALSE,FALSE,FALSE,male,2-3 weeks,1,1,0
be_G1_702844002,FALSE,FALSE,TRUE,TRUE,FALSE,female,2-3 weeks,1,1,0
be_G1_702845001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702847001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702848001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702848002,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702849001,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702850001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702850002,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702850003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702851001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702851002,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702851003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702852001,FALSE,FALSE,FALSE,TRUE,FALSE,male,never met,1,1,0
be_G1_702852002,FALSE,FALSE,FALSE,FALSE,TRUE,male,never met,1,1,0
be_G1_702853001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702855001,TRUE,FALSE,FALSE,TRUE,FALSE,female,1-2 days,1,1,0
be_G1_702855002,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702855003,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702855004,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702855005,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702855006,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,NA
be_G1_702856001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702856002,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702856003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702856004,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702856005,FALSE,FALSE,FALSE,FALSE,FALSE,male,3-7 days,1,1,0
be_G1_702856006,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702856007,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702856008,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702856009,FALSE,FALSE,FALSE,FALSE,FALSE,male,2-3 weeks,1,1,0
be_G1_702856010,FALSE,FALSE,FALSE,FALSE,FALSE,female,1 month,1,1,0
be_G1_702857001,FALSE,FALSE,FALSE,FALSE,FALSE,female,2-3 weeks,1,1,0
be_G1_702857002,FALSE,FALSE,FALSE,FALSE,FALSE,female,2-3 weeks,1,1,0
be_G1_702857003,FALSE,FALSE,FALSE,FALSE,FALSE,female,2-3 weeks,1,1,0
be_G1_702857004,FALSE,FALSE,FALSE,FALSE,FALSE,female,2-3 weeks,1,1,0
be_G1_702858001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702858002,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702858003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702858004,FALSE,FALSE,FALSE,FALSE,FALSE,male,3-7 days,1,1,0
be_G1_702858005,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702858006,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702858007,FALSE,FALSE,FALSE,FALSE,FALSE,male,3-7 days,1,1,0
be_G1_702858008,FALSE,FALSE,FALSE,FALSE,FALSE,male,3-7 days,1,1,0
be_G1_702858009,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702859001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702860001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days,1,1,0
be_G1_702860002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702860003,FALSE,FALSE,FALSE,FALSE,FALSE,male,2-3 weeks,1,1,0
be_G1_702860004,FALSE,FALSE,FALSE,FALSE,FALSE,male,3-7 days,1,1,0
be_G1_702860005,FALSE,FALSE,FALSE,FALSE,FALSE,male,2-3 weeks,1,1,0
be_G1_702862001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702862002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702863001,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days,1,1,0
be_G1_702863002,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702863003,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702863004,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days,1,1,0
be_G1_702863005,FALSE,FALSE,FALSE,FALSE,FALSE,male,occasional,1,1,0
