key,strat,model,n_sample,mean_raw,mean,mean_l,mean_u,waic
CoMix2_it,non-home,ZeroInfPoissonLomax,4199,1.936413431769469,1.8527892244459911,1.693854776699424,2.0676720024270647,13664.849908163742
CoMix2_pl,home,ZeroInfNegativeBinomial,3955,1.6151706700379267,1.6150864372351759,1.5716964789968826,1.6610746865150965,13296.064042736758
CoMix2_pl,home,ZeroInfPoissonLogNormal,3955,1.6151706700379267,1.6151253649093475,1.5692575505556552,1.6641832151367104,13290.81932513127
CoMix2_pl,home,ZeroInfPoissonLomax,3955,1.6151706700379267,1.6242235107288263,1.5587684940252537,1.6849757713242575,13775.615879505374
CoMix2_pl,non-home,ZeroInfNegativeBinomial,3955,3.629329962073325,3.6331668575739964,3.3925080328072887,3.8572958467607688,16259.034564840274
CoMix2_pl,non-home,ZeroInfPoissonLogNormal,3955,3.629329962073325,3.0985354146959336,2.804523921103045,3.367657757427969,15730.371844644345
CoMix2_pl,non-home,ZeroInfPoissonLomax,3955,3.629329962073325,3.6776373646352316,3.1746443754601663,4.431127483290338,15689.08021255119
CoMix2_pt,home,ZeroInfNegativeBinomial,4174,1.5730713943459511,1.5744083071631654,1.5330503895692487,1.6108254114630491,13599.620593769285
CoMix2_pt,home,ZeroInfPoissonLogNormal,4174,1.5730713943459511,1.5730263138262488,1.5324521818815076,1.609024992266045,13591.553345928422
CoMix2_pt,home,ZeroInfPoissonLomax,4174,1.5730713943459511,1.571417761176436,1.5143732961022838,1.6386805482048539,14367.368609408713
CoMix2_pt,non-home,ZeroInfNegativeBinomial,4174,4.240297077144226,4.247745501594711,3.931878385791943,4.577104373876439,16207.590241388069
CoMix2_pt,non-home,ZeroInfPoissonLogNormal,4174,4.240297077144226,3.4895363249332165,3.1576250163341433,3.8990640144314788,15726.994950756625
CoMix2_pt,non-home,ZeroInfPoissonLomax,4174,4.240297077144226,4.817563281666732,3.861001757018601,7.009811041133469,15689.509287315888
Read_2014,home,ZeroInfNegativeBinomial,1574,4.5819567979669635,4.584392683049257,4.379441589479853,4.795150884796307,8104.429137246609
Read_2014,home,ZeroInfPoissonLogNormal,1574,4.5819567979669635,4.38289641193065,4.210530736374119,4.577027806415541,7835.294162583188
Read_2014,home,ZeroInfPoissonLomax,1574,4.5819567979669635,4.555313394347885,4.293927349521254,4.836749193191282,8247.486028900792
Read_2014,non-home,ZeroInfNegativeBinomial,1574,13.689326556543838,13.724455681931245,12.914862798484275,14.568838041687755,11404.786535908326
Read_2014,non-home,ZeroInfPoissonLogNormal,1574,13.689326556543838,13.32410355601854,12.476591925923346,14.300789877727894,11259.759863317366
Read_2014,non-home,ZeroInfPoissonLomax,1574,13.689326556543838,13.477520133346362,12.469109558253068,14.526326231576196,11297.528971373615
Mossong_2008,home,ZeroInfNegativeBinomial,4751,3.193643443485582,3.1929967222524223,3.124074685510871,3.270194820457411,20957.027348857744
Mossong_2008,home,ZeroInfPoissonLogNormal,4751,3.193643443485582,3.187140124877999,3.115301780108421,3.2545560876024275,20877.420567381934
Mossong_2008,home,ZeroInfPoissonLomax,4751,3.193643443485582,3.203526198024097,3.0952376461424183,3.310353488037481,21904.046317058903
Mossong_2008,non-home,ZeroInfNegativeBinomial,4751,9.406019785308356,9.399421867644133,9.159715008601799,9.669529759703684,31272.995923593844
Mossong_2008,non-home,ZeroInfPoissonLogNormal,4751,9.406019785308356,9.63380128179485,9.315476354745487,9.985601119670978,31338.676416152444
Mossong_2008,non-home,ZeroInfPoissonLomax,4751,9.406019785308356,9.446158200704213,9.134787162820087,9.709287002968901,31292.640477938323
Grijalva_2015,home,ZeroInfNegativeBinomial,287,5.958188153310105,5.942427105241011,5.536042859546651,6.330761619058272,1459.308750204589
Grijalva_2015,home,ZeroInfPoissonLogNormal,287,5.958188153310105,5.921292468658417,5.530440932003283,6.299288159701833,1455.743338471438
Grijalva_2015,home,ZeroInfPoissonLomax,287,5.958188153310105,6.054513743979884,5.379779166329703,6.987033063890343,1656.7318242863917
Grijalva_2015,non-home,ZeroInfNegativeBinomial,287,6.689895470383275,6.6529258710797725,5.893789041410398,7.549854363436775,1685.3269961951878
Grijalva_2015,non-home,ZeroInfPoissonLogNormal,287,6.689895470383275,6.684861699679069,5.815296371107142,7.828161387163363,1684.5430668341953
Grijalva_2015,non-home,ZeroInfPoissonLomax,287,6.689895470383275,6.790374942538733,5.871814298357407,8.086954108314485,1688.1336542573117
Leung_2017,home,ZeroInfNegativeBinomial,887,1.9763246899661782,1.9744828287954104,1.8731510688314919,2.0804118252607435,3159.959333871992
Leung_2017,home,ZeroInfPoissonLogNormal,887,1.9763246899661782,1.9756174319980073,1.875600743052543,2.076485039666887,3158.558245173259
Leung_2017,home,ZeroInfPoissonLomax,887,1.9763246899661782,1.9846130800744184,1.8406453322244498,2.1677978950706946,3382.7660371022607
Leung_2017,non-home,ZeroInfNegativeBinomial,887,5.177001127395716,5.190991096383524,4.745640991865882,5.629862836716048,4819.536288667664
Leung_2017,non-home,ZeroInfPoissonLogNormal,887,5.177001127395716,5.192608101117694,4.714972618277989,5.721259737892699,4802.111274149126
Leung_2017,non-home,ZeroInfPoissonLomax,887,5.177001127395716,5.141027349691918,4.7104629165899095,5.702620486704592,4796.215472609914
Horby_2011,home,ZeroInfNegativeBinomial,562,5.45729537366548,5.439155367089259,5.208956222205948,5.682516436309052,2700.1205677691646
Horby_2011,home,ZeroInfPoissonLogNormal,562,5.45729537366548,5.435192937698919,5.218578386476774,5.676465550668859,2694.8055037818563
Horby_2011,home,ZeroInfPoissonLomax,562,5.45729537366548,5.518733223533223,5.051450520148794,6.073429781004564,3142.2545104757064
Horby_2011,non-home,ZeroInfNegativeBinomial,562,2.622775800711744,2.6296904631134947,2.3857365984934726,2.9078327211558075,2285.8375949210836
Horby_2011,non-home,ZeroInfPoissonLogNormal,562,2.622775800711744,2.5985209631185944,2.3232875237580224,2.89722306427978,2275.6807051639184
Horby_2011,non-home,ZeroInfPoissonLomax,562,2.622775800711744,2.6725891744098624,2.350320058430998,3.022267512713628,2313.0118630940597
Dodd_2016,home,ZeroInfNegativeBinomial,3550,2.8580281690140845,2.8546851343502007,2.7736598934424372,2.9359891801125517,15144.22016184629
Dodd_2016,home,ZeroInfPoissonLogNormal,3550,2.8580281690140845,2.855653494794402,2.7827608424460557,2.9320384609837253,15144.65705823049
Dodd_2016,home,ZeroInfPoissonLomax,3550,2.8580281690140845,2.8628459812102185,2.760161866612861,2.9824378018789934,15690.162739447938
Dodd_2016,non-home,ZeroInfNegativeBinomial,3550,2.0991549295774647,2.0942994933156105,2.0226862114399347,2.170311625178058,13822.12008412806
Dodd_2016,non-home,ZeroInfPoissonLogNormal,3550,2.0991549295774647,2.094722529251294,2.0144747270421908,2.1807877782627525,13792.505792807186
Dodd_2016,non-home,ZeroInfPoissonLomax,3550,2.0991549295774647,2.1059892898208306,2.018036746145538,2.1915571314698186,13846.180720226565
Willem_2012,home,ZeroInfNegativeBinomial,1384,3.254335260115607,3.2504155933022,3.1083444988908906,3.402347558291386,6276.575983657418
Willem_2012,home,ZeroInfPoissonLogNormal,1384,3.254335260115607,3.210111665128629,3.0653324034832146,3.3691299997240285,6186.21006047677
Willem_2012,home,ZeroInfPoissonLomax,1384,3.254335260115607,3.2968370060942838,3.064222407421973,3.4785169675399787,6432.744396752085
Willem_2012,non-home,ZeroInfNegativeBinomial,1384,15.235549132947977,15.278177109148508,14.24973471416602,16.27933204093752,10200.088479629163
Willem_2012,non-home,ZeroInfPoissonLogNormal,1384,15.235549132947977,15.068137075846943,13.9034314223154,16.40724938536622,10095.567984568395
Willem_2012,non-home,ZeroInfPoissonLomax,1384,15.235549132947977,15.158302157170844,14.011856050306227,16.808352845641437,10110.929222613579
Wirya_2020,home,ZeroInfNegativeBinomial,364,8.326923076923077,8.330389934996754,7.547552989642682,9.103047252356419,2307.3544738429423
Wirya_2020,home,ZeroInfPoissonLogNormal,364,8.326923076923077,8.356189852073511,7.498614656099429,9.394657349401312,2304.3889578529293
Wirya_2020,home,ZeroInfPoissonLomax,364,8.326923076923077,8.36098502885059,7.548150064435271,9.531492260065354,2321.418996050894
Wirya_2020,non-home,ZeroInfNegativeBinomial,364,14.151098901098901,14.128308246027713,12.998496956533872,15.337597795161482,2606.2479203208286
Wirya_2020,non-home,ZeroInfPoissonLogNormal,364,14.151098901098901,14.322302541407309,13.086893147627785,15.743465590590509,2618.1642104645325
Wirya_2020,non-home,ZeroInfPoissonLomax,364,14.151098901098901,14.59461223106598,12.796943086535984,16.411748678808078,2675.8458307663727
Kassteele_2017,home,ZeroInfNegativeBinomial,502,3.055776892430279,3.045961883818794,2.8233707822161476,3.289322442111916,2212.5663745532993
Kassteele_2017,home,ZeroInfPoissonLogNormal,502,3.055776892430279,3.0061741065494316,2.7635285986663645,3.2661592240650283,2180.0288706394863
Kassteele_2017,home,ZeroInfPoissonLomax,502,3.055776892430279,3.0650150077579106,2.7904112251095894,3.4412424086070446,2283.7090884245144
Kassteele_2017,non-home,ZeroInfNegativeBinomial,502,8.816733067729084,8.789686288216076,8.079184292299528,9.572679294369323,3240.1295242708975
Kassteele_2017,non-home,ZeroInfPoissonLogNormal,502,8.816733067729084,8.894902305167651,8.159934204835322,9.850137854983902,3245.1266220796565
Kassteele_2017,non-home,ZeroInfPoissonLomax,502,8.816733067729084,8.857503000484817,8.074242147813749,9.994614641193575,3251.67529270021
Hens_2009,home,ZeroInfNegativeBinomial,962,3.262993762993763,3.259103927373835,3.1052166832340653,3.4116854883046672,4251.005501971066
Hens_2009,home,ZeroInfPoissonLogNormal,962,3.262993762993763,3.2572873592031426,3.1069101478642462,3.410226156162294,4237.13841645788
Hens_2009,home,ZeroInfPoissonLomax,962,3.262993762993763,3.300291387243695,3.058488705333893,3.5446639833602642,4481.275556820524
Hens_2009,non-home,ZeroInfNegativeBinomial,962,14.476091476091476,14.440562580083865,13.31358080254617,15.529566901580514,7022.645538530512
Hens_2009,non-home,ZeroInfPoissonLogNormal,962,14.476091476091476,13.644484000065749,12.333278652439265,15.16260892552258,6858.346299921056
Hens_2009,non-home,ZeroInfPoissonLomax,962,14.476091476091476,14.175413388355027,12.718467768856382,16.570218901391588,6874.986295953492
Beraud_2015,home,ZeroInfNegativeBinomial,2134,3.142924086223055,3.1405552700655095,3.0264260146074897,3.253101000961035,9651.669867690753
Beraud_2015,home,ZeroInfPoissonLogNormal,2134,3.142924086223055,3.12782650470918,2.9901429889803772,3.2661154277984323,9592.712061921373
Beraud_2015,home,ZeroInfPoissonLomax,2134,3.142924086223055,3.1742159825421976,2.9986881762686464,3.3207372774129746,9783.659009207979
Beraud_2015,non-home,ZeroInfNegativeBinomial,2134,7.225398313027179,7.210217640033356,6.911196368537419,7.538793727981018,12981.84981968026
Beraud_2015,non-home,ZeroInfPoissonLogNormal,2134,7.225398313027179,7.359989282094225,6.99906198745427,7.766267307242201,13010.884235710699
Beraud_2015,non-home,ZeroInfPoissonLomax,2134,7.225398313027179,7.241114494125895,6.907115196750859,7.594337308625955,12989.098468522167
Melegaro_2017,home,ZeroInfNegativeBinomial,992,5.620967741935484,5.61389058281877,5.353512208809104,5.903009689251947,5392.9608873816715
Melegaro_2017,home,ZeroInfPoissonLogNormal,992,5.620967741935484,5.575685502922961,5.33810956969165,5.872475344921188,5352.728255717629
Melegaro_2017,home,ZeroInfPoissonLomax,992,5.620967741935484,5.6567623438174035,5.2675281248951356,6.064694314830488,5589.713497738748
Melegaro_2017,non-home,ZeroInfNegativeBinomial,992,5.080645161290323,5.0832832765461555,4.711370549229569,5.459163479752299,5290.672601059757
Melegaro_2017,non-home,ZeroInfPoissonLogNormal,992,5.080645161290323,5.117502547658222,4.709468320110902,5.56856533338566,5286.802233191179
Melegaro_2017,non-home,ZeroInfPoissonLomax,992,5.080645161290323,5.092639419126891,4.695749466600035,5.536171861823397,5297.234865327579
