q,q_v,mean,lower,upper,key,strat
0.97,56.40999999999997,0.9753132008566623,0.23967110453509505,1.951404466200986,Zhang_2019,non-home
0.98,60.0,1.3884835022768498,0.32955548414893443,2.863753121683677,Zhang_2019,non-home
0.95,11.0,-0.05798695838178843,-0.399134682788304,0.30856183119289504,Leung_2017_online,non-home
0.97,13.709999999999923,0.4791307304967902,-0.28551877826381833,1.271616937860437,Leung_2017_online,non-home
0.98,15.0,0.5181045953717612,-0.506836425881642,2.0527780458879965,Leung_2017_online,non-home
0.95,23.0,1.4517032169494821,0.29887545241536817,2.7639510560185747,Leung_2017_paper,non-home
0.97,27.739999999999952,2.861344965507105,0.9622019943192626,5.600118949304236,Leung_2017_paper,non-home
0.98,30.479999999999905,3.18355567503099,0.6608715575651145,6.302174849335531,Leung_2017_paper,non-home
0.95,14.0,0.764321585549673,0.6939065071589655,0.8536325609232126,CoMix2,non-home
0.97,24.619999999995343,0.7963467377747742,0.6855743976360392,0.8964601573143163,CoMix2,non-home
0.98,37.0,0.819939265949319,0.6862783464804607,0.9451151507212754,CoMix2,non-home
0.95,12.0,0.880722726000971,0.633272888375641,1.1319508398570017,CoMix2_at,non-home
0.97,22.0,1.0578178189177745,0.7643108482286178,1.4108656345927337,CoMix2_at,non-home
0.98,35.0,1.5059637300516393,1.0449544047609944,2.058121089356808,CoMix2_at,non-home
0.95,14.0,0.8310511883090879,0.5795815897516068,1.0994479863649715,CoMix2_be,non-home
0.97,25.0,0.8897089561393273,0.5441844819068099,1.2812914391059607,CoMix2_be,non-home
0.98,40.0,1.1568296149543442,0.7348971569603083,1.6320735399223476,CoMix2_be,non-home
0.95,19.0,0.8312029793176745,0.626889664623086,1.0745848393908235,CoMix2_dk,non-home
0.97,33.86000000000013,1.2464908427925567,0.8787851285862047,1.6534352773692846,CoMix2_dk,non-home
0.98,45.23999999999978,1.4990225265583037,1.0234791358268385,2.0544553469961695,CoMix2_dk,non-home
0.95,27.0,1.1054592911551395,0.7980984942807146,1.3670450577092983,CoMix2_ee,non-home
0.97,45.01999999999998,1.4298386281154776,1.0230114201708038,1.9074451128100105,CoMix2_ee,non-home
0.98,64.0,2.048434144039075,1.4072539572428813,2.768186013680768,CoMix2_ee,non-home
0.95,11.0,0.9386528977127839,0.6993221194832305,1.1964078004202043,CoMix2_gr,non-home
0.97,19.199999999999818,0.993677653737551,0.6759464146490434,1.3557000458206878,CoMix2_gr,non-home
0.98,33.0,1.2035032306243576,0.7528231393555456,1.6928645666983972,CoMix2_gr,non-home
0.95,13.0,0.9528818539968279,0.6703386287987059,1.2507558800548626,CoMix2_hr,non-home
0.97,19.93000000000029,1.0542638639384074,0.6892417484303064,1.4360472338620787,CoMix2_hr,non-home
0.98,30.0,1.0027674512533966,0.6405521536893317,1.4598927958994214,CoMix2_hr,non-home
0.95,7.0,0.5712702143050887,0.3672017304952953,0.7937190006717364,CoMix2_it,non-home
0.97,10.0,0.5604831924615196,0.3314884523084427,0.8308418307443823,CoMix2_it,non-home
0.98,15.0,0.7448227200426989,0.3495730058960545,1.1534403611487878,CoMix2_it,non-home
0.95,11.0,0.7351125040208637,0.4814692710552097,1.0121424305033329,CoMix2_pl,non-home
0.97,20.0,0.8135720231495992,0.45328168895363385,1.1870895195904938,CoMix2_pl,non-home
0.98,30.920000000000073,1.0081878192231888,0.5504785688507722,1.5832026015847374,CoMix2_pl,non-home
0.95,13.349999999999909,0.7775238742282837,0.5455460601503326,1.0391900358698936,CoMix2_pt,non-home
0.97,24.809999999999945,1.0286620251792884,0.7056056050635614,1.4391159769592556,CoMix2_pt,non-home
0.98,36.0,1.3241899612508947,0.8297044395644455,1.8738722748104082,CoMix2_pt,non-home
0.95,44.0,0.7289123911039532,0.34153784209012567,1.0999712767005707,Read_2014,non-home
0.97,59.0,1.347461061206605,0.6733750479281617,2.1399873011818356,Read_2014,non-home
0.98,65.53999999999996,1.6493488199294477,0.8028210712688543,2.644213755263096,Read_2014,non-home
0.95,30.0,-0.11457372395852357,-0.17559389784838406,-0.046798961082712046,Mossong_2008,non-home
0.97,36.0,-0.05004100583888747,-0.14383790040380282,0.05515368277050836,Mossong_2008,non-home
0.98,40.0,0.09233317557938829,-0.07124051356714295,0.2873592112579956,Mossong_2008,non-home
0.95,19.69999999999999,1.7797992504709845,0.43725698613414676,3.406816130025163,Grijalva_2015,non-home
0.97,24.679999999999836,1.4730603108004239,0.025245788355758192,3.4444388865713584,Grijalva_2015,non-home
0.98,29.279999999999973,2.4820026824870283,0.19526140110762835,5.925996661053272,Grijalva_2015,non-home
0.95,17.0,0.7248594504763008,0.25125245930468243,1.2175403385365091,Leung_2017,non-home
0.97,21.0,1.194904276267917,0.36072884843086017,2.2376807890369927,Leung_2017,non-home
0.98,23.0,1.4839770752495818,0.5171058084744755,2.667789723766389,Leung_2017,non-home
0.95,9.0,0.39281345335491075,-0.09603280022547073,1.0452362760310514,Horby_2011,non-home
0.97,11.0,0.9276079717747058,-0.019097573588910954,1.9868375432546042,Horby_2011,non-home
0.98,12.0,1.481805267140146,-0.04729519279252048,3.5160057966190377,Horby_2011,non-home
0.95,7.0,-0.1717831248164371,-0.34878375454919336,-0.0068705938049592324,Dodd_2016,non-home
0.97,8.0,-0.21263013367389055,-0.427209837027601,0.014787536684508041,Dodd_2016,non-home
0.98,10.0,-0.5313700509593492,-0.8031045445149336,-0.2614732270661676,Dodd_2016,non-home
0.95,56.0,1.1428915824909542,0.7063946059779027,1.783294290928579,Willem_2012,non-home
0.97,67.0,1.2993138478530617,0.5130974810849374,2.1159412730387226,Willem_2012,non-home
0.98,88.67999999999984,1.6812372040412102,0.8123921244623056,2.862805572616149,Willem_2012,non-home
0.95,34.85000000000002,1.8231229902183708,0.2964663528104823,3.408029508847997,Wirya_2020,non-home
0.97,37.549999999999784,0.6622269959384239,-0.08976144031438517,1.7275244274624724,Wirya_2020,non-home
0.98,42.73999999999995,1.5184229977036092,0.12084818163404765,3.8330911264639114,Wirya_2020,non-home
0.95,26.0,-0.33216680589534203,-0.78013261970617,0.1784058949019246,Kassteele_2017,non-home
0.97,32.96999999999997,-0.3088596916284861,-0.9162450157539204,0.42311724269985423,Kassteele_2017,non-home
0.98,39.919999999999845,0.40909950240348547,-0.6735030378631713,2.1051837558765314,Kassteele_2017,non-home
0.95,50.94999999999993,1.3320197072881994,0.6661981144982597,2.0731512962427,Hens_2009,non-home
0.97,63.16999999999996,1.80054679300912,0.828747127523619,3.0591317942659955,Hens_2009,non-home
0.98,71.77999999999997,2.434282429627863,1.0659859558366285,4.348312663184065,Hens_2009,non-home
0.95,23.0,-0.14823300052193933,-0.3025459641701911,0.014215728831420332,Beraud_2015,non-home
0.97,27.01000000000022,-0.10487275743950773,-0.3565096545987736,0.12914215256312936,Beraud_2015,non-home
0.98,31.0,0.06176768385713782,-0.2545237016813265,0.43914230972176493,Beraud_2015,non-home
0.95,19.0,-0.06828015594852953,-0.38276417078872366,0.265209381957763,Melegaro_2017,non-home
0.97,22.269999999999982,0.16504096435776425,-0.3700122319153922,0.7897087749463695,Melegaro_2017,non-home
0.98,24.17999999999995,0.058515930304300995,-0.4555687856784915,0.6693956343596681,Melegaro_2017,non-home
