"C_CID","C_Distances_1","C_Distances_2","C_Distances_3","C_Distances_4","C_Duration","C_How_Often","C_MainWhere","C_MaxDistance","C_NEW_Estimated_Contact_Time_1","C_NEW_Estimated_Contact_Time_2","C_NEW_Estimated_Contact_Time_3","C_NEW_Estimated_Contact_Time_4","C_NEW_Estimated_Contact_Time_5","C_NEW_Estimated_Contact_Time_6","C_NEW_Estimated_Contact_Time_7","C_NEW_Estimated_Contact_Time_8","C_NEW_Estimated_Contact_Time_9","C_NEW_Estimated_Contact_Time_10","C_NEW_Estimated_Contact_Time_11","C_NEW_Estimated_Contact_Time_12","C_NEW_Estimated_Contact_Time_13","C_NEW_Estimated_Contact_Time_14","C_NEW_Estimated_Contact_Time_15","C_NEW_Estimated_Contact_Time_16","C_NEW_Estimated_Contact_Time_17","C_NEW_Estimated_Contact_Time_18","C_NEW_Estimated_Contact_Time_19","C_NEW_Estimated_Contact_Time_20","C_Number","C_PID","C_Touch","C_Wheres_1","C_Wheres_2","C_Wheres_3","C_Wheres_4","C_Wheres_5","C_Wheres_6"
22,0,1,0,0,0,4,3,2,0.00050557,0.024048,0.045533,0.0026823,0.0065404,0.045309,0.091699,0.029933,0.060058,0.016024,0.011892,0.00032883,0.021245,0.0058809,0.024909,0.0084253,0.0017808,0.0014072,0.12318,0.00054699,1,11391,0,0,0,1,0,0,0
23,0,1,0,0,0,4,4,2,0.015923,0.0030213,0.1296,0.049123,0.0038561,0.0058634,0.0025436,0.078132,0.0012137,0.0046883,0.030121,0.0081824,0.12581,0.0050774,0.029237,0.024445,0.038679,0.031374,0.014973,0.0008612,1,11391,0,0,0,0,1,0,0
24,0,1,0,0,0,4,4,2,0.026192,0.0053731,0.0078282,0.13808,0.00056402,0.033818,0.0080659,0.0092385,0.067663,0.0018585,0.0096895,0.0021536,0.00028008,0.021097,0.028253,0.0062627,0.047172,0.06267,0.00039491,0.04614,1,11391,0,0,0,0,1,0,0
25,1,0,0,0,0,0,2,1,0.094242,0.0035392,0.11375,0.093809,0.13354,0.005831,0.046524,0.1351,0.047213,0.13743,0.047218,0.0050315,0.00021754,0.084821,0.072443,0.10199,0.046536,0.06523,0.0094773,0.027108,1,11391,0,0,1,0,0,0,0
3,0,1,0,0,0,0,6,2,0.15764,0.010399,0.015981,0.048883,0.043577,0.11489,0.078683,0.10197,0.12402,0.0016284,0.10661,0.14989,0.15023,0.0060369,0.0017805,0.074203,0.054089,0.016042,0.023033,0.14,1,11391,0,0,0,0,0,0,1
4,1,0,0,0,3,1,2,1,2.9685,1.3457,1.4461,23.597,1.2039,1.3245,1.6337,1.4085,4.6666,7.5072,1.0443,6.1884,1.595,22.192,5.204,6.2477,1.3284,1.1317,2.4439,20.696,1,11391,0,0,1,0,0,0,0
5,1,0,0,0,3,1,2,1,2.1888,2.0817,22.112,1.2869,2.346,20.05,2.4688,1.0337,7.8242,21.224,5.5981,2.7226,10.847,4.7386,13.363,1.0348,3.6171,17.328,3.162,12.5,1,11391,0,0,1,0,0,0,0
6,1,0,0,0,1,1,2,1,0.38953,0.25551,0.49658,0.24527,0.25313,0.49201,0.22279,0.35302,0.4509,0.2662,0.46056,0.44745,0.2281,0.21118,0.25324,0.46651,0.297,0.30672,0.35049,0.4754,1,11391,0,0,1,0,0,0,0
7,1,0,0,0,3,2,2,1,2.863,1.6346,6.685,20.265,2.359,1.6045,1.1658,1.4051,3.1109,8.1039,7.1561,13.424,1.063,5.6314,1.2328,4.2028,3.1091,5.5656,5.8894,1.2517,1,11391,0,0,1,0,0,0,0
8,1,0,0,0,1,0,2,1,0.34654,0.33292,0.42212,0.45434,0.29278,0.35218,0.28275,0.27276,0.18165,0.28904,0.23508,0.49447,0.37238,0.33884,0.17463,0.3258,0.20539,0.46451,0.1681,0.16765,1,11391,0,0,1,0,0,0,0
9,1,0,0,0,0,1,2,1,0.11684,0.053604,0.024969,0.10077,0.088998,0.0072134,0.014091,0.015435,0.10231,0.0038733,0.0039484,0.014411,0.0099654,0.02479,0.14182,0.030685,0.044908,0.0063464,0.086751,0.0016043,1,11391,0,0,1,0,0,0,0
0,0,0,1,0,1,3,2,3,0.0034321,0.0036703,0.0034898,0.0061659,0.0052227,0.0036112,0.0080924,0.0040338,0.0057489,0.0082294,0.005663,0.0035354,0.0088896,0.0041164,0.004418,0.0033765,0.0057858,0.0039479,0.0066239,0.0050179,50,11392,1,0,1,0,0,0,0
1,1,0,0,0,3,0,1,1,1.4859,12.987,1.6673,1.3924,5.5445,11.094,2.2443,1.0575,18.666,3.4815,5.275,4.09,4.317,1.0503,3.3362,17.832,3.7951,23.075,3.9607,8.6935,1,11392,1,1,0,0,0,0,0
10,0,1,0,0,2,2,2,2,0.71144,0.61291,0.65465,0.81781,0.91159,0.65027,0.55047,0.64884,0.70708,0.72836,0.71598,0.90963,0.76854,0.7924,0.70921,0.86145,0.52855,0.52369,0.63259,0.6191,1,11392,0,0,1,0,0,0,0
11,1,0,0,0,3,3,3,1,11.689,20.024,9.5061,4.2261,15.518,1.2583,2.3137,2.9047,14.896,7.3209,20.497,2.0524,5.0029,1.4316,1.9546,4.3642,3.8679,1.7445,5.5283,5.4111,1,11392,0,0,0,1,0,0,0
12,1,0,0,0,3,3,3,1,2.961,1.2558,9.0874,5.0335,22.002,2.8471,23.428,5.5371,2.8645,2.1772,19.823,18.393,21.885,5.2291,3.429,1.1896,1.0795,2.9441,1.2394,1.068,1,11392,0,0,0,1,0,0,0
2,0,0,1,0,3,0,2,3,1.6857,11.571,2.5524,2.0931,3.1088,3.1669,1.7902,11.634,10.438,5.3402,2.0949,4.1552,16.18,3.06,8.8142,7.3291,22.419,1.5004,1.1539,23.623,1,11392,1,0,1,0,0,0,0
3,0,0,1,0,3,0,2,3,10.745,1.4573,10.966,16.334,14.562,3.1141,19.158,9.8011,22.051,1.8118,3.3949,6.3407,18.319,7.2895,1.0133,13.426,1.9429,10.958,4.1934,14.478,1,11392,1,0,1,0,0,0,0
4,0,0,1,0,1,4,2,3,0.18393,0.23602,0.16708,0.22084,0.21753,0.21166,0.27837,0.17123,0.21156,0.2843,0.29286,0.31318,0.4893,0.18673,0.32954,0.44912,0.32096,0.1775,0.28259,0.37604,1,11392,1,0,1,0,0,0,0
5,0,0,1,0,1,2,2,3,0.39094,0.24309,0.40562,0.45786,0.43173,0.27561,0.44575,0.20047,0.273,0.27166,0.40397,0.21677,0.49828,0.18439,0.2691,0.19535,0.28402,0.23523,0.38522,0.47478,1,11392,1,0,1,0,0,0,0
6,0,0,1,0,1,4,2,3,0.3502,0.23777,0.34021,0.39742,0.28482,0.21165,0.47648,0.2366,0.39903,0.32343,0.27762,0.45932,0.22235,0.23233,0.42645,0.22754,0.32235,0.23172,0.44891,0.21601,1,11392,1,0,1,0,0,0,0
7,0,1,0,0,3,0,2,2,16.69,5.3797,1.7704,9.8074,4.0756,1.1306,5.1093,1.8622,3.855,8.2507,20.69,1.006,17.391,1.5833,16.833,2.8673,2.9174,8.1882,12.221,9.0645,1,11392,0,0,1,0,0,0,0
8,0,1,0,0,3,0,2,2,15.205,7.1572,4.5193,7.9491,9.751,11.159,13.833,10.946,22.734,18.056,2.6738,7.8663,15.948,4.0803,4.2836,6.7652,22.077,3.3057,10.142,7.153,1,11392,0,0,1,0,0,0,0
9,0,1,0,0,2,1,2,2,0.62857,0.57669,0.57885,0.6514,0.59985,0.75697,0.58943,0.61507,0.76177,0.67018,0.53805,0.6518,0.55296,0.80353,0.69997,0.58868,0.58911,0.64327,0.95936,0.51093,1,11392,0,0,1,0,0,0,0
0,0,0,1,0,0,0,6,3,0.0064243,0.01482,0.0038238,0.0060139,0.12848,0.11759,0.0002735,0.0050105,0.0082218,0.0003108,0.0038519,0.0010814,0.0012919,0.00076658,0.0035127,0.026223,0.0035283,0.0013496,0.0015689,0.0034674,11,11393,0,0,0,0,0,0,1
1,1,0,0,0,3,0,1,1,1.4866,2.7057,2.0294,8.4074,4.8891,3.0517,17.154,21.141,1.165,7.7868,17.913,9.4365,9.6416,4.4354,19.041,16.03,2.619,7.9782,2.3891,1.2811,1,11393,1,1,0,0,0,0,0
2,1,0,0,0,3,0,1,1,9.738,2.4254,21.364,14.046,8.273,1.6459,3.582,17.301,7.4968,4.8197,15.596,19.801,1.5786,5.7159,3.6506,1.9812,7.9654,3.6796,17.602,2.5961,1,11393,1,1,0,0,0,0,0
3,1,0,0,0,3,0,1,1,1.3982,15.835,12.755,2.0874,19.618,3.5122,11.451,4.885,13.801,1.8245,7.1086,2.9929,16.727,16.645,14.485,4.5427,6.5502,9.4762,17.692,3.9633,1,11393,1,1,0,0,0,0,0
4,1,0,0,0,3,0,1,1,5.6893,11.484,2.9703,9.6495,1.8911,3.5051,6.6099,4.5339,7.2679,6.2209,19.367,3.1289,8.0333,13.299,12.967,17.526,5.8047,6.6074,2.2785,2.733,1,11393,1,1,0,0,0,0,0
5,1,0,0,0,3,0,1,1,4.5621,3.1081,5.5584,3.5742,1.3243,18.643,3.9287,9.7224,8.2247,2.9471,10.895,4.1569,3.329,1.7332,14.368,3.9717,1.8372,10.808,9.9007,4.8709,1,11393,1,1,0,0,0,0,0
6,1,0,0,0,3,3,1,1,2.2339,4.3418,2.9057,13.773,8.0385,5.2645,20.786,1.1112,2.337,1.6421,5.9079,14.749,1.6051,6.8761,3.1945,6.8652,1.0788,1.0296,10.178,1.3881,1,11393,1,1,0,0,0,0,0
7,0,0,1,0,0,0,6,3,0.087242,0.10683,0.054814,0.0381,0.042972,0.075311,0.042254,0.0056151,0.043797,0.099496,0.050057,0.14815,0.050369,0.1403,0.13236,0.014269,0.0065601,0.0082132,0.060569,0.060002,1,11393,0,0,0,0,0,0,1
8,0,0,1,0,0,0,6,3,0.061626,0.030705,0.10292,0.0032163,0.0032852,0.064449,0.034582,0.0092038,0.13535,0.05274,0.11053,0.011029,0.024277,0.11336,0.033011,0.12702,0.026206,0.098548,0.012177,0.14413,1,11393,0,0,0,0,0,0,1
0,0,0,0,1,0,4,4,4,0.07012,0.15956,0.013289,0.0095683,0.07194,0.067305,0.038596,0.00035949,0.00023625,0.0004169,0.0433,0.046966,0.061641,0.062715,0.0072381,0.029894,0.036863,0.00067028,0.056298,0.029574,2,11394,0,0,0,0,1,0,0
1,1,0,0,0,3,2,1,1,3.5125,8.6942,11.702,1.3162,18.281,20.397,4.0378,8.9215,2.4697,1.5607,6.1126,2.1215,5.3142,1.9857,4.4201,5.5727,1.2302,1.8939,1.2262,2.5739,1,11394,0,1,0,0,0,0,0
2,0,0,0,1,3,3,6,4,1.1571,1.8085,14.902,7.5377,4.5091,5.6162,5.1341,2.3201,9.3252,8.0433,4.125,5.3338,6.8356,9.6532,2.64,1.7363,2.9948,20.259,2.0611,16.407,1,11394,1,0,0,0,0,0,1
3,0,0,0,1,3,3,6,4,16.801,1.4071,20.466,2.1235,11.081,1.4715,21.822,7.6719,1.6579,3.2959,18.349,10.62,1.7154,8.0236,7.7686,1.035,1.9284,6.9107,6.6795,18.319,1,11394,1,0,0,0,0,0,1
4,0,0,0,1,3,3,6,4,2.2055,2.8133,1.0461,1.5351,2.8776,4.1415,12.988,13.837,15.889,7.7269,2.0464,3.0183,1.0056,1.8699,4.8161,5.6639,13.307,8.6705,12.844,5.2432,1,11394,1,0,0,0,0,0,1
5,0,0,0,1,3,3,3,4,7.6691,4.2789,7.568,19.619,3.9638,2.2091,2.8425,10.228,13.849,4.2801,20.145,5.8894,7.1516,3.6793,16.687,4.5122,1.5933,2.0098,2.023,16.51,1,11394,1,0,0,1,0,0,0
6,0,0,0,1,3,3,3,4,1.1514,4.3739,5.2306,4.361,1.6973,1.4406,2.8755,2.8702,6.2178,1.2546,11.78,1.7396,12.208,8.8314,13.366,8.6038,7.4617,1.6425,18.441,3.1226,1,11394,1,0,0,1,0,0,0
7,0,0,0,1,3,3,3,4,2.5187,13.722,4.2797,1.794,1.7898,3.3293,5.7542,6.3504,4.1592,5.3346,2.9757,3.0385,12.913,3.1306,16.568,6.6956,9.2977,1.7558,1.444,7.3903,1,11394,1,0,0,1,0,0,0
0,1,0,0,0,1,0,1,1,0.17144,0.1776,0.25956,0.23784,0.3441,0.46161,0.45497,0.1757,0.41134,0.3254,0.43374,0.1888,0.35901,0.38705,0.38075,0.42992,0.33593,0.49031,0.3422,0.3063,1,11395,1,1,0,0,0,0,0
0,1,0,0,0,3,0,1,1,1.5335,9.9825,11.022,11.808,2.914,7.848,6.6038,1.2303,15.307,2.6319,7.8707,1.0298,3.0939,22.331,3.9082,1.7933,19.688,2.9521,6.6278,16.768,1,11396,1,1,0,0,0,0,0
1,1,0,0,0,3,2,1,1,1.6732,9.1468,1.8877,1.0358,3.415,3.0105,7.431,7.6662,1.4007,2.4941,1.0271,1.2626,1.0153,18.332,1.057,1.6877,9.3261,1.0813,23.206,12.465,1,11396,1,1,0,0,0,0,0
2,0,1,0,0,3,3,6,2,17.687,1.3581,5.194,1.6814,17.984,6.9595,16.987,5.1789,4.7444,23.045,7.1658,1.7025,18.868,2.0712,18.706,16.967,12.515,1.104,3.1079,6.9772,1,11396,1,0,0,0,0,0,1
3,0,1,0,0,3,3,6,2,7.5638,13.834,16.275,3.7486,3.3235,1.4481,1.8332,2.414,19.205,6.3436,13.223,1.0029,4.8302,2.9184,20.819,3.7133,15.83,2.0297,7.7528,5.6367,1,11396,0,0,0,0,0,0,1
4,0,1,0,0,0,4,3,2,0.0093037,0.011883,0.0094174,0.13439,0.0058618,0.01434,0.022775,0.002077,0.12257,0.039634,0.061741,0.00026981,0.071139,0.0047669,0.00017058,0.14736,0.016015,0.062205,0.16226,0.027647,1,11396,0,0,0,1,0,0,0
0,1,0,0,0,1,4,5,1,0.040293,0.40928,0.068385,0.034529,0.052638,0.47154,0.058621,0.049062,0.038895,0.49292,0.0386,0.06729,0.084539,0.038226,0.062781,0.09122,0.0466,0.42889,0.08247,0.033702,5,11397,0,0,0,0,0,1,0
1,0,1,0,0,1,4,3,2,0.36376,0.45617,0.086284,0.16517,0.13381,0.10926,0.37555,0.4732,0.14254,0.092631,0.13846,0.12397,0.10526,0.1118,0.17286,0.13956,0.069284,0.25312,0.251,0.13995,3,11397,1,0,0,1,0,0,0
2,0,1,0,0,2,4,3,2,0.21352,0.84806,0.20674,0.18979,0.67449,0.80215,0.80629,0.18802,0.19437,0.16958,0.1481,0.15239,0.12586,0.24785,0.20921,0.18631,0.79191,0.14076,0.6335,0.50594,4,11397,0,0,0,1,0,0,0
3,1,0,0,0,3,0,1,1,23.518,6.7381,1.8923,13.891,1.344,6.9943,17.475,2.1355,6.7758,10.578,5.3119,6.3805,6.0083,15.994,14.145,12.874,15.478,10.787,10.058,4.6614,1,11397,1,1,0,0,0,0,0
4,1,0,0,0,0,2,1,1,0.0018169,0.12537,0.14086,0.1009,0.085377,0.11901,0.013943,0.083718,0.081552,0.017371,0.041299,0.030229,0.041269,0.011044,0.0046313,0.010831,0.06842,0.15727,0.0065641,0.0017714,1,11397,0,1,0,0,0,0,0
5,1,0,0,0,3,2,1,1,3.6065,14.875,1.6315,5.7821,4.9099,1.3921,1.3341,7.6184,20.265,4.6375,13.236,3.7644,1.0616,2.6807,3.3541,4.3373,2.445,2.8083,3.4287,1.6202,1,11397,1,1,0,1,0,0,0
6,0,1,0,0,0,4,4,2,0.072529,0.053259,0.00025854,0.030619,0.16045,0.12813,0.030976,0.11896,0.0030058,0.021496,0.011682,0.043517,0.011078,0.031268,0.006277,0.058153,0.036272,0.0062231,0.0068749,0.089058,1,11397,0,0,0,0,1,0,0
0,0,1,0,0,0,4,4,2,0.0095914,0.019895,0.0022526,0.02681,0.0017258,0.00044668,0.0025933,0.031339,0.00086029,0.015029,0.015118,0.026608,0.018497,0.0014713,0.1257,0.0043001,0.0033184,0.0052157,0.020329,0.0086737,5,11398,0,0,0,0,1,0,0
1,1,0,0,0,3,0,1,1,10.851,15.827,11.148,5.9658,5.8124,16.081,21.158,16.831,1.721,3.9692,13.2,2.6345,3.7276,7.0436,10.383,2.4765,1.9224,4.6644,9.8869,7.5185,1,11398,1,1,0,0,0,0,0
2,1,0,0,0,3,0,1,1,7.3657,13.424,2.7256,11.12,2.9529,14.867,1.5823,5.463,15.6,7.2815,17.836,11.926,7.0309,2.131,2.026,4.1684,8.7191,4.0307,14.586,1.4235,1,11398,1,1,0,0,0,0,0
3,0,1,0,0,0,4,4,2,0.0012845,0.0052056,0.00073991,0.0011886,0.013881,0.036581,0.061534,0.0012566,0.10852,0.063845,0.13935,0.00096344,0.0019955,0.039782,0.029388,0.0050292,0.019362,0.0028243,0.079425,0.01981,1,11398,0,0,0,0,1,0,0
4,0,1,0,0,0,4,4,2,0.023457,0.034474,0.043499,0.013707,0.0062822,0.0024767,0.022938,0.081503,0.01588,0.0077022,0.056178,0.0021369,0.086229,0.018439,0.075307,0.0081495,0.00020277,0.0033102,0.007133,0.0036695,1,11398,0,0,0,0,1,0,0
5,0,1,0,0,0,4,4,2,0.10297,0.00039617,0.0044089,0.0042915,0.00018409,0.0042883,0.020605,0.011773,0.0097416,0.00034567,0.059966,0.0009664,0.12435,0.14604,0.13748,0.0017864,0.025509,0.0090055,0.0070778,0.030654,1,11398,0,0,0,0,1,0,0
6,0,1,0,0,0,4,4,2,0.0046076,0.0017339,0.018676,0.00021941,0.036313,0.04327,0.0058459,0.0020386,0.012238,0.0073911,0.013063,0.004152,0.10078,0.048653,0.0048321,0.063468,0.0081493,0.0092281,0.00038173,0.041072,1,11398,0,0,0,0,1,0,0
0,1,0,0,0,3,0,1,1,4.0101,1.1456,2.6762,13.509,12.535,13.333,20.685,8.045,11.841,1.3069,3.5556,1.0349,2.2749,8.0441,16.191,12.049,10.895,1.5673,2.2444,10.252,1,11399,1,1,0,0,0,0,0
1,1,0,0,0,3,0,1,1,2.5495,3.7662,1.993,11.618,19.654,17.96,15.345,23.612,2.2292,13.746,1.2277,6.077,1.8011,1.621,1.2522,13.023,17.44,20.417,1.3459,3.531,1,11399,1,1,0,0,0,0,0
2,1,0,0,0,0,2,3,1,0.029361,0.027336,0.038608,0.14099,0.08841,0.13481,0.15576,0.011613,0.00057152,0.0099214,0.0008869,0.14756,0.073829,0.11383,0.098547,0.053995,0.098551,0.011809,0.11924,0.079097,1,11399,0,0,0,1,0,0,0
3,1,0,0,0,3,2,1,1,5.7617,3.0859,4.885,13.761,6.782,1.49,2.1083,2.1723,3.8403,4.2475,2.2395,9.7455,3.1438,2.2995,7.7335,1.607,9.3757,1.8126,1.0531,21.048,1,11399,0,1,0,0,0,0,0
4,1,0,0,0,3,2,1,1,15.427,1.2296,4.6451,3.0664,2.0463,11.703,19.661,7.3086,3.9876,4.107,1.9065,2.4188,4.8126,1.9465,2.9483,13.875,8.9483,2.4898,20.394,1.5901,1,11399,0,1,0,0,0,0,0
5,1,0,0,0,0,4,5,1,0.002517,0.020614,0.0071891,0.0049148,0.0019698,0.00097046,0.0028768,0.00090637,0.0070066,0.0294,0.033875,0.033872,0.00020769,0.0057849,0.00028352,0.0095403,0.014403,0.0015664,0.068359,0.010176,1,11399,0,0,0,0,0,1,0
0,1,0,0,0,3,0,1,1,17.714,5.2917,4.1525,1.7546,5.2006,6.2508,1.0374,5.9884,1.5569,18.095,18.19,13.276,1.604,8.9422,1.0349,3.2538,1.2909,2.2271,11.349,7.5267,1,11400,1,1,0,1,1,1,1
0,1,0,0,0,2,2,3,1,0.049309,0.044402,0.049512,0.035414,0.037301,0.03801,0.046275,0.039799,0.037051,0.039815,0.038525,0.039154,0.040779,0.029401,0.047823,0.047366,0.041661,0.041671,0.030372,0.030668,20,11401,0,0,0,1,0,0,0
1,1,0,0,0,1,3,1,1,0.36033,0.25195,0.34169,0.33003,0.38862,0.23449,0.43624,0.37287,0.34221,0.1676,0.30218,0.21901,0.31063,0.48737,0.30066,0.31035,0.27913,0.42197,0.48951,0.27545,1,11401,0,1,0,0,0,0,0
10,1,0,0,0,3,2,1,1,6.8101,16.045,4.7544,10.181,3.5379,2.384,1.2493,2.8427,1.0055,1.1715,8.8818,6.2442,5.0669,2.752,5.564,5.9545,1.4041,1.3381,2.9473,1.9805,1,11401,1,1,0,0,0,0,0
11,1,0,0,0,3,4,1,1,1.8043,2.0097,3.8983,1.1801,1.1791,1.2569,1.2033,1.1964,1.3297,2.3544,16.631,1.0526,4.522,1.2803,1.5977,1.2467,1.4898,4.6513,2.658,3.8995,1,11401,1,1,0,0,0,0,0
12,1,0,0,0,1,2,3,1,0.41768,0.18249,0.34461,0.24011,0.47713,0.45808,0.26914,0.2089,0.28789,0.24763,0.17641,0.27338,0.25919,0.30924,0.28422,0.48192,0.20846,0.40607,0.31156,0.35172,1,11401,1,0,0,1,0,0,0
13,1,0,0,0,0,3,3,1,0.048565,0.0018756,0.0053656,0.038065,0.006436,0.12628,0.000544,0.13556,0.023575,0.012125,0.020896,0.13499,0.1056,0.0015801,0.019293,0.00025974,0.023072,0.16193,0.014857,0.051514,1,11401,0,0,0,1,0,0,0
14,1,0,0,0,0,4,3,1,0.081091,0.081388,0.039191,0.018892,0.049427,0.014206,0.03414,0.0028195,0.12818,0.039266,0.049522,0.0022803,0.0032257,0.14919,0.1384,0.077589,0.00048675,0.099764,0.075367,0.045925,1,11401,0,0,0,1,0,0,0
15,1,0,0,0,0,3,3,1,0.001293,0.01248,0.038071,0.022453,0.094569,0.025685,0.0098852,0.060433,0.018723,0.076675,0.031151,0.00044818,0.069153,0.012893,0.0014616,0.018561,0.039051,0.061186,0.10093,0.048757,1,11401,0,0,0,1,0,0,0
16,1,0,0,0,0,3,3,1,0.00039307,0.099939,0.11782,0.070959,0.012637,0.11264,0.02351,0.083663,0.10446,0.01321,0.1198,0.035026,0.0071637,0.058836,0.0054222,0.088998,0.031292,0.053695,0.014203,0.0093712,1,11401,1,0,0,1,0,0,0
2,1,0,0,0,3,0,1,1,1.0449,1.402,18.821,12.207,7.8945,1.8377,8.8318,5.4795,1.6969,1.1631,3.3447,11.688,5.8702,1.0237,11.966,3.4643,3.8817,3.9946,8.4689,1.3026,1,11401,1,1,0,0,0,0,0
3,1,0,0,0,0,2,3,1,0.10312,0.012426,0.12342,0.11506,0.061699,0.047448,0.039586,0.0083432,0.00044353,0.037029,0.0024046,0.091156,0.12145,0.032752,0.060892,0.07151,0.006269,0.015545,0.12599,0.11318,1,11401,1,0,0,1,0,0,0
4,1,0,0,0,0,3,3,1,0.0015509,0.13869,0.010658,0.11518,0.070174,0.0025858,0.092282,0.032296,0.0037365,0.036393,0.056423,0.0081463,0.0005006,0.022688,0.019462,0.005685,0.025673,0.10873,0.015829,0.019431,1,11401,1,0,0,1,0,0,0
5,1,0,0,0,1,4,3,1,0.23431,0.21326,0.25695,0.45909,0.44632,0.39166,0.24,0.20647,0.45069,0.28078,0.16716,0.37978,0.34407,0.38056,0.49386,0.21971,0.41184,0.17297,0.21024,0.31227,1,11401,0,0,0,1,0,0,0
6,1,0,0,0,1,3,3,1,0.26753,0.23681,0.27567,0.41444,0.31339,0.25161,0.39293,0.46474,0.37492,0.45598,0.46809,0.48495,0.44366,0.18969,0.23651,0.18702,0.34566,0.41248,0.29716,0.35137,1,11401,0,0,0,1,0,0,0
7,1,0,0,0,2,3,3,1,0.99437,0.76471,0.53044,0.73106,0.84556,0.60986,0.93439,0.51374,0.77359,0.65658,0.53351,0.97817,0.79082,0.60458,0.77363,0.8028,0.7316,0.69635,0.59118,0.77036,1,11401,0,0,0,1,0,0,0
8,1,0,0,0,0,2,3,1,0.1597,0.079192,0.033525,0.00033148,0.014307,0.0025055,0.0041379,0.0063353,0.078848,0.10851,0.0012643,0.038321,0.031398,0.0066707,0.024765,0.027363,0.1571,0.12249,0.00083296,0.016607,1,11401,1,0,0,1,0,0,0
9,1,0,0,0,0,3,3,1,0.0056279,0.10523,0.12987,0.1636,0.00055593,0.034435,0.095355,0.04584,0.075097,0.099853,0.037682,0.011647,0.051412,0.0048391,0.10893,0.15827,0.066024,0.0031893,0.041041,0.00025465,1,11401,1,0,0,1,0,0,0
0,1,0,0,0,3,0,1,1,3.7025,3.1564,1.9413,18.333,1.0758,7.4079,23.234,6.9683,6.1895,3.5222,4.2992,1.6218,21.076,8.603,2.363,14.691,6.1421,7.1211,10.51,1.1264,1,11402,1,1,0,0,0,0,0
1,1,0,0,0,3,0,2,1,2.0599,16.478,3.6287,3.3067,21.574,23.312,2.4027,20.081,7.4411,6.9115,11.04,20.923,4.5025,10.836,4.6948,18.961,3.198,2.3108,17.842,3.8458,1,11402,0,0,1,0,0,0,0
2,1,0,0,0,3,0,2,1,1.9686,19.803,4.5764,6.4997,8.4889,1.6097,18.156,2.1062,14.115,9.4651,2.981,21.377,14.122,1.3728,1.37,2.646,4.2683,2.2191,2.076,12.185,1,11402,0,0,1,0,0,0,0
3,1,0,0,0,3,0,2,1,7.8245,1.6066,8.9853,1.0443,5.75,3.8899,3.7635,18.168,4.8841,2.4254,15.129,2.9554,1.6836,3.8877,9.0271,6.4751,17.352,3.8511,1.2081,9.0407,1,11402,0,0,1,0,0,0,0
4,1,0,0,0,1,1,2,1,0.47223,0.246,0.21089,0.25012,0.16674,0.30381,0.26383,0.43935,0.1872,0.31963,0.27257,0.20598,0.19045,0.47745,0.27322,0.28608,0.34469,0.18482,0.39248,0.46728,1,11402,0,0,1,0,0,0,0
5,1,0,0,0,1,2,2,1,0.20174,0.46358,0.19593,0.23246,0.18166,0.19288,0.37571,0.28942,0.48897,0.17853,0.31915,0.32611,0.27761,0.35089,0.21094,0.19366,0.18551,0.34662,0.21196,0.36678,1,11402,0,0,1,0,0,0,0
6,1,0,0,0,1,2,2,1,0.42746,0.32483,0.47,0.23434,0.19791,0.40304,0.26294,0.2108,0.34166,0.20021,0.28429,0.18109,0.44235,0.46093,0.46799,0.20179,0.31008,0.49313,0.28604,0.26411,1,11402,0,0,1,0,0,0,0
7,1,0,0,0,3,3,3,1,9.0331,2.5004,9.1238,1.2566,2.5244,4.8579,1.3485,3.6294,1.105,1.9662,22.524,2.7077,8.8134,1.3196,1.7425,1.5902,9.2941,5.0292,12.218,1.1528,1,11402,1,0,0,1,0,0,0
8,1,0,0,0,3,3,3,1,2.9979,1.2619,3.9572,5.1188,1.5064,6.3984,8.3804,1.3454,10.273,19.279,4.7074,1.9932,23.362,6.9709,10.873,21.605,1.0491,1.5197,1.7174,1.3123,1,11402,1,0,0,1,0,0,0
9,1,0,0,0,1,1,2,1,0.22767,0.16959,0.29342,0.2094,0.24075,0.31695,0.38301,0.18056,0.2104,0.43187,0.48895,0.25499,0.19905,0.26878,0.34938,0.4528,0.31711,0.21084,0.31604,0.19435,1,11402,0,0,1,0,0,0,0
0,1,0,0,0,3,0,1,1,12.693,1.3628,20.304,7.1189,3.1371,6.2688,4.4153,12.899,17.826,2.0616,17.08,6.6151,3.3526,23.65,4.2871,1.2265,8.0709,13.352,1.5266,4.64,1,11403,1,1,0,0,0,0,0
1,1,0,0,0,3,3,1,1,2.5173,3.9949,10.326,6.8036,1.2352,23.359,8.2434,2.4059,12.735,8.4801,1.6057,5.6303,2.6564,2.8973,5.1316,4.4159,3.2789,23.182,1.9539,1.9306,1,11403,0,1,0,0,0,0,0
2,0,1,0,0,1,3,3,2,0.25814,0.24602,0.23178,0.27416,0.44384,0.38955,0.26721,0.33199,0.2745,0.29501,0.30873,0.29312,0.22037,0.18612,0.27773,0.35312,0.29328,0.37418,0.16683,0.18441,1,11403,0,0,0,1,0,0,0
3,0,1,0,0,0,4,3,2,0.13506,0.025532,0.00066696,0.069215,0.00052187,0.0072286,0.041468,0.00026482,0.021879,0.00078207,0.018127,0.0013459,0.15146,0.1444,0.0038183,0.011074,0.00028917,0.11124,0.11284,0.1539,1,11403,1,0,0,1,0,0,0
