"C_CID","C_Distances_1","C_Distances_2","C_Distances_3","C_Distances_4","C_Duration","C_How_Often","C_MainWhere","C_MaxDistance","C_NEW_Estimated_Contact_Time_1","C_NEW_Estimated_Contact_Time_2","C_NEW_Estimated_Contact_Time_3","C_NEW_Estimated_Contact_Time_4","C_NEW_Estimated_Contact_Time_5","C_NEW_Estimated_Contact_Time_6","C_NEW_Estimated_Contact_Time_7","C_NEW_Estimated_Contact_Time_8","C_NEW_Estimated_Contact_Time_9","C_NEW_Estimated_Contact_Time_10","C_NEW_Estimated_Contact_Time_11","C_NEW_Estimated_Contact_Time_12","C_NEW_Estimated_Contact_Time_13","C_NEW_Estimated_Contact_Time_14","C_NEW_Estimated_Contact_Time_15","C_NEW_Estimated_Contact_Time_16","C_NEW_Estimated_Contact_Time_17","C_NEW_Estimated_Contact_Time_18","C_NEW_Estimated_Contact_Time_19","C_NEW_Estimated_Contact_Time_20","C_Number","C_PID","C_Touch","C_Wheres_1","C_Wheres_2","C_Wheres_3","C_Wheres_4","C_Wheres_5","C_Wheres_6"
0,0,0,1,0,2,1,6,3,0.6169,0.78296,0.58308,0.50332,0.65673,0.5511,0.67112,0.8301,0.51227,0.51671,0.90801,0.50009,0.92556,0.61199,0.52574,0.56175,0.64693,0.73778,0.69702,0.60535,1,1278,1,0,0,0,0,0,1
1,0,0,1,0,2,1,6,3,0.89444,0.86891,0.59064,0.97849,0.58861,0.68243,0.53297,0.63391,0.6721,0.65167,0.67058,0.60412,0.51475,0.73852,0.85513,0.83299,0.89221,0.90599,0.58856,0.73876,1,1278,0,0,0,0,0,0,1
2,0,0,1,0,0,2,6,3,0.072414,0.10975,0.14992,0.12963,0.13291,0.027467,0.045841,0.14919,0.020274,0.0063578,0.0064501,0.14779,0.063781,0.0054382,0.015295,0.0015298,0.072892,0.0067081,0.00061697,0.061601,1,1278,0,0,0,0,0,0,1
3,0,0,0,0,3,0,1,-1,3.245,13.312,5.3736,6.8897,6.6074,6.4099,1.3691,4.8724,1.6533,10.474,18.486,5.0081,5.9724,2.6683,9.7375,7.4169,17.295,1.3787,18.592,4.258,1,1278,1,1,0,0,0,0,0
0,1,0,0,0,3,0,1,1,6.1834,1.2208,3.3767,4.5492,2.4924,4.01,20.291,1.4272,5.9659,1.6935,8.1693,2.3581,2.7745,1.1309,2.5084,1.7672,1.4692,9.5461,12.677,4.3026,1,1279,1,1,0,0,0,0,0
1,1,0,0,0,3,2,6,1,10.498,1.6812,11.27,2.6472,10.018,1.1942,17.958,8.0853,7.6667,4.8113,3.4017,7.5623,3.4719,1.0701,9.7966,2.0544,16.563,1.3617,2.3961,1.7973,1,1279,0,0,0,0,0,0,1
2,1,0,0,0,3,3,6,1,1.9956,1.6088,8.7467,1.1529,1.5505,1.0129,5.1654,3.311,8.4344,1.1066,3.5993,6.2992,16.252,6.6625,7.2041,1.3423,5.8266,2.9761,8.1769,1.3464,1,1279,1,0,0,0,0,0,1
3,1,0,0,0,0,3,6,1,0.00032552,0.012386,0.0046228,0.014069,0.14353,0.00084063,0.015371,0.0024545,0.029009,0.0011888,0.011282,0.0057065,0.0052427,0.014153,0.14731,0.073651,0.067695,0.12903,0.0030963,0.14104,1,1279,0,0,0,0,0,0,1
4,0,0,0,1,0,4,6,4,0.030977,0.045731,0.11008,0.13425,0.16221,0.0067431,0.00031817,0.1503,0.025056,0.0015068,0.019571,0.0046286,0.0040564,0.081135,0.052112,0.076909,0.00066354,0.027584,0.00056405,0.021475,1,1279,0,0,0,0,0,0,1
5,0,0,0,1,0,4,6,4,0.022615,0.012967,0.1341,0.018235,0.021408,0.0058137,0.034505,0.07538,0.00099445,0.09672,0.0052137,0.026494,0.032865,0.0030448,0.012496,0.0059353,0.010255,0.0002419,0.033027,0.13759,1,1279,0,0,0,0,0,0,1
6,0,0,0,1,0,4,6,4,0.0037236,0.030181,0.0082631,0.06221,0.010256,0.0082531,0.0042357,0.0035231,0.0017514,0.016746,0.0039369,0.09896,0.0080229,0.078852,0.16119,0.00048731,0.0632,0.0022442,0.068313,0.00083789,1,1279,0,0,0,0,0,0,1
7,0,0,0,1,0,4,6,4,0.11785,0.13929,0.0028556,0.0022165,0.0085193,0.025642,0.11571,0.00026261,0.0092446,0.056003,0.0003307,0.0064493,0.024034,0.025033,0.15705,0.015317,0.0010242,0.040855,0.019287,0.015334,1,1279,0,0,0,0,0,0,1
0,1,0,0,0,3,0,1,1,19.813,4.6631,2.4056,22.415,1.5743,3.126,2.5429,7.635,17.667,2.9597,3.9255,7.8013,11.267,14.405,4.7409,2.7186,2.059,2.5305,4.4463,10.213,1,1280,1,1,0,0,0,0,0
1,1,0,0,0,3,2,-1,1,3.3763,1.857,1.6936,11.803,1.4265,1.9682,6.1182,2.5609,1.1833,16.61,4.7347,4.3,3.3522,4.8378,4.6553,10.91,9.9542,13.832,21.491,1.3023,1,1280,0,0,0,0,0,0,0
2,1,0,0,0,0,0,1,1,0.087155,0.035767,0.12915,0.14068,0.01984,0.090903,0.1582,0.12825,0.053065,0.075904,0.031762,0.028754,0.16631,0.062263,0.1505,0.02059,0.13097,0.046512,0.021147,0.010086,1,1280,0,1,0,0,0,0,0
3,1,0,0,0,2,2,6,1,0.71718,0.88994,0.51278,0.70787,0.56709,0.84035,0.70189,0.54454,0.86794,0.51849,0.53611,0.7763,0.97004,0.968,0.59328,0.72363,0.87264,0.82708,0.86918,0.71985,1,1280,0,0,0,0,0,0,1
4,1,0,0,0,2,2,6,1,0.61088,0.71539,0.77432,0.71618,0.63989,0.82147,0.51188,0.57743,0.66133,0.50654,0.64854,0.68706,0.55109,0.50105,0.61757,0.6794,0.69754,0.8727,0.8317,0.93088,1,1280,0,0,0,0,0,0,1
5,1,0,0,0,2,3,6,1,0.50338,0.95153,0.68561,0.89244,0.65289,0.99915,0.98299,0.5795,0.5263,0.58631,0.82836,0.72343,0.64801,0.54234,0.52892,0.9686,0.61419,0.50999,0.59914,0.92421,1,1280,0,0,0,0,0,0,1
6,1,0,0,0,2,4,6,1,0.60127,0.76994,0.84309,0.74409,0.70477,0.93357,0.79907,0.54129,0.51151,0.53885,0.9668,0.6295,0.66056,0.78257,0.75088,0.51583,0.65997,0.62491,0.59616,0.62139,1,1280,0,0,0,0,0,0,1
0,0,0,0,0,3,0,1,-1,9.0145,1.909,5.2979,4.6104,3.1418,11.841,8.7066,3.311,16.205,1.9575,3.2422,1.1839,2.6907,12.551,11.42,4.3357,3.8538,1.3396,11.437,1.5029,1,1281,1,1,0,0,0,0,0
1,1,0,0,0,1,1,6,1,0.20129,0.27258,0.48341,0.37135,0.31916,0.3153,0.47425,0.29744,0.23847,0.42764,0.45136,0.47985,0.18322,0.23899,0.36161,0.2749,0.26851,0.34529,0.3307,0.19724,1,1281,0,0,0,0,0,0,1
2,0,0,0,0,3,4,1,-1,1.3726,1.1618,1.036,1.5847,3.2658,1.1687,3.7351,1.4269,1.107,5.8951,9.3182,1.0456,2.7369,3.0898,2.7433,4.0144,2.5824,1.4258,16.2,1.0253,1,1281,0,1,0,0,0,0,0
3,1,0,0,0,2,2,6,1,0.91941,0.52723,0.95362,0.57791,0.84465,0.80996,0.91891,0.81103,0.63847,0.7404,0.7322,0.50471,0.86155,0.65421,0.78635,0.8914,0.94183,0.86515,0.57128,0.79317,1,1281,0,0,0,0,0,0,1
4,0,0,0,0,1,3,1,-1,0.33083,0.28254,0.17362,0.18472,0.38946,0.27781,0.33948,0.34458,0.37402,0.45811,0.43111,0.34259,0.22567,0.37406,0.3061,0.29014,0.47255,0.36206,0.23237,0.28178,1,1281,0,1,0,0,0,0,0
5,0,0,0,0,1,4,1,-1,0.32841,0.17789,0.34885,0.47079,0.41414,0.38168,0.26584,0.24162,0.41338,0.23296,0.24071,0.20634,0.46595,0.24358,0.16784,0.4082,0.31615,0.3384,0.25649,0.27166,1,1281,0,1,0,0,0,0,0
6,0,1,0,0,2,2,6,2,0.52506,0.77116,0.77179,0.78776,0.81758,0.98404,0.82408,0.8002,0.67608,0.55376,0.70852,0.84227,0.84317,0.71978,0.51947,0.76769,0.94104,0.52819,0.55912,0.92308,1,1281,0,0,0,0,0,0,1
7,0,0,0,0,-1,-1,-1,-1,1.7149,1.0028,3.5121,2.9324,8.7699,1.33,1.2318,6.7159,3.163,9.3684,1.3832,9.4607,5.4797,3.0641,1.5472,1.502,15.53,1.6459,11.492,1.178,1,1281,0,0,0,0,0,0,0
8,0,1,0,0,0,4,6,2,0.065254,0.0062786,0.00082746,0.055748,0.0024382,0.0053879,0.012792,0.026681,0.029148,0.0046145,0.013094,0.0062797,0.0042428,0.0012923,0.0069158,0.090896,0.036591,0.024379,0.030486,0.035223,1,1281,0,0,0,0,0,0,1
0,1,0,0,0,3,3,1,1,6.277,1.1227,1.6288,3.3789,11.721,4.3882,1.3942,1.1844,5.1706,2.4592,1.1035,6.3272,1.2017,4.5634,1.1626,23.566,10.63,2.5966,9.4459,2.8161,1,1282,1,1,0,0,0,0,0
1,1,0,0,0,3,2,6,1,1.1827,2.3456,8.2421,2.4322,2.6693,1.95,1.0127,5.1542,3.1231,1.2308,1.4537,1.1853,2.446,7.1479,1.4657,23.861,6.5986,19.09,4.4145,3.5386,1,1282,1,0,0,0,0,0,1
2,1,0,0,0,3,2,6,1,5.526,1.5593,1.4322,4.6896,2.1751,4.2207,1.6641,21.601,3.8717,1.5185,4.223,4.6789,1.6768,15.311,1.2225,2.1102,1.3924,15.507,1.0914,2.9672,1,1282,1,0,0,0,0,0,1
3,1,0,0,0,3,2,6,1,3.679,1.953,23.756,5.466,1.1634,1.7972,2.0729,13.193,6.7081,4.2057,3.6081,1.6627,15.185,4.0728,4.7042,1.1441,9.8457,2.2641,13.304,18.104,1,1282,1,0,0,0,0,0,1
4,1,0,0,0,3,3,6,1,19.279,1.5013,1.2586,4.4405,10.761,2.6712,1.9389,9.2514,7.3405,3.2599,5.7952,3.6027,1.7586,22.996,6.9696,19.294,1.3157,5.5101,18.481,5.4445,1,1282,1,0,0,0,0,0,1
5,1,0,0,0,3,3,6,1,1.0613,2.1053,14.957,1.9034,11.793,7.9491,4.871,4.8405,19.06,3.1068,1.3505,3.4551,1.4789,11.669,1.5461,14.876,1.91,11.599,2.0941,1.8446,1,1282,1,0,0,0,0,0,1
6,1,0,0,0,3,3,6,1,8.6773,2.8224,3.7513,4.156,19.75,6.7264,17.511,22.093,1.0217,1.3864,13.958,1.1921,1.3873,1.9855,2.762,21.828,5.9204,1.2715,11.658,2.2828,1,1282,1,0,0,0,0,0,1
7,1,0,0,0,2,-1,6,1,0.66007,0.71737,0.7162,0.69072,0.70639,0.67089,0.98376,0.58335,0.54543,0.55639,0.56903,0.66131,0.70001,0.64427,0.77717,0.65415,0.89889,0.77438,0.63827,0.55335,1,1282,0,0,0,0,0,0,1
8,1,0,0,0,2,-1,6,1,0.80582,0.65434,0.68096,0.77099,0.50948,0.62602,0.93736,0.57329,0.56302,0.51585,0.6906,0.50709,0.9476,0.5682,0.54914,0.84005,0.99904,0.5179,0.63366,0.5398,1,1282,0,0,0,0,0,0,1
0,0,0,0,0,3,0,1,-1,1.3368,4.4456,21.068,4.3525,16.905,2.6003,3.82,1.5223,21.96,5.4905,5.1466,20.552,12.461,5.4143,4.6052,22.201,4.0569,13.257,8.2455,5.7713,1,1283,1,1,0,0,0,0,0
1,1,0,0,0,0,3,6,1,0.078825,0.014917,0.047912,0.015633,0.15189,0.0072478,0.0030918,0.066138,0.077199,0.062237,0.0002319,0.13608,0.0017393,0.010472,0.032097,0.0045417,0.0049256,0.016013,0.0059658,0.049951,1,1283,1,0,0,0,0,0,1
2,1,0,0,0,0,3,6,1,0.00070304,0.019281,0.012614,0.063063,0.026651,0.020885,0.0019252,0.00075257,0.011422,0.056052,0.016742,0.053257,0.083639,0.069769,0.054458,0.047618,0.081182,0.0053256,0.058081,0.040519,1,1283,1,0,0,0,0,0,1
3,1,0,0,0,0,3,6,1,0.052254,0.093205,0.022725,0.0052563,0.0012253,0.051628,0.0041681,0.0017565,0.022188,0.11751,0.0021971,0.027631,0.015606,0.00045818,0.034578,0.00018512,0.019843,0.042456,0.066605,0.036444,1,1283,1,0,0,0,0,0,1
4,1,0,0,0,0,4,6,1,0.018863,0.0019184,0.056334,0.074573,0.0044529,0.011034,0.001025,0.00079862,0.0041186,0.049481,0.00018297,0.00034467,0.020276,0.0010111,0.080523,0.008281,0.10301,0.0041879,0.075975,0.098985,1,1283,1,0,0,0,0,0,1
5,0,1,0,0,0,4,6,2,0.021707,0.046768,0.024262,0.1104,0.0024469,0.035661,0.056306,0.0019231,0.028127,0.00060804,0.032013,0.0060623,0.025487,0.073098,0.00077928,0.022078,0.0028632,0.086879,0.051116,0.16256,1,1283,1,0,0,0,0,0,1
6,0,1,0,0,0,4,6,2,0.054684,0.063307,0.055987,0.028963,0.12276,0.0055813,0.00093501,0.088992,0.11382,0.028637,0.034188,0.0026057,0.005019,0.0010731,0.052349,0.0044761,0.048541,0.039063,0.017559,0.098384,1,1283,0,0,0,0,0,0,1
7,0,1,0,0,0,4,6,2,0.0052718,0.12359,0.034356,0.065896,0.027367,0.0407,0.034393,0.050268,0.16464,0.040142,0.029788,0.00031624,0.0040161,0.0074173,0.10988,0.055398,0.0018135,0.0020402,0.00022603,0.007853,1,1283,1,0,0,0,0,0,1
8,1,0,0,0,0,4,6,1,0.004067,0.11831,0.0022073,0.012628,0.086168,0.1487,0.0045401,0.053099,0.0032961,0.063236,0.026138,0.017237,0.0066355,0.0034138,0.063376,0.11938,0.094055,0.12196,0.0017181,0.0015985,1,1283,0,0,0,0,0,0,1
9,0,0,0,0,-1,-1,-1,-1,0.0076989,0.0026789,0.15516,0.0040326,0.0027438,0.001795,0.0074025,0.013314,0.00061085,0.0029576,0.019975,0.010514,0.0018706,0.020591,0.0128,0.00097623,0.1426,0.0036299,0.0055179,0.0059616,8,1283,0,0,0,0,0,0,0
0,1,0,0,0,3,0,1,1,11.83,8.8508,7.4406,10.967,8.3435,16.593,1.5082,21.668,1.0858,1.009,8.2298,4.1334,17.201,1.3889,19.083,16.669,19.499,1.5723,2.404,9.1635,1,1284,1,1,0,0,0,0,0
1,1,0,0,0,3,0,1,1,21.287,9.5883,3.9681,2.8229,8.7672,9.6742,1.5608,5.721,14.398,1.398,3.9399,22.973,9.5317,5.4504,12.355,1.758,1.0904,17.008,2.4771,1.5183,1,1284,1,1,0,0,0,0,0
2,1,0,0,0,0,2,1,1,0.006521,0.0091487,0.055232,0.027193,0.061661,0.10923,0.093525,0.1481,0.12144,0.087205,0.038924,0.082591,0.011333,0.070278,0.056744,0.0026106,0.048844,0.00071551,0.0046431,0.13505,1,1284,0,1,0,0,0,0,0
3,0,1,0,0,3,1,6,2,2.2133,2.4036,1.3312,3.3355,9.6403,3.9274,2.0746,1.3362,2.4518,4.9392,1.3254,20.018,1.3779,11.068,2.2663,1.0068,5.6357,1.1945,2.9669,10.079,1,1284,1,0,0,0,0,0,1
4,1,0,0,0,3,2,6,1,1.259,1.282,2.7344,3.3766,1.1786,1.9177,13.731,3.0078,2.7715,3.0453,4.5741,10.795,3.3263,5.5222,3.8023,14.23,4.4051,2.042,1.2391,2.662,1,1284,0,0,0,0,0,0,1
5,1,0,0,0,3,2,6,1,16.361,8.5963,6.9176,8.5815,6.8522,6.1395,2.6523,15.593,1.5628,5.4163,19.667,3.7706,1.982,2.7529,3.4471,1.6362,12.899,18.152,1.1199,2.8597,1,1284,0,0,0,0,0,0,1
6,1,0,0,0,3,2,6,1,9.142,3.3292,4.7622,1.4022,15.213,19.496,1.0337,1.231,1.6581,1.3927,1.3893,2.1532,9.7291,22.668,5.3547,3.9515,1.22,1.8108,11.082,1.3537,1,1284,0,0,0,0,0,0,1
0,1,0,0,0,3,0,1,1,10.851,4.5278,6.6591,17.572,20.288,2.3687,19.936,1.5161,4.9633,15.302,19.289,3.7537,13.024,3.5343,14.76,8.8198,11.95,2.1981,1.5473,18.414,1,1285,1,1,0,0,0,0,0
1,1,0,0,0,3,0,1,1,13.089,7.0828,1.034,14.928,3.4853,5.1137,11.735,2.063,11.566,21.165,2.1914,1.1783,1.8581,1.9801,11.037,15.469,12.517,7.1839,3.7497,5.6592,1,1285,1,1,0,0,0,0,0
2,1,0,0,0,1,2,1,1,0.32082,0.32792,0.19727,0.36985,0.36402,0.29577,0.41522,0.39889,0.49588,0.32375,0.45611,0.2372,0.43232,0.27491,0.34729,0.17776,0.35869,0.22392,0.28186,0.3757,1,1285,0,1,0,0,0,0,0
3,0,0,1,0,3,1,2,3,2.1305,1.208,5.2511,1.09,5.2391,13.826,1.1036,1.7811,1.0176,3.0625,3.4969,1.8756,2.3073,18.032,22.68,1.3008,1.6326,2.2482,1.9244,1.5579,1,1285,0,0,1,0,0,0,0
4,0,0,1,0,3,1,2,3,1.3869,21.186,1.6948,2.4564,1.7222,1.1548,11.099,1.7266,12.352,3.1442,4.828,1.7051,1.2333,3.5278,1.6937,7.4937,3.6626,3.101,2.8959,2.8567,1,1285,1,0,1,0,0,0,0
5,0,0,1,0,3,1,2,3,10.593,4.3521,5.5194,1.2671,7.5648,3.1341,4.6369,2.1382,3.0375,2.7012,5.4791,1.5716,2.46,5.2083,1.104,2.6205,4.1613,2.9981,1.7544,7.8259,1,1285,0,0,1,0,0,0,0
6,0,0,1,0,3,1,2,3,11.499,2.1339,3.4297,4.5428,2.9809,5.3205,1.3676,5.366,2.5417,18.767,7.5901,2.137,5.7013,1.8287,2.6395,2.3602,1.9546,8.2676,6.8905,1.5785,1,1285,1,0,1,0,0,0,0
7,0,0,1,0,2,1,2,3,0.84622,0.84249,0.63185,0.80138,0.99115,0.52684,0.63331,0.67067,0.64282,0.61097,0.56464,0.71958,0.73863,0.94807,0.7467,0.50382,0.55975,0.72586,0.55277,0.53017,1,1285,1,0,1,0,0,0,0
8,0,0,1,0,3,3,2,3,2.8073,1.0437,3.1645,1.1148,1.7219,10.887,9.3334,1.0432,2.2583,6.3892,13.376,5.1524,1.9813,1.0775,1.5139,3.5694,1.0807,5.4632,3.1631,1.78,1,1285,0,0,1,0,0,0,0
9,0,0,1,0,2,1,2,3,0.70618,0.51814,0.8792,0.72782,0.79837,0.57265,0.54796,0.86696,0.66183,0.63249,0.7815,0.73892,0.65239,0.74988,0.59626,0.56867,0.52177,0.77722,0.59842,0.52859,1,1285,0,0,1,0,0,0,0
10,0,0,1,0,2,3,2,3,0.79206,0.60153,0.64176,0.94132,0.59227,0.50339,0.64034,0.88972,0.50944,0.5983,0.68426,0.92488,0.96485,0.65846,0.50075,0.94878,0.96227,0.7941,0.98499,0.97175,1,1285,0,0,1,0,0,0,0
11,0,0,1,0,0,0,2,3,0.020703,0.16416,0.042118,0.15314,0.048102,0.015493,0.057612,0.13364,0.0002726,0.020944,0.059774,0.15765,0.062958,0.0052738,0.0016571,0.010395,0.10797,0.10762,0.04879,0.15228,1,1285,0,0,1,0,0,0,0
12,0,0,1,0,0,4,2,3,0.0017913,0.051534,0.047851,0.0033793,0.011704,0.026378,0.035206,0.016191,0.0048396,0.00095699,0.070801,0.045672,0.00020468,0.042943,0.11862,0.13143,0.0023476,0.14699,0.018114,0.023024,1,1285,0,0,1,0,0,0,0
13,0,0,1,0,1,1,2,3,0.24039,0.16712,0.48366,0.34077,0.42571,0.49615,0.28462,0.41175,0.36204,0.18963,0.24759,0.3298,0.49648,0.41519,0.23767,0.24713,0.21849,0.20574,0.4026,0.33488,1,1285,0,0,1,0,0,0,0
14,0,0,1,0,0,1,2,3,0.026613,0.040213,0.10569,0.011161,0.095944,0.0014139,0.002215,0.05837,0.017819,0.027248,0.12784,0.078549,0.049851,0.074654,0.021542,0.045679,0.061199,0.033231,0.0024948,0.069297,1,1285,0,0,1,0,0,0,0
15,0,0,1,0,0,1,2,3,0.0073091,0.028694,0.039966,0.015336,0.079641,0.058366,0.1406,0.015543,0.024223,0.0017527,0.074719,0.15049,0.0087262,0.004775,0.14444,0.0058569,0.16091,0.014956,0.011889,0.15023,1,1285,1,0,1,0,0,0,0
16,0,0,1,0,3,4,2,3,1.3532,2.4301,6.3127,14.574,2.165,8.6104,1.4355,1.0392,1.1179,13.769,1.1234,1.1262,3.0884,2.7075,10.471,5.0489,2.7862,10.426,3.5456,2.7706,1,1285,0,0,1,0,0,0,0
17,0,0,1,0,2,3,2,3,0.7379,0.51604,0.64669,0.89611,0.62316,0.6969,0.99315,0.96819,0.99077,0.57762,0.72128,0.66078,0.7918,0.90761,0.96116,0.5815,0.65177,0.82081,0.547,0.67633,1,1285,0,0,1,0,0,0,0
18,0,0,1,0,2,3,2,3,0.51853,0.96814,0.99934,0.74365,0.56896,0.79616,0.98437,0.92841,0.53776,0.90047,0.53002,0.58143,0.64576,0.69809,0.89363,0.5124,0.67976,0.63527,0.54987,0.85973,1,1285,0,0,1,0,0,0,0
19,0,0,1,0,2,3,2,3,0.67046,0.78527,0.53065,0.86231,0.51502,0.85898,0.83694,0.82808,0.65649,0.67053,0.8621,0.52883,0.90343,0.54894,0.60918,0.90239,0.93874,0.96257,0.66329,0.68022,1,1285,0,0,1,0,0,0,0
20,0,0,1,0,2,3,2,3,0.9084,0.32788,0.34304,0.48433,0.35653,0.31613,0.25439,0.35679,0.42116,0.49765,0.41324,0.3428,0.47115,0.45177,0.34265,0.71849,0.34455,0.65645,0.62088,0.36668,2,1285,1,0,1,0,0,0,0
21,0,0,1,0,2,3,2,3,0.58861,0.33271,0.25851,0.45124,0.49686,0.3872,0.3903,0.46819,0.30897,0.42441,0.57686,0.47827,0.31418,0.29805,0.3056,0.3309,0.37727,0.32182,0.57976,0.58168,2,1285,1,0,1,0,0,0,0
22,0,0,1,0,2,3,2,3,0.42315,0.32001,0.45104,0.34136,0.26642,0.47644,0.3109,0.49768,0.46252,0.93227,0.42657,0.82416,0.29456,0.38142,0.25468,0.26424,0.41054,0.37936,0.27467,0.34749,2,1285,1,0,1,0,0,0,0
23,0,0,1,0,2,3,2,3,0.34773,0.48962,0.44048,0.27222,0.41718,0.393,0.52625,0.48961,0.46901,0.47694,0.30004,0.52275,0.46382,0.40676,0.37055,0.64102,0.38688,0.86692,0.42983,0.44949,2,1285,1,0,1,0,0,0,0
24,0,0,1,0,2,3,2,3,0.49362,0.35935,0.31985,0.37139,0.78292,0.31929,0.26879,0.67769,0.69434,0.74872,0.5225,0.31122,0.78389,0.55282,0.88299,0.89092,0.43784,0.37483,0.55244,0.26793,2,1285,1,0,1,0,0,0,0
-1,0,0,0,0,-1,-1,-1,-1,0.076239,0.037259,0.052617,0.0080428,0.023625,0.02179,0.0022131,0.0040821,0.02589,0.15051,0.036668,0.010302,0.047345,0.0026203,0.014635,0.022075,0.002386,0.0075776,0.0058945,0.0038313,2,1285,0,0,0,0,0,0,0
0,0,1,0,0,0,4,6,2,0.048806,0.011233,0.011987,0.02945,0.044132,0.00075071,0.0055075,0.0079365,0.13072,0.00269,0.0089193,0.049007,0.031278,0.0097601,0.019358,0.007013,0.047429,0.0123,0.047982,0.052427,1,1286,1,0,0,0,0,0,1
1,1,0,0,0,3,0,1,1,16.757,5.3983,3.6841,4.1595,4.7811,3.0238,7.2007,4.7809,9.7066,1.3329,2.1497,7.6524,6.4952,1.8581,9.9866,12.596,21.289,17.582,4.4206,4.7862,1,1286,1,1,0,0,0,0,0
2,1,0,0,0,3,0,1,1,7.4533,7.0895,3.8518,3.6996,16.895,5.6464,3.4992,9.3931,20.833,1.8375,2.2147,7.3033,1.3366,3.9762,9.1628,5.1286,1.0185,13.329,1.0955,3.894,1,1286,1,1,0,0,0,0,0
3,1,0,0,0,3,0,1,1,4.9622,10.508,6.7845,1.4603,2.1637,20.367,23.504,7.3635,3.8865,6.6291,6.0656,10.186,11.555,3.652,6.0292,16.336,7.6182,7.3633,2.258,17.531,1,1286,1,1,0,0,0,0,0
4,1,0,0,0,3,3,6,1,0.058612,0.24957,0.091705,0.68869,0.049208,0.047646,0.15686,0.66568,0.08555,0.21961,0.044281,0.03991,0.11243,0.053224,0.063621,0.10083,0.060671,0.091949,0.18928,0.51117,30,1286,1,0,0,0,0,0,1
0,1,0,0,0,3,0,1,1,13.902,9.5614,13.034,1.7106,23.035,1.0774,6.4801,22.983,1.3019,6.3773,21.237,19.222,14.32,11.71,7.0077,4.9601,1.4918,1.3285,17.732,1.4968,1,1287,1,1,0,0,0,0,0
1,1,0,0,0,0,4,1,1,0.0071711,0.070415,0.00030866,0.018537,0.00075218,0.00099992,0.022432,0.063933,0.016409,0.027796,0.003583,0.0068746,0.00037722,0.011849,0.0021363,0.0018386,0.064298,0.0041952,0.013873,0.0040715,1,1287,0,1,0,0,0,0,0
2,1,0,0,0,1,2,1,1,0.25859,0.23687,0.24754,0.37798,0.46745,0.31489,0.32731,0.32365,0.30828,0.17782,0.32871,0.42737,0.40425,0.29328,0.34717,0.34583,0.2821,0.275,0.37189,0.34753,1,1287,0,1,0,0,0,0,1
3,1,0,0,0,3,2,6,1,1.3896,8.558,18.872,1.2349,6.6566,17.306,12.175,1.1622,13.93,11.714,1.3642,13.054,1.019,2.6219,1.0098,1.6717,1.0123,8.0969,5.2472,10.451,1,1287,0,0,0,0,0,0,1
4,1,0,0,0,0,3,6,1,0.054483,0.00994,0.028265,0.026604,0.044434,0.054016,0.0024206,0.088742,0.0040116,0.010327,0.017434,0.023786,0.038691,0.048997,0.0018126,0.15935,0.0026594,0.029411,0.067254,0.039509,1,1287,0,0,0,0,0,0,1
5,1,0,0,0,0,2,6,1,0.00067576,0.14415,0.00042485,0.028056,0.11108,0.017746,0.11073,0.089562,0.00044536,0.13184,0.010757,0.0065343,0.058338,0.00081993,0.092755,0.00027339,0.00097965,0.017814,0.049548,0.13434,1,1287,1,0,0,0,0,0,1
6,1,0,0,0,0,2,6,1,0.010956,0.0041267,0.025904,0.083609,0.10426,0.10743,0.036888,0.0044616,0.0036146,0.078416,0.041085,0.090085,0.082759,0.032299,0.06691,0.045353,0.11009,0.03366,0.081384,0.076526,1,1287,1,0,0,0,0,0,1
7,1,0,0,0,0,2,6,1,0.1586,0.11809,0.022127,0.048817,0.0013438,0.13827,0.10031,0.0085114,0.02592,0.0085293,0.073658,0.031586,0.011012,0.00061147,0.06995,0.0052304,0.054724,0.051616,0.16333,0.065872,1,1287,1,0,0,0,0,0,1
0,0,0,0,0,3,0,1,-1,20.231,10.351,5.5026,16.584,6.3116,7.1294,16.685,23.635,10.163,1.4241,3.4506,15.831,3.3549,16.483,1.5003,12.61,3.304,23.506,16.238,19.178,1,1288,1,1,0,0,0,0,0
1,0,0,0,0,3,3,1,-1,22.139,10.163,8.6479,1.3986,2.6385,1.8183,2.8657,1.0884,3.0903,2.2285,6.5228,22.997,8.3162,1.0194,10.127,14.291,2.1695,16.801,1.7461,2.4857,1,1288,1,1,0,0,0,0,0
2,0,0,0,0,3,3,1,-1,1.2102,1.279,3.3417,9.6388,1.5276,8.4718,4.2522,2.2232,2.6546,1.9968,7.0093,10.147,1.7177,11.552,19.947,3.3574,17.849,2.4324,5.9858,7.9984,1,1288,1,1,0,0,0,0,0
3,1,0,0,0,3,3,5,1,1.7421,2.9947,18.471,12.513,2.5935,6.1629,1.8139,13.064,23.434,1.319,2.8711,7.6453,22.455,3.7016,7.0501,16.097,12.418,8.0475,1.5729,14.692,1,1288,0,0,0,0,0,1,0
4,0,1,0,0,1,3,6,2,0.27123,0.28924,0.3512,0.29429,0.35161,0.21695,0.19732,0.41129,0.38141,0.41042,0.27776,0.46815,0.34398,0.4416,0.46128,0.22204,0.40108,0.24724,0.25359,0.35662,1,1288,1,0,0,0,0,0,1
