"WKW_CID1","WKW_CID2","WKW_Num"
3,6,1
6,2,1
6,3,1
6,4,1
0,1,1
0,2,1
1,0,1
1,2,1
2,0,1
2,1,1
0,0,30
0,6,6
0,7,6
1,1,2
2,2,2
3,3,210
3,4,45
3,8,15
4,4,6
4,3,45
4,8,3
6,0,1
6,7,1
7,0,1
7,6,1
8,3,1
8,4,1
0,0,20
1,1,90
1,5,10
1,7,10
4,7,1
4,8,1
5,0,1
5,1,1
7,1,1
7,4,1
7,8,1
8,4,1
8,7,1
0,0,6
0,2,3
0,3,3
2,0,1
2,3,1
3,0,1
3,2,1
0,0,12
1,3,1
1,4,1
1,5,1
3,1,1
3,4,1
3,5,1
4,1,1
4,3,1
4,5,1
5,1,1
5,3,1
5,4,1
0,0,132
2,3,1
2,4,1
3,2,1
3,4,1
4,2,1
4,3,1
0,0,72
0,0,20
0,3,5
0,4,5
0,0,240
1,1,56
0,1,1
0,2,1
1,0,1
1,2,1
1,3,1
2,0,1
2,1,1
0,0,380
1,7,20
1,8,20
1,9,20
2,0,1
2,3,1
2,4,1
2,5,1
2,6,1
3,2,1
3,4,1
3,6,1
4,2,1
4,3,1
4,5,1
4,6,1
5,2,1
5,4,1
6,2,1
6,3,1
6,4,1
3,1,1
3,4,1
0,0,42
1,1,12
1,2,4
1,7,4
1,8,4
1,9,4
1,10,4
10,1,1
10,2,1
2,1,1
2,3,1
2,4,1
2,5,1
2,7,1
2,8,1
2,9,1
2,10,1
3,2,1
3,4,1
3,5,1
4,2,1
4,3,1
4,5,1
5,2,1
5,3,1
5,4,1
7,0,1
7,1,1
7,2,1
7,8,1
8,1,1
8,2,1
8,7,1
9,1,1
9,2,1
0,1,1
0,3,1
0,1,1
0,2,1
1,0,1
1,2,1
10,6,1
10,7,1
10,8,1
10,9,1
10,11,1
10,12,1
10,13,1
11,6,1
11,7,1
11,8,1
11,9,1
11,10,1
11,12,1
11,13,1
12,6,1
12,7,1
12,8,1
12,9,1
12,10,1
12,11,1
12,13,1
13,6,1
13,7,1
13,8,1
13,9,1
13,10,1
13,11,1
13,12,1
2,0,1
2,1,1
4,5,1
4,6,1
6,4,1
6,7,1
6,8,1
6,9,1
6,10,1
6,11,1
6,12,1
6,13,1
7,6,1
7,8,1
7,9,1
7,10,1
7,11,1
7,12,1
7,13,1
8,6,1
8,7,1
8,9,1
8,10,1
8,11,1
8,12,1
8,13,1
9,6,1
9,7,1
9,8,1
9,10,1
9,11,1
9,12,1
9,13,1
0,0,380
0,1,600
0,5,20
0,6,20
1,1,870
1,0,600
1,5,30
1,6,30
2,2,2
2,3,6
2,4,2
2,5,2
2,6,2
3,3,6
3,2,6
3,4,3
3,5,3
3,6,3
4,2,1
4,3,1
4,5,1
4,6,1
5,0,1
5,1,1
5,2,1
5,3,1
5,4,1
5,6,1
6,0,1
6,1,1
6,2,1
6,3,1
6,4,1
6,5,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
2,1,1
2,3,1
2,4,1
2,5,1
2,6,1
3,1,1
3,2,1
3,4,1
3,6,1
4,1,1
4,2,1
4,3,1
4,6,1
5,1,1
5,2,1
5,7,1
5,8,1
5,9,1
6,1,1
6,2,1
6,3,1
6,4,1
7,5,1
7,8,1
7,9,1
8,5,1
8,7,1
8,9,1
9,5,1
9,7,1
9,8,1
0,1,16
0,2,16
0,8,16
0,9,16
1,0,1
1,2,1
1,8,1
1,9,1
2,0,1
2,1,1
2,8,1
2,9,1
3,4,1
3,5,1
3,6,1
3,7,1
4,3,1
4,5,1
4,6,1
4,7,1
5,3,1
5,4,1
5,6,1
5,7,1
6,3,1
6,4,1
6,5,1
6,7,1
7,3,1
7,4,1
7,5,1
7,6,1
8,0,1
8,1,1
8,2,1
8,9,1
9,0,1
9,1,1
9,2,1
9,8,1
0,0,20
0,4,5
0,5,5
0,6,5
0,7,5
0,8,5
0,9,5
0,10,5
0,11,5
0,12,5
0,13,5
1,1,6
10,0,1
10,4,1
10,5,1
10,6,1
10,7,1
10,8,1
10,9,1
10,11,1
10,12,1
11,0,1
11,4,1
11,5,1
11,6,1
11,7,1
11,8,1
11,10,1
11,12,1
12,0,1
12,2,1
12,4,1
12,5,1
12,6,1
12,7,1
12,8,1
12,9,1
12,10,1
12,11,1
13,0,1
13,4,1
13,5,1
13,6,1
13,7,1
13,8,1
4,0,1
4,5,1
4,6,1
4,7,1
4,8,1
4,9,1
4,10,1
4,11,1
4,12,1
4,13,1
5,0,1
5,4,1
5,6,1
5,7,1
5,8,1
5,9,1
5,10,1
5,11,1
5,12,1
5,13,1
6,0,1
6,4,1
6,5,1
6,7,1
6,8,1
6,9,1
6,10,1
6,11,1
6,12,1
6,13,1
7,0,1
7,4,1
7,5,1
7,6,1
7,8,1
7,9,1
7,10,1
7,11,1
7,12,1
7,13,1
8,0,1
8,4,1
8,5,1
8,6,1
8,7,1
8,9,1
8,10,1
8,11,1
8,12,1
8,13,1
9,0,1
9,4,1
9,5,1
9,6,1
9,7,1
9,8,1
9,10,1
9,12,1
0,0,210
4,5,1
4,6,1
5,4,1
5,6,1
6,4,1
6,5,1
0,0,6
0,5,3
0,6,3
0,8,3
0,9,3
1,2,1
1,3,1
2,1,1
2,3,1
3,1,1
3,2,1
5,0,1
5,6,1
5,8,1
6,0,1
6,5,1
8,0,1
8,5,1
0,0,20
0,1,10
0,2,15
0,4,5
0,5,5
1,1,2
1,0,10
1,2,6
1,4,2
1,5,2
2,2,6
2,0,15
2,1,6
2,4,3
2,5,3
4,0,1
4,1,1
4,2,1
4,5,1
5,0,1
5,1,1
5,2,1
5,4,1
0,0,90
1,2,1
1,3,1
1,4,1
2,1,1
2,3,1
2,4,1
3,1,1
3,2,1
3,4,1
4,1,1
4,2,1
4,3,1
0,0,210
10,3,1
10,6,1
10,7,1
10,9,1
10,11,1
10,12,1
11,3,1
11,6,1
11,7,1
11,9,1
11,10,1
11,12,1
12,3,1
12,10,1
12,11,1
2,3,1
2,4,1
2,5,1
2,6,1
2,7,1
2,8,1
2,9,1
3,2,1
3,4,1
3,5,1
3,6,1
3,7,1
3,8,1
3,9,1
3,10,1
3,11,1
3,12,1
4,2,1
4,3,1
4,5,1
4,6,1
4,7,1
5,2,1
5,3,1
5,4,1
5,6,1
5,7,1
6,2,1
6,3,1
6,4,1
6,5,1
6,7,1
6,8,1
6,9,1
6,10,1
6,11,1
7,2,1
7,3,1
7,4,1
7,5,1
7,6,1
7,9,1
7,10,1
7,11,1
8,2,1
8,3,1
8,6,1
9,2,1
9,3,1
9,6,1
9,7,1
9,10,1
9,11,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
1,0,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
2,0,1
2,1,1
2,3,1
2,4,1
2,5,1
2,6,1
3,0,1
3,1,1
3,2,1
3,4,1
3,5,1
3,6,1
4,0,1
4,1,1
4,2,1
4,3,1
4,5,1
4,6,1
5,0,1
5,1,1
5,2,1
5,3,1
5,4,1
5,6,1
6,0,1
6,1,1
6,2,1
6,3,1
6,4,1
6,5,1
0,0,56
0,1,160
0,2,24
0,4,8
0,0,380
1,2,7
1,3,7
1,4,7
1,5,21
2,1,1
2,3,1
2,4,1
3,1,1
3,2,1
3,4,1
4,1,1
4,2,1
4,3,1
5,5,6
0,0,380
1,1,90
0,0,600
1,1,380
1,0,500
1,2,20
1,3,20
1,4,20
1,7,20
1,8,20
2,1,1
2,3,1
2,5,1
2,6,1
3,1,1
3,2,1
3,5,1
3,6,1
5,2,1
5,3,1
5,6,1
6,2,1
6,3,1
6,5,1
7,1,1
7,8,1
8,1,1
8,7,1
2,3,1
2,4,1
3,2,1
3,4,1
4,2,1
4,3,1
0,0,870
0,1,900
0,2,30
0,4,30
0,6,30
1,1,870
1,0,900
1,6,30
2,0,1
2,4,1
2,5,1
2,7,1
4,0,1
4,2,1
4,5,1
4,6,1
5,2,1
5,4,1
5,6,1
5,7,1
6,0,1
6,1,1
6,4,1
6,5,1
7,2,1
7,5,1
0,0,20
0,1,5
0,13,5
1,0,1
1,13,1
10,2,1
10,3,1
10,4,1
10,5,1
10,6,1
10,7,1
10,8,1
10,9,1
10,11,1
10,12,1
10,14,1
11,2,1
11,3,1
11,4,1
11,5,1
11,6,1
11,7,1
11,8,1
11,9,1
11,10,1
11,12,1
11,14,1
12,2,1
12,3,1
12,4,1
12,5,1
12,6,1
12,7,1
12,8,1
12,9,1
12,10,1
12,11,1
12,14,1
13,0,1
13,1,1
14,2,1
14,3,1
14,4,1
14,5,1
14,6,1
14,7,1
14,8,1
14,9,1
14,10,1
14,11,1
14,12,1
2,3,1
2,4,1
2,5,1
2,6,1
2,7,1
2,8,1
2,9,1
2,10,1
2,11,1
2,12,1
2,14,1
3,2,1
3,4,1
3,5,1
3,6,1
3,7,1
3,8,1
3,9,1
3,10,1
3,11,1
3,12,1
3,14,1
4,2,1
4,3,1
4,5,1
4,6,1
4,7,1
4,8,1
4,9,1
4,10,1
4,11,1
4,12,1
4,14,1
5,2,1
5,3,1
5,4,1
5,6,1
5,7,1
5,8,1
5,9,1
5,10,1
5,11,1
5,12,1
5,14,1
6,2,1
6,3,1
6,4,1
6,5,1
6,7,1
6,8,1
6,9,1
6,10,1
6,11,1
6,12,1
6,14,1
7,2,1
7,3,1
7,4,1
7,5,1
7,6,1
7,8,1
7,9,1
7,10,1
7,11,1
7,12,1
7,14,1
8,2,1
8,3,1
8,4,1
8,5,1
8,6,1
8,7,1
8,9,1
8,10,1
8,11,1
8,12,1
8,14,1
9,2,1
9,3,1
9,4,1
9,5,1
9,6,1
9,7,1
9,8,1
9,10,1
9,11,1
9,12,1
9,14,1
0,0,20
2,0,1
2,1,1
2,3,1
0,0,72
10,11,1
10,12,1
11,10,1
11,12,1
12,10,1
12,11,1
2,3,1
2,4,1
2,5,1
2,6,1
3,2,1
3,4,1
3,5,1
3,6,1
4,2,1
4,3,1
4,5,1
4,6,1
5,2,1
5,3,1
5,4,1
5,6,1
6,2,1
6,3,1
6,4,1
6,5,1
7,8,1
7,9,1
8,7,1
8,9,1
9,7,1
9,8,1
0,0,56
0,2,8
0,8,8
1,1,56
10,6,1
10,9,1
2,0,1
2,3,1
2,4,1
2,5,1
2,6,1
2,7,1
2,8,1
3,2,1
3,4,1
3,6,1
3,7,1
3,8,1
4,2,1
4,3,1
4,6,1
4,7,1
5,2,1
5,6,1
5,7,1
6,2,1
6,3,1
6,4,1
6,5,1
6,7,1
6,8,1
6,10,1
7,2,1
7,3,1
7,4,1
7,5,1
7,6,1
7,8,1
8,0,1
8,2,1
8,3,1
8,6,1
8,7,1
0,0,90
0,0,2
0,4,2
0,6,2
0,7,2
0,8,2
1,1,56
2,2,12
3,2,1
3,9,1
4,0,1
4,1,1
6,0,1
6,7,1
6,8,1
7,0,1
7,6,1
7,8,1
8,0,1
8,6,1
8,7,1
0,1,1
0,2,1
0,3,1
0,5,1
0,6,1
1,0,1
1,2,1
1,3,1
1,5,1
1,6,1
2,0,1
2,1,1
2,6,1
3,0,1
3,1,1
5,0,1
5,1,1
6,0,1
6,1,1
6,2,1
0,1,1
0,2,1
0,15,1
0,16,1
1,0,1
1,2,1
1,6,1
1,7,1
1,10,1
10,1,1
10,6,1
10,9,1
10,15,1
10,16,1
10,17,1
11,3,1
11,12,1
11,13,1
12,3,1
12,11,1
12,13,1
13,3,1
13,11,1
13,12,1
15,0,1
15,2,1
15,5,1
15,6,1
15,10,1
15,16,1
15,17,1
16,0,1
16,2,1
16,5,1
16,6,1
16,10,1
16,15,1
16,17,1
17,6,1
17,10,1
17,15,1
17,16,1
2,0,1
2,1,1
2,4,1
2,5,1
2,6,1
2,15,1
2,16,1
3,11,1
3,12,1
3,13,1
4,2,1
4,5,1
5,2,1
5,4,1
5,15,1
5,16,1
6,1,1
6,2,1
6,7,1
6,10,1
6,15,1
6,16,1
6,17,1
7,1,1
7,6,1
0,0,182
0,1,168
0,2,14
0,3,14
0,6,14
0,11,14
1,1,132
1,0,168
1,2,12
1,3,12
1,4,12
1,11,12
10,2,1
10,3,1
10,4,1
10,5,1
10,6,1
10,7,1
10,8,1
11,0,1
11,1,1
11,2,1
11,3,1
2,0,1
2,1,1
2,3,1
2,4,1
2,5,1
2,7,1
2,8,1
2,10,1
2,11,1
3,0,1
3,1,1
3,2,1
3,7,1
3,8,1
3,10,1
3,11,1
4,1,1
4,2,1
4,5,1
4,6,1
4,7,1
4,10,1
5,2,1
5,4,1
5,7,1
5,8,1
5,10,1
6,0,1
6,4,1
6,7,1
6,8,1
6,10,1
7,2,1
7,3,1
7,4,1
7,5,1
7,6,1
7,8,1
7,10,1
8,2,1
8,3,1
8,5,1
8,6,1
8,7,1
8,10,1
0,0,600
2,0,1
2,3,1
0,0,380
1,1,2
1,3,8
1,5,2
1,6,2
1,7,2
2,3,24
2,5,6
2,6,6
2,7,6
3,3,12
3,1,8
3,2,24
3,6,4
4,4,2
5,1,1
5,2,1
5,6,1
5,7,1
5,8,1
6,1,1
6,2,1
6,3,1
6,5,1
6,7,1
7,1,1
7,2,1
7,5,1
7,6,1
8,4,1
8,5,1
0,1,30
0,2,30
0,3,30
1,0,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
2,0,1
2,1,1
2,3,1
2,4,1
2,5,1
2,6,1
3,0,1
3,1,1
3,2,1
4,1,1
4,2,1
4,5,1
4,6,1
5,1,1
5,2,1
5,4,1
5,6,1
6,1,1
6,2,1
6,4,1
6,5,1
7,8,1
7,9,1
8,7,1
8,9,1
9,7,1
9,8,1
0,0,306
0,5,18
0,6,18
0,8,18
0,9,18
1,1,1260
1,5,36
1,6,36
1,8,36
1,9,36
10,5,1
10,6,1
10,7,1
10,8,1
10,9,1
10,11,1
10,12,1
10,13,1
10,14,1
10,15,1
11,6,1
11,10,1
12,5,1
12,6,1
12,7,1
12,8,1
12,10,1
12,13,1
12,14,1
13,6,1
13,10,1
13,12,1
13,14,1
14,6,1
14,10,1
14,12,1
14,13,1
15,6,1
15,8,1
15,9,1
15,10,1
2,2,20
2,5,5
2,6,5
2,8,5
2,9,5
3,3,1122
3,5,34
3,6,34
3,8,34
3,9,34
4,4,600
4,5,25
4,6,25
4,8,25
4,9,25
5,0,1
5,1,1
5,2,1
5,3,1
5,4,1
5,6,1
5,10,1
5,12,1
6,0,1
6,1,1
6,2,1
6,3,1
6,4,1
6,5,1
6,7,1
6,8,1
6,9,1
6,10,1
6,11,1
6,12,1
6,13,1
6,14,1
6,15,1
7,6,1
7,8,1
7,10,1
7,12,1
8,0,1
8,1,1
8,2,1
8,3,1
8,4,1
8,6,1
8,7,1
8,9,1
8,10,1
8,12,1
8,15,1
9,0,1
9,1,1
9,2,1
9,3,1
9,4,1
9,6,1
9,8,1
9,10,1
9,15,1
0,0,9900
0,2,100
0,12,100
0,13,100
1,1,9900
1,2,100
1,14,100
10,2,1
10,3,1
10,4,1
10,5,1
10,6,1
10,7,1
10,9,1
10,11,1
11,2,1
11,3,1
11,4,1
11,5,1
11,6,1
11,7,1
11,9,1
11,10,1
12,0,1
12,2,1
12,13,1
13,0,1
13,2,1
13,12,1
14,1,1
14,2,1
2,0,1
2,1,1
2,3,1
2,4,1
2,5,1
2,6,1
2,7,1
2,8,1
2,9,1
2,10,1
2,11,1
2,12,1
2,13,1
2,14,1
2,15,1
3,2,1
3,4,1
3,5,1
3,6,1
3,7,1
3,8,1
3,9,1
3,10,1
3,11,1
4,2,1
4,3,1
4,5,1
4,6,1
4,7,1
4,8,1
4,9,1
4,10,1
4,11,1
5,2,1
5,3,1
5,4,1
5,6,1
5,7,1
5,8,1
5,9,1
5,10,1
5,11,1
6,2,1
6,3,1
6,4,1
6,5,1
6,7,1
6,8,1
6,9,1
6,10,1
6,11,1
7,2,1
7,3,1
7,4,1
7,5,1
7,6,1
7,8,1
7,9,1
7,10,1
7,11,1
8,2,1
8,3,1
8,4,1
8,5,1
8,6,1
8,7,1
9,2,1
9,3,1
9,4,1
9,5,1
9,6,1
9,7,1
9,10,1
9,11,1
0,1,1
0,2,1
0,3,1
1,0,1
1,2,1
1,3,1
2,0,1
2,1,1
2,3,1
3,0,1
3,1,1
3,2,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,11,1
1,0,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
1,7,1
1,8,1
1,9,1
1,10,1
1,11,1
10,1,1
10,4,1
11,0,1
11,1,1
11,2,1
11,3,1
11,4,1
11,5,1
11,6,1
11,7,1
2,0,1
2,1,1
2,3,1
2,4,1
2,5,1
2,6,1
2,7,1
2,11,1
3,0,1
3,1,1
3,2,1
3,4,1
3,5,1
3,6,1
3,7,1
3,9,1
3,11,1
4,0,1
4,1,1
4,2,1
4,3,1
4,5,1
4,6,1
4,7,1
4,10,1
4,11,1
5,0,1
5,1,1
5,2,1
5,3,1
5,4,1
5,6,1
5,7,1
5,11,1
6,0,1
6,1,1
6,2,1
6,3,1
6,4,1
6,5,1
6,7,1
6,11,1
7,0,1
7,1,1
7,2,1
7,3,1
7,4,1
7,5,1
7,6,1
7,11,1
9,1,1
9,3,1
0,0,2450
0,3,50
0,4,50
0,5,50
0,6,50
0,7,50
0,8,50
0,9,50
1,2,1
1,7,1
3,0,1
3,4,1
3,5,1
3,6,1
3,7,1
3,8,1
3,9,1
4,0,1
4,3,1
4,5,1
4,6,1
4,7,1
4,8,1
4,9,1
5,0,1
5,3,1
5,4,1
5,6,1
5,7,1
5,8,1
5,9,1
6,0,1
6,3,1
6,4,1
6,5,1
6,7,1
6,8,1
6,9,1
7,0,1
7,1,1
7,3,1
7,4,1
7,5,1
7,6,1
7,8,1
7,9,1
8,0,1
8,3,1
8,4,1
8,5,1
8,6,1
8,7,1
8,9,1
9,0,1
9,3,1
9,4,1
9,5,1
9,6,1
9,7,1
9,8,1
0,0,56
0,2,8
0,3,8
1,2,1
1,4,1
1,5,1
2,0,1
2,1,1
2,3,1
2,4,1
2,5,1
3,0,1
3,2,1
4,1,1
4,2,1
4,5,1
5,1,1
5,2,1
5,4,1
1,2,1
1,3,1
2,1,1
2,3,1
3,1,1
3,2,1
0,0,30
0,1,18
0,6,6
0,8,6
1,1,6
1,0,18
1,4,3
1,5,3
1,6,3
1,7,3
1,8,3
4,1,1
4,5,1
4,6,1
4,7,1
4,8,1
5,1,1
5,4,1
5,6,1
5,7,1
5,8,1
6,0,1
6,1,1
6,4,1
6,5,1
6,7,1
6,8,1
7,1,1
7,4,1
7,5,1
7,6,1
7,8,1
8,0,1
8,1,1
8,4,1
8,5,1
8,6,1
8,7,1
1,2,1
1,3,1
1,4,1
1,5,1
1,8,1
1,9,1
2,1,1
2,3,1
2,4,1
2,5,1
3,1,1
3,2,1
3,4,1
3,5,1
4,1,1
4,2,1
4,3,1
4,5,1
5,1,1
5,2,1
5,3,1
5,4,1
8,1,1
8,9,1
9,1,1
9,8,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
1,0,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
1,7,1
1,8,1
2,0,1
2,1,1
2,3,1
2,4,1
2,5,1
2,6,1
2,7,1
2,8,1
2,9,1
3,0,1
3,1,1
3,2,1
3,4,1
3,5,1
3,6,1
3,7,1
3,8,1
3,9,1
4,0,1
4,1,1
4,2,1
4,3,1
4,5,1
4,6,1
4,7,1
4,8,1
5,0,1
5,1,1
5,2,1
5,3,1
5,4,1
5,6,1
5,7,1
5,8,1
6,0,1
6,1,1
6,2,1
6,3,1
6,4,1
6,5,1
6,7,1
6,8,1
6,9,1
7,0,1
7,1,1
7,2,1
7,3,1
7,4,1
7,5,1
7,6,1
7,8,1
7,9,1
8,0,1
8,1,1
8,2,1
8,3,1
8,4,1
8,5,1
8,6,1
8,7,1
8,9,1
9,9,56
9,0,8
9,2,8
9,3,8
9,6,8
9,7,8
9,8,8
0,0,6
0,1,3
0,2,3
0,4,3
1,0,1
1,2,1
1,3,1
1,4,1
2,0,1
2,1,1
2,3,1
2,4,1
3,1,1
3,2,1
3,4,1
4,0,1
4,1,1
4,2,1
4,3,1
0,1,1
0,2,1
1,0,1
1,2,1
2,0,1
2,1,1
3,4,1
3,5,1
3,7,1
3,8,1
3,9,1
4,3,1
4,5,1
5,3,1
5,4,1
5,6,1
6,5,1
6,8,1
6,9,1
7,3,1
7,8,1
7,9,1
8,3,1
8,6,1
8,7,1
8,9,1
9,3,1
9,6,1
9,7,1
9,8,1
0,0,380
1,1,12
2,3,1
2,4,1
2,5,1
2,6,1
3,2,1
3,4,1
3,5,1
3,6,1
3,7,1
4,2,1
4,3,1
4,5,1
4,6,1
5,2,1
5,3,1
5,4,1
6,2,1
6,3,1
6,4,1
0,0,210
1,0,1
1,2,1
0,0,72
0,0,20
0,2,5
0,3,5
0,4,5
0,5,5
2,0,1
2,3,1
2,4,1
2,5,1
3,0,1
3,2,1
3,4,1
3,5,1
4,0,1
4,2,1
4,3,1
4,5,1
5,0,1
5,2,1
5,3,1
5,4,1
0,1,1
0,2,1
0,3,1
1,0,1
1,2,1
1,3,1
2,0,1
2,1,1
2,3,1
3,0,1
3,1,1
3,2,1
12,5,1
12,13,1
13,6,1
13,8,1
13,12,1
4,5,1
4,6,1
4,8,1
4,9,1
5,4,1
5,6,1
5,8,1
5,9,1
5,12,1
6,4,1
6,5,1
6,8,1
6,9,1
6,13,1
8,4,1
8,5,1
8,6,1
8,9,1
8,13,1
9,4,1
9,5,1
9,6,1
9,8,1
0,0,72
0,1,1
0,4,1
0,5,1
1,0,1
1,2,1
4,0,1
4,5,1
5,0,1
5,4,1
0,0,2450
0,1,50
0,2,50
0,3,50
0,4,50
1,0,1
1,2,1
1,5,1
1,6,1
1,8,1
2,0,1
2,1,1
2,3,1
2,4,1
2,8,1
3,0,1
3,2,1
3,4,1
4,0,1
4,2,1
4,3,1
5,1,1
5,6,1
6,1,1
6,5,1
8,1,1
8,2,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
1,0,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
1,7,1
1,8,1
2,0,1
2,1,1
2,3,1
2,4,1
2,5,1
2,6,1
2,7,1
2,8,1
3,0,1
3,1,1
3,2,1
3,4,1
3,5,1
3,6,1
3,7,1
3,8,1
4,0,1
4,1,1
4,2,1
4,3,1
4,5,1
4,6,1
4,7,1
4,8,1
5,0,1
5,1,1
5,2,1
5,3,1
5,4,1
5,6,1
5,7,1
5,8,1
6,0,1
6,1,1
6,2,1
6,3,1
6,4,1
6,5,1
6,7,1
6,8,1
7,0,1
7,1,1
7,2,1
7,3,1
7,4,1
7,5,1
7,6,1
7,8,1
8,0,1
8,1,1
8,2,1
8,3,1
8,4,1
8,5,1
8,6,1
8,7,1
0,1,1
0,2,1
1,0,1
1,2,1
2,0,1
2,1,1
0,0,380
1,1,210
2,2,600
3,3,30
4,4,56
0,0,600
1,1,306
10,4,1
10,5,1
10,6,1
10,7,1
10,8,1
10,9,1
10,11,1
10,12,1
11,4,1
11,5,1
11,6,1
11,7,1
11,8,1
11,9,1
11,10,1
11,12,1
12,4,1
12,5,1
12,6,1
12,7,1
12,8,1
12,9,1
12,10,1
12,11,1
2,2,20
2,5,5
2,6,5
3,3,2
4,5,1
4,6,1
4,7,1
4,8,1
4,9,1
4,10,1
4,11,1
4,12,1
5,2,1
5,4,1
5,6,1
5,7,1
5,8,1
5,9,1
5,10,1
5,11,1
5,12,1
6,2,1
6,3,1
6,4,1
6,5,1
6,7,1
6,8,1
6,9,1
6,10,1
6,11,1
6,12,1
7,4,1
7,5,1
7,6,1
7,8,1
7,9,1
7,10,1
7,11,1
7,12,1
8,4,1
8,5,1
8,6,1
8,7,1
8,9,1
8,10,1
8,11,1
8,12,1
9,4,1
9,5,1
9,6,1
9,7,1
9,8,1
9,10,1
9,11,1
9,12,1
0,0,20
0,0,506
0,1,506
0,4,506
0,5,483
0,6,184
0,8,23
1,1,462
1,0,506
1,4,484
1,5,462
1,6,176
1,8,22
10,4,1
10,6,1
10,8,1
10,9,1
10,11,1
10,12,1
10,13,1
10,14,1
10,15,1
10,16,1
10,17,1
10,18,1
10,19,1
11,8,1
11,9,1
11,10,1
11,12,1
11,13,1
11,14,1
11,15,1
11,16,1
11,17,1
11,18,1
11,19,1
12,8,1
12,9,1
12,10,1
12,11,1
12,13,1
12,14,1
12,15,1
12,16,1
12,17,1
12,18,1
12,19,1
13,8,1
13,9,1
13,10,1
13,11,1
13,12,1
13,14,1
13,15,1
13,16,1
13,17,1
13,18,1
13,19,1
14,8,1
14,9,1
14,10,1
14,11,1
14,12,1
14,13,1
14,15,1
14,16,1
14,17,1
14,18,1
14,19,1
15,8,1
15,9,1
15,10,1
15,11,1
15,12,1
15,13,1
15,14,1
15,16,1
15,17,1
15,18,1
15,19,1
16,8,1
16,9,1
16,10,1
16,11,1
16,12,1
16,13,1
16,14,1
16,15,1
16,17,1
16,18,1
16,19,1
17,8,1
17,9,1
17,10,1
17,11,1
17,12,1
17,13,1
17,14,1
17,15,1
17,16,1
17,18,1
17,19,1
18,6,1
18,8,1
18,9,1
18,10,1
18,11,1
18,12,1
18,13,1
18,14,1
18,15,1
18,16,1
18,17,1
18,19,1
19,8,1
19,9,1
19,10,1
19,11,1
19,12,1
19,13,1
19,14,1
19,15,1
19,16,1
19,17,1
19,18,1
2,2,420
2,3,546
2,6,168
2,8,21
20,21,1
20,22,1
21,20,1
21,22,1
22,20,1
22,21,1
23,24,1
23,25,1
24,23,1
24,25,1
25,23,1
25,24,1
3,3,650
3,2,546
3,6,208
3,8,26
4,4,462
4,0,506
4,1,484
4,5,462
4,6,176
4,8,22
4,10,22
5,5,420
5,0,483
5,1,462
5,4,462
5,6,168
5,8,21
5,9,21
6,6,56
6,0,184
6,1,176
6,2,168
6,3,208
6,4,176
6,5,168
6,8,8
6,10,8
6,18,8
7,7,600
8,0,1
8,1,1
8,2,1
8,3,1
8,4,1
8,5,1
8,6,1
8,9,1
8,10,1
8,11,1
8,12,1
8,13,1
8,14,1
8,15,1
8,16,1
8,17,1
8,18,1
8,19,1
9,5,1
9,8,1
9,10,1
9,11,1
9,12,1
9,13,1
9,14,1
9,15,1
9,16,1
9,17,1
9,18,1
9,19,1
0,2,1
0,3,1
0,4,1
2,0,1
2,3,1
2,4,1
3,0,1
3,2,1
3,4,1
4,0,1
4,2,1
4,3,1
0,1,1
0,2,1
0,3,1
1,0,1
1,2,1
1,3,1
2,0,1
2,1,1
2,3,1
3,0,1
3,1,1
3,2,1
0,1,1
0,2,1
1,0,1
1,2,1
2,0,1
2,1,1
0,0,30
0,6,6
0,7,6
0,8,6
0,9,6
0,10,6
0,11,6
0,14,6
0,15,6
10,0,1
10,6,1
10,7,1
10,8,1
10,9,1
10,11,1
10,15,1
11,0,1
11,2,1
11,6,1
11,7,1
11,8,1
11,9,1
11,10,1
11,14,1
11,15,1
13,3,1
13,4,1
13,5,1
14,0,1
14,6,1
14,8,1
14,11,1
15,0,1
15,6,1
15,7,1
15,8,1
15,10,1
15,11,1
2,7,5
2,9,5
2,11,5
3,4,1
3,5,1
3,13,1
4,3,1
4,5,1
4,13,1
5,3,1
5,4,1
5,13,1
6,0,1
6,7,1
6,8,1
6,9,1
6,10,1
6,11,1
6,14,1
6,15,1
7,0,1
7,2,1
7,6,1
7,8,1
7,9,1
7,10,1
7,11,1
7,12,1
7,15,1
8,0,1
8,6,1
8,7,1
8,9,1
8,10,1
8,11,1
8,14,1
8,15,1
9,0,1
9,2,1
9,6,1
9,7,1
9,8,1
9,10,1
9,11,1
0,1,1
0,2,1
0,3,1
1,0,1
1,2,1
2,0,1
2,1,1
0,0,380
1,1,870
0,0,506
